Experiment	condition	Bh	Bt	Ri	Trehalose	Glucose	Pyruvate	Succinate	Lactate	Formate	Acetate	Butyrate
A7V7_3	E2_c5	0.034568476	10.97165034	4.825503254	0.617252661	0.065192343	0	4.551455158	1.120975941	1.951846592	6.326461473	12.79993495
A7V7_4	E2_c7	0	36.60910374	0.037940307	0.061925998	0.096528708	0	4.538002248	2.111721068	1.497945465	8.992840251	9.067931755
A7V7_5	E2_c9	0	37.89909723	1.881980885	0.079676615	0.072602481	0	4.773545831	4.879770444	2.421218526	10.42585664	9.857642299
A7V7_6	E2_c11	1.789034836	19.65468501	5.083180984	0.087151166	0.027805989	0	3.689619736	4.371263059	1.526285631	8.419581652	10.56263656
A7V7_7	E2_c13	15.88953846	12.91530509	4.626789484	0.023558219	0.026941809	0	3.167314249	2.696951312	0.926387254	16.81731521	12.98759987
A7V7_8	E2_c15	6.580490411	11.0983989	6.591138454	0.016438512	0.030893766	0	2.395136414	1.774873116	0.833592379	16.64916578	13.32447143
A7V7_9	E2_c17	8.683313355	14.34708136	12.80762214	0.015244513	0.024590115	0	2.43732712	1.484928008	0.962772943	17.87315677	15.97248493
A7V7_10	E2_c19	5.574488535	12.88606981	8.38629775	0.023694177	0.02349018	0	1.934013663	1.080778049	0.936860934	15.30057041	15.20821205
A7V7_11	E2_c21	3.266829388	9.584918387	6.27465075	0.017627224	0.015762638	0	2.200552377	0.965061162	1.110952036	14.68001476	17.88690161
A7V7_12	E2_c23	2.643387289	7.521156385	7.21987251	0.011703058	0.02909513	0	1.860392569	0.869751681	0.961996385	13.40850287	16.12444397
A7V7_13	E2_c25	6.155168623	18.3827473	12.58619914	0.019566645	0	0	2.114961325	1.236895048	1.07117053	16.32970215	18.0679005
A7V7_14	E2_c27	6.208692682	15.90820783	11.17637363	0	0.036171442	0	1.955823632	1.251068175	0.852734128	15.18153281	15.92000372
A7V7_15	E2_c29	4.082572263	14.22605887	6.420410443	0	0.023320035	0	1.947668573	1.191773096	0.917261758	15.39377449	15.97419002
A7V7_16	E2_c31	5.63151455	13.02454509	5.889567238	0	0.034136605	0	1.928645285	1.13283807	0.764671048	14.91746623	15.12984026
A7V7_17	E2_c33	5.86081581	13.15281774	7.034368047	0	0.031018206	0	2.368077916	1.584275483	0.757422827	16.99887694	13.89402199
A7V7_18	E2_c35	7.180456837	11.82303131	5.358724034	0	0.033460357	0	2.277463895	0	1.067720967	21.20377208	10.94060214
A7V7_19	E2_c37	6.09011707	13.2810904	8.179168855	0	0.040911578	0	2.507030588	1.873718962	0.742191578	19.15583283	14.40509504
A7V7_20	E2_c39	5.949030562	11.40190471	3.685834363	0	0.026495318	0	2.36643993	1.846738438	0.668433891	18.61275863	12.96429908
A7V7_21	E2_c41	6.200724225	12.84670023	5.203327672	0	0.034868786	0	2.50931714	1.983451808	0.73731719	20.06276522	13.67997131
A7V7_22	E2_c43	8.876324947	14.41072622	3.53377954	0	0.033976809	0	2.276422796	1.918961161	0.599234134	18.3317889	12.44713603
A7V8_1	E2_c1	0.083232728	0.015404576	0.022082663	0.752164072	10.44072793	10.9969656	0.610848621	0.291849362	1.114232919	2.250265676	0.596097949
A7V8_2	E2_c3	0.265859605	8.311332689	4.381729574	0.663556927	0.071634333	1.518604159	5.102216176	2.232345182	2.452050968	12.18682698	5.549575017
A7V8_3	E2_c5	0.041169342	8.736428431	5.034667444	0.589203721	0.098402627	0	4.31990664	1.047761489	1.830856554	6.082205794	12.6936735
A7V8_4	E2_c7	0	31.8750605	0.035856859	0.083040539	0.102746761	0	4.604989718	2.00275744	1.511530511	9.078564239	9.156731621
A7V8_5	E2_c9	0	28.77102284	0.656587262	0.074527933	0.067486314	0	4.548388411	4.66127273	2.472781036	9.820704107	9.926477147
A7V8_6	E2_c11	0.099548124	22.40737771	3.622948388	0.178571659	0.031733084	0	3.715275234	4.788037909	2.105883918	8.097639328	9.9952238
A7V8_7	E2_c13	8.199106906	18.19836749	3.709585332	0.017631618	0.026188309	0	3.378865452	3.457633931	0.922595406	14.84927295	12.25596721
A7V8_8	E2_c15	4.902679907	11.12951471	4.646882702	0.020579941	0.032361538	0	2.478666161	2.246820832	0.861720123	16.82306853	12.56655315
A7V8_9	E2_c17	5.280493191	13.95852077	9.969537776	0.019725043	0.024685038	0	2.400512018	1.85978218	0.999768815	16.34424331	15.59525339
A7V8_10	E2_c19	5.537167418	15.86203799	7.911011653	0.019199108	0.022407697	0	1.876075327	1.258940444	0.900505629	15.48834562	14.69900303
A7V8_11	E2_c21	2.472553964	7.670984904	5.691551238	0.020847804	0.017029676	0	2.168971196	1.057071777	1.046838773	14.70497869	17.25051435
A7V8_12	E2_c23	4.115859336	8.167816348	5.877754046	0.012403233	0.039011575	0	1.746651027	0.793669319	0.873101795	13.46676797	15.91909422
A7V8_13	E2_c25	2.864436871	9.554987566	6.337852604	0.015115879	0	0	1.925366643	1.130979125	0.996503647	14.76018823	16.93999824
A7V8_14	E2_c27	3.219772748	9.075766427	5.580854115	0	0.041101775	0	1.815366017	1.148827715	0.826187002	14.50007934	15.54200967
A7V8_15	E2_c29	5.346319886	9.544484978	9.912968123	0	0.03609471	0	1.947775227	1.288795737	0.920746209	15.23069055	16.06019431
A7V8_16	E2_c31	3.882248358	8.127373538	5.973830043	0	0.039452087	0	1.833657175	1.196614261	0.806271262	14.67753415	15.28724255
A7V8_17	E2_c33	3.715778038	12.48554789	5.946134335	0	0.046680369	0	2.048189833	1.508302359	0.746943122	15.84487679	14.24020725
A7V8_18	E2_c35	6.668847659	10.72518285	5.842927707	0	0.024919082	0	2.409002905	0	1.140059959	23.53493877	11.19052683
A7V8_19	E2_c37	3.492644437	8.325635482	3.254075828	0	0.048081875	0	2.21795213	1.8581356	0.752220613	18.66799209	14.39417546
A7V8_20	E2_c39	8.498418386	12.01919172	4.760975263	0	0.029699935	0	2.007342439	1.890098404	0.643915904	18.36232726	12.86113914
A7V8_21	E2_c41	7.941967121	9.530360546	4.828515344	0	0.032034247	0	2.073773391	1.980737408	0.706068705	19.74688331	13.45893397
A7V8_22	E2_c43	8.957434996	10.52386681	6.157676907	0	0.025494119	0	1.867722509	1.891933138	0.59090023	18.60894731	12.18398676
A7V9_1	E2_c1	0.072499015	0.017544633	0.023063255	0.762954011	10.78542777	11.23267894	0.623181189	0.29796296	1.148340691	2.255440465	0.507558705
A7V9_2	E2_c3	0.35558822	11.41298191	7.32875721	0.65307704	0.098600818	1.569994747	5.00943498	2.176100922	2.470032282	11.85098637	5.36670245
A7V9_3	E2_c5	0.067024034	16.99394392	7.624914801	0.60426014	0.062160611	0	4.414615155	1.134058074	1.885259597	6.112299307	12.51860936
A7V9_4	E2_c7	0	34.87612279	0.063739928	0.067779786	0.087477794	0	4.380965129	1.991122319	1.522005868	8.843205935	9.458031417
A7V9_5	E2_c9	0	30.27513871	1.757401691	0.086797944	0.078985422	0	4.509491427	4.599008919	2.26221802	9.7526572	10.24415171
A7V9_6	E2_c11	4.961722172	15.4857324	4.506931229	0.020063434	0.024426092	0	3.679120478	4.187090107	0.79612656	10.37475211	10.34103607
A7V9_7	E2_c13	10.78502076	18.5386631	5.670038484	0.023322883	0.026141606	0	3.051304377	2.640561324	0.88915041	17.50246041	12.70478784
A7V9_8	E2_c15	4.537523185	17.50516559	8.119172197	0.019350444	0.026443179	0	2.506652349	1.957454483	0.898910815	14.94975526	13.3772751
A7V9_9	E2_c17	6.42467098	13.23090348	8.896227124	0.020358254	0.022097371	0	2.388930508	1.556653598	1.007585101	16.81463848	15.76570202
A7V9_10	E2_c19	3.847801913	14.21499536	9.630305629	0.015909012	0.021476074	0	2.229897114	1.281823541	0.911181935	14.3950443	14.79924246
A7V9_11	E2_c21	3.370959102	13.01087395	6.752322398	0.016648154	0.017743611	0	2.431190799	0.996152485	1.068307472	14.87615306	16.82153105
A7V9_12	E2_c23	2.834947328	8.476323331	4.750288979	0.01345946	0.015058448	0	2.236551	1.020986067	0.924901087	13.91699302	15.7265786
A7V9_13	E2_c25	2.995948778	14.38988005	6.020393394	0.01690426	0	0	2.305048283	1.138336391	0.98266181	15.8471278	16.37319457
A7V9_14	E2_c27	2.526650274	9.000092068	5.0760495	0	0.048741344	0	2.216263409	1.551530778	0.813728028	15.04004728	14.59728176
A7V9_15	E2_c29	0	0	0	0	0.032288882	0	2.760441224	1.706309715	0.893080869	16.33263717	14.79540416
A7V9_16	E2_c31	5.28777242	15.36741936	7.236679519	0	0.037026421	0	2.589312211	1.571600441	0.747335644	15.47702552	13.9769018
A7V9_17	E2_c33	4.136224848	13.09078882	8.369808205	0	0.027655231	0	2.642820068	1.530138157	0.747301384	16.7410315	13.44352199
A7V9_18	E2_c35	3.676392876	8.513869105	3.280737675	0	0.016114852	0	2.686979719	0	1.125843881	23.7872911	11.18248184
A7V9_19	E2_c37	6.328727463	16.98993758	6.258300335	0	0.034562257	0	2.732253979	1.788581162	0.783495396	18.99173962	13.84656786
A7V9_20	E2_c39	5.548097441	16.36103053	3.583959725	0	0.049236912	0	2.456346638	1.921321043	0.652637301	18.66188672	12.55162532
A7V9_21	E2_c41	6.563123215	11.89068082	4.463220839	0	0.025619759	0	2.58371733	1.92234344	0.728586888	20.18336696	13.21065006
A7V9_22	E2_c43	7.80869617	8.375019927	6.495434974	0	0.052161297	0	2.201814638	1.883062684	0.590091927	20.12968519	11.87508479
A7V10_1	E2_c1	0.088580085	0.017463104	0.023694689	0.756830266	10.57571623	11.08642997	0.623541364	0.302001415	1.138740376	2.348320236	0.570142714
A7V10_2	E2_c3	0.352835682	13.02426985	5.981574605	0.655361326	0.332490497	1.925328599	5.323327638	2.206723704	2.571551801	11.68358983	4.844113138
A7V10_3	E2_c5	0.180461699	24.10170472	3.01538744	0.604678694	0.058567741	0	4.630684799	1.14009584	1.942378497	6.192253705	12.60840876
A7V10_4	E2_c7	0.008087716	35.17913958	0.049200274	0.079716366	0.111168235	0	4.586835845	2.462657871	1.472898231	8.873897358	8.85966424
A7V10_5	E2_c9	0	28.42511808	0.535264957	0.077546974	0.06684109	0	4.780763148	5.233591585	2.876167356	10.32372314	9.382336694
A7V10_6	E2_c11	0	29.71389921	5.638984036	0.188681739	0.030007274	0	3.869220159	5.099438126	2.368588406	8.334081522	10.05636368
A7V10_7	E2_c13	2.761294232	19.12365061	8.773713312	0.043262769	0.022988613	0	3.749839755	4.509074456	1.48608714	8.687276826	12.45646718
A7V10_8	E2_c15	12.52944538	15.90307171	5.034010373	0.021808818	0.026190776	0	2.657343607	2.586076166	0.762025335	15.77288367	12.27139481
A7V10_9	E2_c17	10.0136175	10.67123993	7.007044233	0.01847916	0.029036512	0	2.384510396	1.837999646	0.907313395	20.12520995	14.11239787
A7V10_10	E2_c19	7.789861775	11.23503484	11.01179738	0.023028521	0.026126325	0	2.23003534	1.248342476	0.864682189	17.26008408	13.73644607
A7V10_11	E2_c21	2.841902029	7.045194252	3.474786399	0.014540135	0.020555039	0	2.15197717	1.183031537	0.983967143	17.40173415	15.71102882
A7V10_12	E2_c23	2.94114171	9.069712798	6.73587982	0.019063718	0.017436864	0	2.377559794	0.955148423	0.918458444	13.71885627	15.38509429
A7V10_13	E2_c25	3.108646167	9.641181493	7.992966593	0.016607393	0	0	3.078756507	1.245799743	1.020086611	14.35490399	16.64245222
A7V10_14	E2_c27	2.508242765	9.965779167	5.685859296	0	0.048009642	0	2.744763179	1.14322471	0.798875209	12.85392679	14.83668284
A7V10_15	E2_c29	2.711251647	15.10170703	6.454687755	0	0.041068643	0	2.908088668	1.600944996	0.868161246	15.23027823	15.55899996
A7V10_16	E2_c31	4.105482896	15.42600075	7.788449681	0	0.030708963	0	2.563996468	1.72078525	0.744602343	14.87357774	14.32900619
A7V10_17	E2_c33	3.925910942	9.193025129	12.66911456	0	0.041709224	0	2.56277489	1.680894491	0.733295791	16.31656344	13.72377179
A7V10_18	E2_c35	5.80257033	10.78243435	8.540983189	0	0.017351775	0	2.677550461	0	1.042990663	19.91317683	11.43590216
A7V10_19	E2_c37	7.690134761	12.65787341	7.343115895	0	0.038585459	0	2.622959095	1.844899554	0.73220555	18.37718029	13.81974573
A7V10_20	E2_c39	9.514075011	15.35615411	7.179680723	0	0.047297817	0	2.292897844	1.890375217	0.650152149	18.81304403	12.77107424
A7V10_21	E2_c41	7.679229718	12.37184356	4.41285182	0	0.051089957	0	2.381960114	1.988751484	0.689445267	20.40763954	12.93875393
A7V10_22	E2_c43	9.577699191	14.53331247	6.145248601	0	0.033997068	0	2.151447982	1.836663889	0.595901861	19.07194562	12.21627144
A7V11_1	E2_c1	0.092134956	0.017968004	0.024338703	0.743860901	10.44088976	10.9646961	0.614491483	0.293392497	1.136615948	2.310634227	0.778971951
A7V11_2	E2_c3	0.321135757	12.12277123	6.175820443	0.655431007	0.36236306	1.938765943	5.446223084	2.212064653	2.585337901	11.73750311	4.958549568
A7V11_3	E2_c5	0.091979827	18.03264501	9.122975304	0.585016025	0.055772432	0	4.465108414	1.097271975	1.864110867	6.022635334	12.42502586
A7V11_4	E2_c7	0.016388184	39.57855789	0.054627281	0.085259039	0.106914195	0	4.733468265	2.412405721	1.512594139	9.006060274	8.842605045
A7V11_5	E2_c9	0	27.58005757	0.016277789	0.048017025	0.114333886	0	4.721495636	5.257758789	3.342673611	10.35996987	9.123465777
A7V11_6	E2_c11	0	16.31488153	0.009112804	0.102009426	0.128627914	0	4.005244625	6.286773459	4.530896178	9.212765788	8.788892789
A7V11_7	E2_c13	0.037322727	10.8982364	0.060822222	0.05109382	0.044541652	0	3.986501718	7.583156582	5.138655893	9.458408139	10.0678308
A7V11_8	E2_c15	9.310804369	18.47500052	3.040544157	0.02181141	0.026402412	0	3.243754853	6.178064162	0.811021339	13.65277529	9.920911709
A7V11_9	E2_c17	8.617452189	11.11300729	4.723913834	0.016235887	0.028173016	0	2.532815987	3.958426534	0.732843602	20.04454285	12.47624295
A7V11_10	E2_c19	4.884093274	13.23795931	10.50827705	0.025562857	0.024116303	0	2.169815636	2.784635995	0.75396001	16.65920684	13.3619458
A7V11_11	E2_c21	7.959651357	7.954941504	7.584433078	0.02465049	0.016713369	0	1.899115199	2.090564793	0.805648769	17.86445312	15.25887242
A7V11_12	E2_c23	7.199714128	8.231927436	5.97082613	0.022763038	0.01655436	0	1.763595732	1.406204974	0.800306582	17.06746532	14.67087819
A7V11_13	E2_c25	3.184716984	7.962850506	7.630271534	0.022788369	0.03465915	0	1.945196043	1.011012052	0.92447289	18.38610398	16.30454622
A7V11_14	E2_c27	3.573994745	8.412124669	5.157769957	0	0.025085496	0	1.788497737	0.877054529	0.831705779	14.93683181	15.32059842
A7V11_15	E2_c29	2.295161586	11.89941158	10.5464472	0	0.026624006	0	2.119474269	0.986563885	0.928434257	15.56496129	16.32216306
A7V11_16	E2_c31	3.835262105	12.10066218	9.295043954	0	0.033981923	0	2.118932357	1.13985984	0.787859657	14.93358205	15.0771009
A7V11_17	E2_c33	5.375362625	12.30191279	8.043640712	0	0.037902999	0	2.334643241	1.566897048	0.708735529	18.6779394	13.83769881
A7V11_18	E2_c35	4.448961082	15.55476318	4.791348478	0	0.038702786	0	1.388323679	0	1.112634019	26.53897294	9.992466805
A7V11_19	E2_c37	6.134891004	16.17675792	5.168377864	0	0.03858712	0	2.476907698	1.807679386	0.73681555	19.33909742	13.67804573
A7V11_20	E2_c39	7.878854923	13.70034811	5.272131418	0	0.036245602	0	2.310148376	1.842696467	0.655560132	19.44262285	12.63855748
A7V11_21	E2_c41	12.27838893	11.82436006	5.849455662	0	0.018549644	0	2.415150222	1.932345932	0.666495169	21.21625644	12.93808604
A7V11_22	E2_c43	10.78959718	11.26247945	4.506173987	0	0.056212959	0	2.230063771	2.093479107	0.570816962	22.00452719	11.67489717
A7V12_1	E2_c1	0.104605102	0.01899818	0.027213599	0.79988148	11.35654098	11.74442431	0.661642288	0.313787884	1.214557638	2.517077618	0.520954213
A7V12_2	E2_c3	0.375499541	13.51337612	5.792598747	0.671742071	0.755457416	2.455351864	5.511800957	2.485186565	2.689573697	11.5829688	4.631843341
A7V12_3	E2_c5	0.064816245	17.79649412	8.076161015	0.637950813	0.054144636	0	5.07586546	1.388299776	2.085036927	6.637601722	12.77843388
A7V12_4	E2_c7	0	42.02234086	0.069855064	0.102518341	0.120510837	0	4.919644822	2.592708139	1.563019263	9.180725482	9.214993241
A7V12_5	E2_c9	0	24.75878148	0.217539711	0.054318767	0.063417629	0	5.152971752	5.631626188	3.171888538	11.56307132	9.337811359
A7V12_6	E2_c11	0	23.09697322	4.342799666	0.176426936	0.054322476	0	4.065246309	5.492618998	2.675269193	9.283928522	9.467232119
A7V12_7	E2_c13	6.887819358	12.12603076	6.239092487	0.018301079	0.024984955	0	4.008075445	4.840343845	0.964311181	14.99144536	12.11084325
A7V12_8	E2_c15	12.18264738	9.755249182	6.050317485	0.026853194	0.028532595	0	2.594239992	2.676567944	0.730260018	20.71342682	12.20513873
A7V12_9	E2_c17	5.375106503	14.59538667	10.61768458	0.02206252	0.027707278	0	2.647897699	2.052658185	1.02436166	19.54337781	15.00668774
A7V12_10	E2_c19	9.929763582	12.81312897	11.49137554	0.016006497	0.023337276	0	2.369851144	1.432075019	0.852973057	16.08139456	14.41621948
A7V12_11	E2_c21	6.697067722	7.908978186	8.27718015	0.030320947	0.022212806	0	2.224024208	1.384380935	0.94861648	21.93309947	15.9745281
A7V12_12	E2_c23	4.671900025	8.861140179	5.908916477	0.023299737	0.019423351	0	2.093954641	1.168884465	0.873392166	17.67909154	15.21098283
A7V12_13	E2_c25	4.736401188	9.709456246	7.08465904	0	0.02964777	0	2.121671916	0.91336102	0.979452066	18.1168705	16.89635301
A7V12_14	E2_c27	3.025972918	10.42368921	5.077915425	0	0.04407019	0	1.670143038	0.771677821	0.626351158	10.91488842	11.88701768
A7V12_15	E2_c29	3.812289034	12.94654769	5.870642955	0	0.049585505	0	2.644087984	1.341495966	0.898286488	24.30964989	16.00865752
A7V12_16	E2_c31	4.598605149	15.46940617	6.663370484	0	0.076595825	0	2.385702915	1.68232052	0.696047318	20.80089383	14.36025275
A7V12_17	E2_c33	6.796490719	15.84386223	8.72500511	0	0.029207779	0	2.354516623	1.548124519	0.764612062	17.53757158	14.10480672
A7V12_18	E2_c35	8.249525876	11.06738423	7.273059154	0	0.029415948	0	2.399187869	0	1.335702108	21.21441392	11.5142519
A7V12_19	E2_c37	11.63075345	11.40311078	5.97218708	0	0.027124199	0	2.452893642	1.669008498	0.766875102	22.54614154	14.40606793
A7V12_20	E2_c39	15.01198103	11.73883734	4.671315007	0	0.043649853	0	2.292797002	1.868250155	0.679712942	22.43454767	12.55315035
A7V12_21	E2_c41	13.54609623	10.34559361	6.662006034	0	0.036786241	0	2.287042531	1.832683599	0.704165499	24.4947723	12.29957753
A7V12_22	E2_c43	11.01501551	10.76316734	4.086962874	0	0.029642141	0	2.061935533	1.586222394	0.604374533	22.47934977	11.38928864
A7V13_1	E2_c1	0.041286829	0.037493668	0.026927089	0.240036229	7.914941161	10.91950799	0.749123747	1.788858781	0	1.725057612	0
A7V13_2	E2_c2	0.238387632	0.685135222	0.305561497	0.239807733	7.539397633	10.47982097	0.311410507	0.976972865	0.61593772	2.481191795	0
A7V13_3	E2_c3	0.350417079	11.01697417	5.304828843	0.229208592	0.063591115	1.372288664	4.299358618	2.98374184	1.468989984	10.55277996	5.338429699
A7V13_4	E2_c4	0.260116169	10.02332751	7.214534089	0.222965063	0	0	3.639114853	1.962287001	1.312828649	7.187897718	9.376767582
A7V13_5	E2_c5	0.058981087	14.61737581	7.491115371	0.283575636	0	0	3.662037429	1.648090586	1.200654929	5.278218148	12.47021725
A7V13_6	E2_c6	0.031104613	27.26008285	0.236740666	0.200197385	0.028809999	0	3.863663308	1.832038188	0.996093157	6.554163184	11.05677076
A7V13_7	E2_c7	0	37.5485918	0.048994744	0	0.022995828	0	3.995622164	3.127640347	0.913386827	8.33365294	9.088454419
A7V13_8	E2_c8	0	31.15550818	0.389859703	0	0.024562996	0	3.551646589	4.341281062	1.286644656	8.691005869	8.401427017
A7V13_9	E2_c9	0	25.89114989	1.785210705	0	0	0	3.614493856	5.304122189	1.402607291	9.442125862	9.711091605
A7V13_10	E2_c10	0	28.00111239	3.427599041	0	0	0	3.177038495	5.252916125	1.255866485	8.329513492	10.11793535
A7V13_11	E2_c11	0.03094526	24.30688301	5.432956189	0	0	0	3.038673286	5.126838538	1.173820522	8.184769599	11.12530796
A7V13_12	E2_c12	1.39027223	19.28498405	7.065854158	0	0	0	2.780360944	4.788281864	0.852896313	7.143877215	11.5924473
A7V13_13	E2_c13	10.5180668	13.27162415	6.407557933	0	0	0	2.764352411	4.129048236	0.414391684	10.84924559	12.12102695
A7V13_14	E2_c14	15.02875047	12.58017187	5.96506923	0	0	0	2.311050776	3.135650734	0.367347132	14.30109595	10.99523584
A7V13_15	E2_c15	16.62805377	9.916926943	5.429568577	0	0	0	2.060292521	2.461676057	0.386371749	16.44547086	11.40208418
A7V13_16	E2_c16	9.283660415	9.465722074	5.372797874	0	0	0	1.917819309	2.122608416	0.366819011	17.00180431	11.39737772
A7V13_17	E2_c17	5.694894245	13.50402351	8.417705635	0	0	0	1.830287272	1.709191863	0.509645126	17.58729279	13.26537013
A7V13_18	E2_p1	9.218419638	12.50235407	9.13224499	0	0	0	1.66793471	1.713073581	0.497205797	16.94535398	12.85806612
A7V13_19	E2_p2	15.57692687	8.410770193	12.19853298	0	0	0	1.574490497	1.497260061	0.477687398	16.84336111	12.96529403
A7V13_20	E2_p3	9.451562038	9.598281061	8.965438583	0	0	0	1.399199605	1.485852869	0.435023006	17.30061566	16.63224004
A7V13_21	E2_p4	3.326197205	10.78579193	5.732344183	0	0	0	1.331780333	1.419459005	0.492868829	18.51650952	16.92993856
A7V13_22	E2_p5	0.919566814	14.84199798	2.241246608	0	0	0	3.014033126	3.06088989	0.468483795	14.61954457	10.38942634
A7V13_23	E2_p6	0.943194666	23.41323558	2.15362782	0	0	0	2.864340757	1.886989343	1.43878327	13.95818565	10.96392222
A7V13_24	E2_p7	0.261647068	21.94222154	0.574169956	0	0	0	3.096332028	0	0.823199476	13.33211201	11.24009211
A7V13_25	E2_p8	0.126191324	33.54305592	0.577208461	0	0	0	3.155548332	0	0.920419745	13.98989495	12.80619951
A7V13_26	E2_p9	0.151772832	35.42844882	0.527313299	0	0	0	2.962641393	0	0.998950244	13.28084867	12.6807769
A7V13_27	E2_p10	0.164761963	36.09807875	0.673834183	0	0	0	2.82952063	0	1.420507512	13.28811351	13.76626958
A7V13_28	E2_p11	0.308664706	34.18695453	0.67500918	0	0	0	2.684965065	0	1.434644068	12.95862604	13.21006853
A7V13_29	E2_p12	0.237105764	23.16137326	0.407123463	0	0	0	2.748259999	0	1.267865307	13.58459349	14.8962784
A7V13_30	E2_p13	0.874680837	21.20285649	0.369803857	0	0	0	2.48668802	0	0.849605005	13.78552081	13.35140014
A7V13_31	E2_p14	3.267335672	12.19991809	0.53336644	0	0	0	2.246045287	0	0.606885773	15.60841928	12.31542497
A7V13_32	E2_p15	6.062156818	15.65838722	0.79599942	0	0	0	1.882136409	0	0.603509654	17.20955736	12.32627105
A7V13_33	E2_p16	9.762447398	14.48591181	0.695654421	0	0	0	0.895225644	0.210034034	0.436221683	14.87761005	16.03683381
A7V13_34	E2_p17	8.085100902	15.88978803	0.372907977	0	0	0	1.388663748	0	0.618366873	19.95082313	11.46417399
A7V13_35	E2_p18	7.174819857	10.59932325	0.510286436	0	0	0	1.23280784	0	0.610228313	20.94559946	10.81793652
A7V13_36	E2_p19	9.211221505	12.68845762	0.574102174	0	0	0	1.132905929	0	0.570387665	21.79052144	9.852757612
A7V13_37	E2_p20	7.264290582	9.90050718	0.476892359	0	0	0	1.110076931	0	0.623870144	22.83818551	11.91443054
A7V13_38	E2_p21	7.825559881	13.31453045	0.992043305	0	0	0	1.058452883	0	0.615474845	22.35335441	10.76304467
A7V13_39	E2_p22	4.710758103	12.66082402	0.885945143	0	0	0	0.981604667	0	0.646187482	21.06745059	10.94592963
A7V13_40	E2_p23	3.585724516	13.55333212	0.706546703	0	0	0	0.935663463	0	0.62359947	20.78342722	9.996099314
A7V13_41	E2_p24	5.586135605	10.67087675	0.661090701	0	0	0	0.898514968	0	0.681770055	20.70848856	12.45715712
A7V13_42	E2_p25	5.894439134	8.925014407	0.845134231	0	0	0	0.825857141	0	0.69289415	19.7391631	11.03002947
A7V13_43	E2_p26	7.076201297	10.2478823	0.715779272	0	0	0	0.85961225	0	0.721639619	20.30104898	11.02745438
A7V13_44	E2_p27	7.076201297	10.2478823	0.715779272	0	0	0	0.847577184	0	0.672172097	20.40801455	10.04084973
A7V14_1	E2_c1	0.061546824	0.020981609	0.023987895	0.253243764	7.889784999	11.11655834	0.554689482	1.157942585	0.566419489	1.739604635	0
A7V14_2	E2_c2	0.216241472	0.671454159	0.275396251	0.246942302	7.507564146	10.58206667	0.316714956	0.986168093	0.625230901	2.51732013	0
A7V14_3	E2_c3	0.415923331	12.21170245	6.190083761	0.230468867	0.088392658	1.436791006	4.207973197	2.988415949	1.466580895	11.52140324	5.165711437
A7V14_4	E2_c4	0.217960405	10.5814417	7.835259702	0.226838728	0	0	3.65518496	1.891695639	1.280914138	7.211522805	9.181890006
A7V14_5	E2_c5	0.081164148	17.21443845	8.036046424	0.283850064	0	0	3.635532221	1.686389876	1.169253583	5.323485652	12.15289362
A7V14_6	E2_c6	0	31.35913177	0.271561893	0.181474229	0.030201014	0	3.817681429	1.821714032	1.010161508	6.476771666	11.17510475
A7V14_7	E2_c7	0	42.23664191	0.07372504	0	0.019435934	0	3.829510151	3.055038203	0.944901743	8.138877877	9.178682852
A7V14_8	E2_c8	0	27.25197759	0.106202694	0	0.017951907	0	3.569159593	4.194091009	1.351799022	8.404568857	8.557894074
A7V14_9	E2_c9	0	27.41791704	0.939856264	0	0	0	3.573986845	5.368689504	1.555383391	9.342532283	9.831028705
A7V14_10	E2_c10	0.030715183	29.60636455	3.73445429	0	0	0	3.257208078	5.376751541	1.430401289	8.900763115	9.811825283
A7V14_11	E2_c11	1.036002535	17.00262984	3.485604837	0	0	0	2.954906983	5.296202189	0.997703582	8.221483168	10.75516504
A7V14_12	E2_c12	9.627530443	18.30556002	4.933552203	0	0	0	2.633251799	4.366591947	0.254364402	12.88215674	10.04007251
A7V14_13	E2_c13	14.30053859	16.4545654	5.066501466	0	0	0	2.409870906	3.481148359	0.326618739	15.20286718	10.72798921
A7V14_14	E2_c14	12.66082462	14.01540143	4.288909102	0	0	0	2.033499323	2.789418708	0.381395001	17.26223464	10.96227868
A7V14_15	E2_c15	9.7535287	13.28706865	5.835790865	0	0	0	1.868074202	2.338847588	0.385774244	17.54076489	11.02721552
A7V14_16	E2_c16	6.826330097	12.7575217	8.160210691	0	0	0	1.743208555	2.22308274	0.433042113	17.92747567	11.07493423
A7V14_17	E2_c17	6.67833727	14.59001263	9.468458016	0	0	0	1.628393557	1.856936463	0.524599991	17.53866791	14.52260495
A7V14_18	E2_p1	9.477715722	10.54881982	8.409204199	0	0	0	1.511781456	1.657504346	0.487900881	16.98681926	12.85615615
A7V14_19	E2_p2	10.81522569	9.127128706	10.48974038	0	0	0	1.369234419	1.361533924	0.46867914	16.90305641	12.85776754
A7V14_20	E2_p3	10.74488023	8.37833467	8.964404587	0	0	0	1.255649404	1.430800021	0.416674472	17.65227458	16.95003954
A7V14_21	E2_p4	3.895308953	10.86696434	5.730742621	0	0	0	1.164189765	1.257837575	0.487818427	18.69352905	17.11839172
A7V14_22	E2_p5	1.123400213	18.14957767	2.334599124	0	0	0	2.907699749	3.129052887	0.318757585	15.07404778	10.42342255
