Vessel	Condition	Description	Label	Time (h)	Time in condition (h)	Pyruvate (mM)	Glucose (mM)	Trehalose (mM)	Acetate (mM)	Lactate (mM)	Succinate (mM)	Formate (mM)	Butyrate (mM)	Blautia hydrogenotrophica (10^5 cells/uL)	Bacteroides thetaiotaomicron (10^5 cells/uL)	Roseburia intestinalis (10^5 cells/uL)
A8_C1_V8	control	control conditions	E3_C1	0	0	11.1885997	9.26518484	0.352784228	2.996874875	0.395254107	0.853586841	1.224385225	0.080830666	0.189652792	0.287038615	0.126808592
A8_C1_V8	control	control conditions	E3_C2	10	10	0.182791619	0.079934279	0.478367261	13.43398921	0.277418739	4.726562876	1.468883433	2.950875724	1.197874347	30.81696819	8.38865746
A8_C1_V8	control	control conditions	E3_C3	22	22	0.167361004	0.041209785	0.322281534	6.253180244	0.325895204	3.414711745	1.132280065	11.21881149	0.292219939	9.202801746	3.307978315
A8_C1_V8	control	control conditions	E3_C4	52	52	0.165934931	0.033029763	0.104708235	7.330972324	0.193359236	2.308369633	1.160438457	13.52208489	1.223522042	11.26073383	5.582244123
A8_C1_V8	control	control conditions	E3_C5	94	94	0.187942766	0.096444526	0.413197174	6.210163691	0.153201155	1.824789737	1.379671266	15.74915083	0.097937093	3.249378195	1.682384712
A8_C1_V8	perturbation	ongoing pH perturbation	E3_P1	106	9	0.162822621	0.096316193	0	3.784446646	0.139200377	1.450467525	1.114865617	13.97121326	0.036759721	4.455346633	2.339493647
A8_C1_V8	perturbation	ongoing pH perturbation	E3_P2	118	21	1.652542925	0.991023613	0.535006953	3.670107074	0.264546736	1.411241341	1.103782075	11.22427591	0.012858451	1.496850177	0.528491372
A8_C1_V8	perturbation	post pH perturbation	E3_P3	124	6	3.512019759	2.358704456	0.515882307	3.265717545	0.387560724	1.425615039	1.119711461	8.880914539	0.008761792	1.528412455	0.218825753
A8_C1_V8	perturbation	post pH perturbation	E3_P4	142	24	7.372296275	5.291567253	0.579283602	3.117323986	0.651064165	1.424868744	1.214262032	4.984011576	0.0040197	0.694645754	0.082334546
A8_C1_V8	perturbation	post pH perturbation	E3_P5	160	42	7.896273677	5.655117065	0.550952304	3.887747619	0.597941607	2.117688797	1.442578381	2.408710476	0.007430589	1.707197746	0.022371665
A8_C1_V8	perturbation	post pH perturbation	E3_P6	190	72	1.669536566	2.026795499	0.561806419	9.483459169	0.700332482	6.616115166	1.264232482	1.670719896	0.005035614	1.371755274	0.196209112
A8_C1_V8	perturbation	post pH perturbation	E3_P7	250	132	0.117309675	0.078703735	0.590013614	3.49733431	0.283125333	2.822119231	1.06119283	12.18497435	0.045947771	4.418769541	2.621282687
A8_C1_V8	perturbation	ongoing feed perturbation	E3_P8	262	9	0.125006586	0.086674105	0.652438153	4.016762139	0.285894982	3.229829791	1.162558827	13.04420872	0.050391084	4.279811253	3.283997663
A8_C1_V8	perturbation	post pH/feed perturbation	E3_P9	268	4	3.786188054	1.034027898	0.65657618	6.836966795	0.559167296	5.130704971	1.525372515	5.309036091	0.043685544	5.710043418	1.657571037
A8_C1_V8	perturbation	post pH/feed perturbation	E3_P10	292	28	0.424011697	0.293283099	0.606851088	9.307004929	0.390676288	7.590664663	1.1859283	4.347667915	0.045330389	5.163841284	1.666028327
A8_C1_V8	perturbation	post pH/feed perturbation	E3_P11	304	40	0.218296048	0.246528897	0.113318882	7.515451775	0.300767873	6.441663731	1.088536448	6.645911474	0.0361363	5.056770981	1.979092719
A8_C1_V8	perturbation	post pH/feed perturbation	E3_P12	328	64	0.58111424	0.101128244	0.115934075	6.369072304	0.321288521	4.522092048	1.340518197	9.209324935	0.016843554	2.427244825	1.094911621
A8_C1_V8	perturbation	post pH/feed perturbation	E3_P13	358	94	0.457601749	0.131748984	0.121889213	10.31868631	0.491368006	5.894443814	1.578232917	9.781039042	0.019274121	2.538087376	1.267138503
A8_C1_V8	perturbation	post pH/feed perturbation	E3_P14	400	136	0.111607313	0.106754646	0.622642041	3.703738427	0.488691718	4.355031925	1.487864856	11.74262229	0.022772477	3.76733437	1.526793152
