patricID	ri_t12_A	ri_t12_B	ri_t12_C	ri_t48_A	ri_t48_B	ri_t48_C	btri_t12_riA	btri_t12_riB	btri_t12_riC	btri_t24_riA	btri_t24_riB	btri_t24_riC	btri_t36_riA	btri_t36_riB	btri_t36_riC
fig|536231.75.peg.2109	16394.23	24145.39	16311.158	2069.859	1602.671	2712.619	394.595	339.087	311.706	485	229	115	3790.821	346	464
fig|536231.75.peg.2110	73680.667	48394.072	37691.508	116886	98772	136756.937	5476	3915	5598	10901	7743	6026	22045	7162	10128
fig|536231.75.peg.2111	1	1	2	0	0	0	0	0	0	0	0	0	0	0	0
fig|536231.75.peg.2112	27297.088	15080.526	15269	13779	13180	18929	1527	1154	1431	2778	1872	1432	9893	2005	2691
fig|536231.75.peg.2113	112	171	246	3	27	57	15	4	11	10	39	0	167	16	38
fig|536231.75.peg.2114	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
fig|536231.75.peg.2115	3	0	0	12	0	12	0	0	0	1	10	20	0	27	24.997
fig|536231.75.peg.2116	4	5	1	143	95	84	0	0	0	166	37	56	0	39	104.003
fig|536231.75.peg.2117	1961	1088	1189	2309	3164	5103	422	185	210	87	78	79	528	214	140
fig|536231.75.peg.2118	9	41	22	0	15	18	5	0	0	1	0	0	16	0	0
fig|536231.75.peg.2119	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0
fig|536231.75.peg.2120	2075	5150.396	1870	181	216	504	88	54	48	47	61	36	2920	35	52
fig|536231.75.peg.2121	158	97	75	8	38	83	10	6	0	0	0	0	21	0	0
fig|536231.75.peg.2122	75.146	52	76	44	60	105.999	4	1	3	0	0	0	50	5	0
fig|536231.75.peg.2123	482.854	277.816	296	138.506	389.696	494.001	23	18	8	30	32	12	96	33	34
fig|536231.75.peg.2124	88	75.184	60	49.494	60.819	31	7	0	1	4	4	8	1	0	11
fig|536231.75.peg.2125	87	68	57	72	70.486	63	4	0	6	17	0	0	14	0	24
fig|536231.75.peg.2126	102	42	77	22	43	69	5	2	6	22	0	0	33	17	0
fig|536231.75.peg.2127	178	94	89	119	88	172	6	7	2	10	30	0	32	0	8
fig|536231.75.peg.2128	122	94	87	110	34	164	7	5	15	16	0	0	8	49	30
fig|536231.75.peg.2129	834	491	839	258	212	408	27	16	57	58	48	17	397	23	90
fig|536231.75.peg.2130	546	475	572	277	255	537	32	28	27	40	45	12	339	72	39
fig|536231.75.peg.2131	14	0	13	16	0	12	0	0	3	0	0	0	0	0	0
fig|536231.75.peg.2132	19	22	16	61	58	62	0	4	5	0	7	25	5	11	0
fig|536231.75.peg.2133	2454	4519	4076	378	293	529	67	49	48	359	144	81	2003	221	185
fig|536231.75.peg.2134	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0
fig|536231.75.peg.2135	55	43	27	159	189	127	7	3	7	11	37	3	20	101	0
fig|536231.75.peg.2137	128	132	147	21	37	96	28	10	5	25	0	0	39	0	6
fig|536231.75.peg.2138	0	2	5	0	0	0	0	0	1	0	0	0	0	0	0
fig|536231.75.peg.2139	917	421	727.006	481	479	645.832	51	33	91.24	95	44	27	99.045	39.134	0
fig|536231.75.peg.2140	553	337	383.994	429	428	586.168	41	35	37.76	36	37	34	119.955	47.866	30
fig|536231.75.peg.2141	109	42	37	70	53	66	12	2	2	12	0	0	9	0	0
fig|536231.75.peg.2142	912	1097	1767	184	113	341	35	18	23	108	62	66	646	55	77
fig|536231.75.peg.2143	168	307	356	24	0	34	3	5	2	8	0	0	43	0	0
fig|536231.75.peg.2144	813	493	516	901	747	1198	172	132	126	309	139	261	208	168	106
fig|536231.75.peg.2145	0	0	0	11	0	16	0	0	0	0	0	0	0	12	0
fig|536231.75.peg.2146	22	19	26	168	236	181	8	0	6	5	7	0	18	216	0
fig|536231.75.peg.2147	3	2	9	6	15	28	0	0	4	0	0	0	0	10	0
fig|536231.75.peg.2148	35	34	35	0	36	45	7	0	0	0	12	16	28	6	0
fig|536231.75.peg.2149	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
fig|536231.75.peg.2150	0	0	0	7	0	0	0	0	0	0	0	0	0	27	0
fig|536231.75.peg.2151	45	33	54	106	160	151	14	6	2	0	0	11	25	28	0
fig|536231.75.peg.2152	6	6	9	20	31	47	0	0	3	1	9	0	2	0	0
fig|536231.75.peg.2153	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0
fig|536231.75.peg.2154	20	22	27	36	96	132	7	0	10	5	0	0	15	34	0
fig|536231.75.peg.2155	26	23	15	56	141	75	1	8	3	9	0	0	28	3	33
fig|536231.75.peg.2156	1	5	2	8	0	26	0	0	1	0	0	0	14	0	0
fig|536231.75.peg.2157	46	51	25	70	76	59	5	9	1	1	8	19	76	43	24
fig|536231.75.peg.2158	8111.197	5208	3837	10151	10129	15913	1109	821	790	777.002	490	488	1922	547	541
fig|536231.75.peg.2159	0	0	0	0	11	14.377	0	0	0	0	0	0	0	0	0
fig|536231.75.peg.2160	5	3	5	78	126	113.623	2	1	0	5	4	0	3	16	17
fig|536231.75.peg.2161	1	0	2	19	19	19	0	0	2	12	18	10	7	10	0
fig|536231.75.peg.2162	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0
fig|536231.75.peg.2163	13	7	4	305	189.654	381	4	3	2	43	39	70	14	45	31
fig|536231.75.peg.2164	1	1	2	0	21	12	0	1	0	0	0	17	0	0	0
fig|536231.75.peg.2165	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
fig|536231.75.peg.2166	13.438	37.874	13.739	93.826	139.791	102.175	3.5	12.924	6	5	15	14	13	31.457	0
fig|536231.75.peg.2167	1.074	7	2	49.713	38	44.732	6	3	0	4	0	0	0	0	0
fig|536231.75.peg.2168	968	777	660	2982	2164	3543	153	218	204	169	121	120	698	66.023	102
fig|536231.75.peg.2169	932	809	330	1095	726	1082	104	102	169	139	51	40	910	78	156
fig|536231.75.peg.2170	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
fig|536231.75.peg.2171	43.243	36.224	57.189	210	164	209.02	8	9	3	62	108	57	38	24	72
fig|536231.75.peg.2172	2	3	0	49	28	37.389	1	2	0	34	8	0	8	19	29
fig|536231.75.peg.2173	0	0	0	0	0	3.416	0	0	0	0	0	0	0	0	0
fig|536231.75.peg.2174	5611	15538.274	5487	251	245	784.584	114	64	46	67	86	58	285	73	37
fig|536231.75.peg.2175	0	5	15	22	0	5	3	0	0	0	0	0	10	0	0
fig|536231.75.peg.2176	27	49	26	41	58.485	81	2	5	5	8	0	10	30	13	0
fig|536231.75.peg.2177	21	27	28	29	41.515	29	0	4	1	25	23	0	20	14	0
fig|536231.75.peg.2178	21	6	2	7	0	6	0	0	0	4	0	0	10	0	0
fig|536231.75.peg.2179	5	5	6	14	31	15	1	2	0	3	0	0	4	21	0
fig|536231.75.peg.2180	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
fig|536231.75.peg.2181	0	2	4	0	35	20	0	0	1	0	0	0	5	17	0
fig|536231.75.peg.2182	0	1	0	11	9	0	0	0	0	0	0	0	0	0	0
fig|536231.75.peg.2183	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
fig|536231.75.peg.2184	221	93	250	299	329	472	43	26	42	29	1	42	34	38	0
fig|536231.75.peg.2185	167	358	197	156	105	161	17	24	14	51	37	0	24	0	57
fig|536231.75.peg.2186	1939	2301.086	1206.025	1551	1818	2252	246	142	211	206	191	141	188	222	204
fig|536231.75.peg.2187	7868	8964	5361	11181	10398	14967	936	834	936	1256	966	1084	608	953	821
fig|536231.75.peg.2188	2099.023	2601	1711	3038	2566	3876	327	246	255	313	378	222	537	419	271
fig|536231.75.peg.2189	1848	2392	1732	1437	978	1493	162	144	138	195	95	147	242	52	59
fig|536231.75.peg.2190	3756	4223	2797	1401	1267	2227.126	377	358	293	297	176	129	917	291	180
fig|536231.75.peg.2191	1661	1434	799	1561	1878	2721	220	134	172	248	190	38	329	130	161
fig|536231.75.peg.2192	213769.721	136834.541	139117.424	324610	270838	424272.783	27186.157	19255	20711	20534	16546	15504	12705	13816	10225
fig|536231.75.peg.2193	4358	3703	3486	3170	3689	4979	741	587	711	710	757	655	542	389	350
fig|536231.75.peg.2194	7048.804	6476.734	5611	3729.022	4708.272	8064.731	815.998	575	518	751.804	871	399	728	683	432
fig|536231.75.peg.2195	415.196	321.266	227	508.978	291.728	510.269	67.002	31	53	110.196	47	66	16	97	79
fig|536231.75.peg.2196	1453	1131	893	1592	1756	3118	65	47	71	31	78	13	14	41	11
fig|536231.75.peg.2197	3437	2327	2137	3923	3301	4707	443	390	375	486	404	340	820	710	548
fig|536231.75.peg.2198	1885	1420.104	1216	1100	1187	1978	221	167	182	188	115	158	295	167	102
fig|536231.75.peg.2199	48	37	26	0	14	14	4	2	3	7	2	0	0	0	0
fig|536231.75.peg.2200	8252.268	6266.01	3441.758	2099.691	2530.394	4227.594	501.478	279.989	257.482	166.748	133.747	74	178.888	89.56	89.033
fig|536231.75.peg.2201	17284.091	12811.686	10646.301	8559.309	8071.606	12837.406	939.522	613.011	652.518	438.252	346.253	362	1591.112	571.44	423.967
fig|536231.75.peg.2202	21886.148	17125	13261	16907	15100	21675	2361	2212	2023	1107	1052	1158	1391	921	859
fig|536231.75.peg.2203	1101	841	815	818	940	1640	51	39	51	14	13	37	24	19	54
fig|536231.75.peg.2204	5753	4435	5284	3789	3491	6056	446	253	318	170	214	163	230	126	90
fig|536231.75.peg.2205	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
fig|536231.75.peg.2206	10120	8562	4698.052	4360	4775	7637	471	354	421	1514	734	794	4259	973	956
fig|536231.75.peg.2207	58206.746	39989.052	80039	26455	23948	33736	6142	6071	6259	5840	6476	5496	17971.487	2890	4368
fig|536231.75.peg.2208	34458.948	20384.078	44842	13335	11028	17534	1893	1683	1824	1740	1513	1387	6286	943	1510
fig|536231.75.peg.2209	35565	19099	48386.116	11439	13210	19854	2178	1614	2081	1231	1522	1613	2001	594	742
fig|536231.75.peg.2210	22876.279	12959.834	30891	5892	6613	11049	1269	984	1250	503	922	697	1455	413	485
fig|536231.75.peg.2211	50371	25713.851	62227.955	20507	23383	37930.459	3846	2822	3558	3621	3413	2599	3757	1737	2214
fig|536231.75.peg.2212	74241.454	37962.32	71754.686	41204	39776	61509.541	9520	7320	7887	7872	5846	5323	7009	5548	5293
fig|536231.75.peg.2213	1393	1666	1186	548	721	906	60	65	33	23	19	24	138	0	22
fig|536231.75.peg.2214	7787	7921.082	11504.004	3014	2777	4396	421	298	422	704	404	527	1280	346	410
fig|536231.75.peg.2215	22408.87	20122.03	19408	21315	20350	30332	2157	1556	1781	2169	1610	1469	5994	2366	1641
fig|536231.75.peg.2216	89177.885	75095.499	46943	60918	59298	88716	10969	8087	9066	10586	8416	6378	9612	7425	6998
fig|536231.75.peg.2217	8724.333	9571	4464	2939	3352	7337	1636	1085	1235	805	759	573	1027	622	621
fig|536231.75.peg.2218	2598	2384	2026	2587	2117	3681	363	330	354	295	260	248	647	328	232
fig|536231.75.peg.2219	3854	4156	3136	3621	2832	6005	626	383	550	521	216	213	1190	418	381
fig|536231.75.peg.2220	2817	2573	1858	1319	901	1888	262	175	254	134	116	122	270	87	183
fig|536231.75.peg.2221	2886	2213.006	4036	1650	1880	2745	450	256	368	494	255	234	334	242	256
fig|536231.75.peg.2222	49943.9	50869.024	44479	35704	39258	59912	4629	3144	3739	2162	2390	1650	6166	2067	1725
fig|536231.75.peg.2223	57190.872	46542.237	65113.813	41862.395	44110.151	68515.808	3261.125	2929.993	2998.874	1338.507	2618	1889	2923.456	1343.965	1183
fig|536231.75.peg.2224	4895.603	4858.214	5138.98	2193.457	2107.21	3130.865	412.875	376.007	355.614	379.52	371	384	610.544	343.035	143
fig|536231.75.peg.2225	26549.918	32153.514	30926.145	12897.148	13435.639	23449.526	1766	1164	1459.511	1364.974	1230	1005	8070	1239	1412
fig|536231.75.peg.2226	66703.678	79214.008	64650	32943	34668	51805	5358	4035	3983	1798	2388	2115	9508	2395	1642
fig|536231.75.peg.2227	222	393	244	364	248	425	56	38	75	54	2	0	133	67	119
fig|536231.75.peg.2228	617	749	533	324	450	522	98	97	79	80	48	95	237	196	50
fig|536231.75.peg.2229	921	1039	808	1213	1489	1879	187	188	147	328	159	134	214	150	262
fig|536231.75.peg.2230	11	21	13	27	73	19	3	8	2	0	0	0	0	0	0
fig|536231.75.peg.2231	3	5	0	21	28	6	1	2	0	5	0	0	5	0	0
fig|536231.75.peg.2232	7239	7662	8528	6685	6711	10631	806	606	453	1080	619	699	1764	722	614
fig|536231.75.peg.2233	85.009	171	37	207	206	202	15	17	26	67	12	0	290	126	89
fig|536231.75.peg.2234	3306	3141	2082	3391	4298	6347	173	135	135	60	169	84	71	67	76
fig|536231.75.peg.2235	533	670	342	727	694	1063	47	33	27	21	21	41	84	22	0
fig|536231.75.peg.2236	29296.413	34802.328	19140	24690	24872	41662	5576	3937	4265	1752	1548	1473	3843	1918	1458
fig|536231.75.peg.2237	58585.976	159657.499	62896	11715	15931	39538	5953	3227	2719	991	727	765	10567	2092	1203
fig|536231.75.peg.2238	29273	51513.573	38357	11608	10193	19843	9847	8086	6453	6792	3424	2870	12088	2880	4365
fig|536231.75.peg.2239	2531	3305	3298	3092	2894	4745	298	282	307	618	205	473	1330	477	367
fig|536231.75.peg.2240	1543	1832	1775	2708	2526	4162	244	160	221	310	165	227	568	289	217
fig|536231.75.peg.2241	6056	7333	5960	6581.309	5974	10447.211	603	353	485	815	651	570	2596	966	752
fig|536231.75.peg.2242	1815	1881	1282	2992.691	2383	3919.789	323	182	393.847	688	330	279	776	454	355
fig|536231.75.peg.2243	16095.177	16141	11703	30657	30632	44651	2509	1936	2555.153	3730	4167	3679	4667	4470	3185
fig|536231.75.peg.2244	557	508.291	412	486	499.134	1050.012	85	58	103.742	209	231	242	113	136	137
fig|536231.75.peg.2245	302	396.709	369	191	247.866	466.988	29	38	48.258	67	102	82	74	50	56
fig|536231.75.peg.2246	8570.644	8859.994	7083	6225.164	7330.634	9729.128	958.335	751.001	922	1463.664	1418	1510	1889	1516	1400
fig|536231.75.peg.2247	1313.38	1386.006	1411	454.836	571.366	1381.872	217.665	160.999	126	252.336	175	89	367	183	200
fig|536231.75.peg.2248	37106.914	37507.9	16323	18735	14956	21357.322	3073	2696	2414	1623	1062	1043	939	1228	1309
fig|536231.75.peg.2249	11799.746	6831	9608	10942	10112	14375	1379	952	1029	1073	685	807	2341	740	950
fig|536231.75.peg.2250	1384	831	876	4468	3377	5889	222	181	142	241	196	216	325	249	165
fig|536231.75.peg.2251	1899	1890	1071	4324.069	3647	5597.646	428.189	240	479	494	133	219	4289.165	290	957
fig|536231.75.peg.2252	12083.303	29276.325	17567.383	2364.068	2252.301	4211.859	1105.998	616.001	784.954	659.611	541	472	19968.046	632.565	899.078
fig|536231.75.peg.2253	3139.263	5849.819	4620.337	1870.272	1488.95	2385.595	287.488	194.711	291.938	783.53	314.715	239	7653.492	601.653	589.546
fig|536231.75.peg.2254	19953.706	21251.537	15391.28	15832.591	16732.749	23591.063	2973.325	2343.288	2703.108	3809.859	2337.839	2330	17170.635	3754.782	4632.376
fig|536231.75.peg.2255	113106.63	90062.314	116757.454	83955.903	83254.188	125582.089	8715.746	6369.506	7176.319	7748.845	6468.445	5572.145	23351.671	7352.424	7182.179
fig|536231.75.peg.2256	31364.032	39726.387	44282.904	10158.097	10381.808	14687.477	2464.254	1819.494	1943.681	1878.155	1236	1167.855	5660.63	1376.576	1544.821
fig|536231.75.peg.2257	1091	891.227	826	1753	1792	3723	128	72	111	12	33	72	10	43	34
fig|536231.75.peg.2258	3352	2335	1874	1582	1323	2286	273	207	237	144	285	117	230	172	80
fig|536231.75.peg.2259	11097	8079	7002.203	11418	10771	17153	1052	900	1090	1240	976	771	726	744	843
fig|536231.75.peg.2260	6646	5093	3813	4675	4244	5743	590	543	591	412	198	396	302	238	206
fig|536231.75.peg.2261	5381.125	4811	3528	1816	1795	3009	490	354	421	218	198	200	468	301	330
fig|536231.75.peg.2262	2914	2617	1751	1795	1545	2207	367	184	339	150	101	61	134	136	81
fig|536231.75.peg.2263	11584.564	6518	5664.037	5471	6146	10565	514	240	356.005	315	439	253	1312	587	458
fig|536231.75.peg.2264	24425	17861.798	17113.303	20667	19481	28851	2210	1774	2250	2461	2012	1888	3133	1819	1431
fig|536231.75.peg.2265	5504	3532	4447.034	3620	3389	5391	560	461	652	576	421	548	1001	486	523
fig|536231.75.peg.2266	3676	2328	3756	2800	2641	4206	495	349	409	630	463	401	507	153	306
fig|536231.75.peg.2267	5170	3094	3964	4758	4797	7130	450	346	477	348	530	362	570	289	370
fig|536231.75.peg.2268	3974	2354	3943	5595	4966	6319	437	412	478	1098	808	426	987	359	689
fig|536231.75.peg.2269	1489	1060	1297	1073	1306	2597	123	137	141	265	166	329	485	217	132
fig|536231.75.peg.2270	13643.868	11908.001	19772	7664	8181	12604	1098	771	879	1203	868	1001	5253	1892	1266
fig|536231.75.peg.2271	19579	15846	13706	23053	22759	33240	2059	1523	1721	2030	2152	1721	5524	3395	2180
fig|536231.75.peg.2272	13899	10806	9434	9374	9871	17176	1826	1283	1527	1627	1797	1497	3497	1873	1258
fig|536231.75.peg.2273	7481	7031	5119	2312	3077	3696	847	639	745	454	361	166	451	293	287
fig|536231.75.peg.2274	109	87	158	524	412	527	28	27	33	86	0	15	32	20	33
fig|536231.75.peg.2275	241	176	346	192	91	301	66	22	66	35	0	12	33	112	28
fig|536231.75.peg.2276	184	173	180	199	221	345	22	13	23	71	25	38	46	53	53
fig|536231.75.peg.2277	16	14	24	5	0	2	0	0	0	0	0	0	0	0	0
fig|536231.75.peg.2278	801	425	385	2396	2330	3958	64	35	65	59	105	85	61	149	53
fig|536231.75.peg.2279	326	400	430	74	26	175	22	11	9	5	30	12	67	59	14
fig|536231.75.peg.2280	19469	29104.083	30411	5107	4944	6482	986	899	956	4413	2436	2303	3441	1897	2681
fig|536231.75.peg.2281	3554	2351.003	1832	3648.631	3030.295	4976.741	503	376.35	540	1863.469	1177	1193	321	706.138	865.017
fig|536231.75.peg.2282	402	295.997	250	459.369	554.705	685.259	74	73.65	55	213.531	117	173	70	72.862	74.983
fig|536231.75.peg.2283	2805	1283	1174	1225	1316	2744	103	41	113	63	61	103	219	104	81
fig|536231.75.peg.2284	1930	5205	1679	72	23	113	30	9	27	57	16	5	534	32	59
fig|536231.75.peg.2285	0	8	0	0	0	0	0	0	0	0	0	0	12	0	0
fig|536231.75.peg.2286	1873.671	3604.958	1848.429	93.266	210	205.074	33.689	15	15.925	54	23	23	231.266	92.806	69
fig|536231.75.peg.2287	3668.417	4273.012	3077.571	1796.734	1388	1965.926	307.311	181	241.075	820	160	171	664.734	331.194	417
fig|536231.75.peg.2288	22026.366	23924	20493.366	18943	24574	38116	2888	2417	3099	3903	4342	4254	6312	2774	2625
fig|536231.75.peg.2289	22953.558	27301	23412	13998	15771	25987	3435	2825	3492	4487	4437	3373	10217	3143	3279
fig|536231.75.peg.2290	1332	1266	1020	967	1281	1947	113	55	113	239	154	123	871	69	196
fig|536231.75.peg.2291	2121.649	1993.001	1834.978	2318.968	2107.008	3187.973	207	149	183	568	388	270	1562	260	356
fig|536231.75.peg.2292	1837.561	1471.736	1091.822	2175.694	2291.684	2751.685	305.878	244.643	316.249	469.193	448.057	336	328.482	90.57	233.139
fig|536231.75.peg.2293	8768.789	7229.264	6687.2	9461.338	11102.308	12695.343	822.122	705.357	1003.751	1686.807	1416.943	1277	2447.518	823.43	1106.861
fig|536231.75.peg.2294	944	690.089	568	428.838	368.716	728.487	71.728	31.52	58.319	62	124	44	103	11	26
fig|536231.75.peg.2295	1554.176	1428.948	796	828.18	963.641	1587.744	157.617	136.25	190.681	169.066	137	128	251.95	33	36
fig|536231.75.peg.2296	14619.68	11171.776	12665.616	27989.247	24625.395	35269.269	1288.266	1214.23	1274.632	2767.461	2600	2253	3592.05	1978	1854
fig|536231.75.peg.2297	11418.82	8354.254	7028.331	9958.535	8519.003	12233.576	1029.048	669.429	1086.914	2784.083	1136	1154	3228.764	1107.919	1529
fig|536231.75.peg.2298	65537.332	48445.2	41170.103	51225.199	53298.246	81037.924	5367.34	3597.571	4628.454	6415.39	4894	3995	11301.236	4784.081	5220
fig|536231.75.peg.2299	45861.907	30444.287	32269.113	38638	37965	57341	5322	4665	4327	6350	5917	5183	5836	5614	4858
fig|536231.75.peg.2300	4646.616	5274.085	3052	2175	2144	2868	255	211	429	599	239	263	1200	360	330
fig|536231.75.peg.2301	6525	6885	4698	4946	4793	7477	456	301	375	517	290	251	750	450	145
fig|536231.75.peg.2302	11587	12217.817	9273	8366	7493	11509	932	761	1059	1475	1036	770	1962	941	925
fig|536231.75.peg.2303	17079	17301	17707	14022	12661	18917	1757	1343	1690	1399	980	802	1879	1110	1092
fig|536231.75.peg.2304	4737	5663	5865	1588	1880	2455	422	352	484	467	269	254	2085	460	321
fig|536231.75.peg.2305	9300.405	9496.521	10944.066	3772.309	4335.496	7235.333	361.851	249.888	315.831	443.911	283	295.522	1909.212	603.366	220.923
fig|536231.75.peg.2306	4167.595	3520.497	3728.13	2339.691	2303.504	3179.667	269.149	104.112	195.169	254.089	207	228.478	646.788	157.634	146.077
fig|536231.75.peg.2307	13383.227	11036.628	9967.236	13455.27	11892.513	18867.955	1296.417	769.232	1064.737	1809.615	1010	940.993	2335.206	1281.173	1428.524
fig|536231.75.peg.2308	4588.776	6635.626	4165.937	7041.676	4546.352	6058.857	656.583	473.768	738.263	1657.385	570.826	558.007	976.794	753.753	799.476
fig|536231.75.peg.2309	5401.028	8048.546	6919.624	1472.053	1783.135	2798.188	243	206	249	395	180.174	268	982	280.074	188
fig|536231.75.peg.2310	31627.109	27813.52	20001	11661	15469	25352	2316	1463	2409	1452	1142	909	4529	1194	1135
fig|536231.75.peg.2311	24839.315	26924.006	30690	14263	11739	20438	2449	1704	2565	4364	1784	1381	15128	2667	3819
fig|536231.75.peg.2312	14593.663	12914	14636	3017	4160	6170	589	559	670	675	561	477	3373	473	562
fig|536231.75.peg.2313	15318	17009.329	18540	7923	8164	13263	1244	836	1277	1493	805	782	7895	1200	1452
fig|536231.75.peg.2314	19616.985	19416.34	18320.671	12299.791	11678	17511.011	1767.003	1470	1691.954	3025	1615	1581	4930.003	913	1627
fig|536231.75.peg.2315	683.23	748.444	472	248.355	253	501.568	45.406	22	32.791	93	31	52	298.997	0	24
fig|536231.75.peg.2316	153899.026	116777.248	180701.863	127440.502	135831.991	209701.495	10828.843	7554.245	9097.232	18496.878	15130.505	14214.189	65429.565	26907.621	18801.025
fig|536231.75.peg.2317	16650.377	12328.616	16933.885	11685.202	16261.009	26669.988	1439.318	831.755	1289.848	2005.122	2303.495	2302.811	3164.347	2912.379	2024.975
fig|536231.75.peg.2318	45791.562	34213.611	33699.002	25494.15	39199	64147.937	4284.43	1740	3633.175	3686	6012	4154	7494.087	5894	2913
fig|536231.75.peg.2319	91892.233	63846.435	92872.439	121323	130177	182797	12553.628	10834	11733	22577	28104	26008	14612	18711	15642
fig|536231.75.peg.2320	5815	4676	5106	3676	3818	6067	475	357	640	561	453	426	957	195	312
fig|536231.75.peg.2321	9948.845	8795.988	14053.004	6046.25	6292.134	7855.916	835.208	743.631	976.838	1368.947	974.683	724.963	4433.897	1234.701	1083
fig|536231.75.peg.2322	19903.227	15635.012	15295.976	24558.75	20688.866	29115.084	1722.792	1454.369	2096.162	3526.053	1973.317	1764.037	7398.103	1933.299	2745
fig|536231.75.peg.2323	14415	13133.095	17825.581	8729	8353	11522	1054	667	932	1791	1033	754	11308	2396	2073
fig|536231.75.peg.2324	22056	16383.094	14118	19752	18399	30064	2056	1824	2401	2434	2202	2023	3605	1377	1465
fig|536231.75.peg.2325	32129.143	22146.512	28903.027	23781.398	25700	37409	2105	1505.425	2357	2290	2089	1767	6221	2286	1999
fig|536231.75.peg.2326	1650.741	1234.087	1074.973	521.602	669	1035	93	74.575	98.715	259	142	89	146.317	59	107
fig|536231.75.peg.2327	2652.578	2132.885	1687	431.739	606	902	208	95	192.285	240	103	35	194.683	58	86
fig|536231.75.peg.2328	1549	1609.568	1854	258.261	326	728	96	60	78	72	56	83	160	25	65
fig|536231.75.peg.2329	0	13	3	0	0	0	0	0	0	0	0	0	0	0	0
fig|536231.75.peg.2330	49243	74641.221	33418.718	2264	1888	3765	1045	767	629	1230	503	440	6164	878	1114
fig|536231.75.peg.2331	5527	6836	6145.024	5814	5560	8738	1212	795	917	1427	563	694	7947	1433	1453
fig|536231.75.peg.2332	35	79	70	726	484	801	15	14	16	69	47	28	83	34	52
fig|536231.75.peg.2333	533	1122	276	1910	1621	2110	102	82	76	125	98	67	455	223	181
fig|536231.75.peg.2334	15	36	24	38	8	23	2	5	4	3	0	0	8	0	0
fig|536231.75.peg.2335	1364	1704	763	615	717	1496	144	75	104	101	93	60	143	122	43
fig|536231.75.peg.2336	7846.005	9425	4458	6512	6058	9560	1065	878	798	714	417	495	931	546	336
fig|536231.75.peg.2337	1841	3307	2028	338	296	663	102	85	63	26	0	21	49	12	28
fig|536231.75.peg.2338	2681	3088.039	1955	3233	3135	4999	394	299	324	258	217	209	1393	415	208
fig|536231.75.peg.2339	14988	13172	10907	7636	7599	11960	2170	1252	1625	1413	867	575	3438	1307	1146
fig|536231.75.peg.2340	9913	5698	8404	3312	3089	5613	912	558	858	623	427	292	1768	476	553
fig|536231.75.peg.2341	5951.829	3566	6005.201	2283	2218	3712	539	448	546	393	281	272	614	154	201
fig|536231.75.peg.2342	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
fig|536231.75.peg.2343	5	1	3	16	5	0	0	1	1	0	0	0	0	0	0
fig|536231.75.peg.2344	1	0	0	15	0	9	3	0	0	0	0	0	0	0	0
fig|536231.75.peg.2345	0	0	0	0	0	2	0	0	0	0	0	0	9	0	0
fig|536231.75.peg.2346	11781	22713	7058	1348	906	1452	224	257	368	607	163	143	2327	192	106
fig|536231.75.peg.2347	10328	22637.855	6626.667	1198	793	1549	330	246	342	587	183	172	2500	257	161
fig|536231.75.peg.2348	1578.28	1690.086	1534	17413.921	14508.005	28313.323	1881.005	1504.06	2718.042	1059.754	536.055	308	11	249.449	253
fig|536231.75.peg.2349	2151.72	2359.914	2526	21994.336	18586.616	35106.052	1947.975	2303.94	3702.717	3608.246	1118.945	951	27	489.551	564
fig|536231.75.peg.2350	18282.222	17485.118	18062.253	175587.214	156573.479	282784.9	16127.462	14035	28307.045	29956.954	11867	10666	688	10075	7250
fig|536231.75.peg.2351	163.983	206.882	192.781	518.42	559.308	1375.829	102.139	76	234.986	373.555	122.24	138	13	67.099	64
fig|536231.75.peg.2352	12637.963	13180.688	13574.633	100811.877	97400.236	187255.356	10748.622	9032.187	19457.649	16047.731	6814.936	5251.213	394	4136.947	3192
fig|536231.75.peg.2353	1792.037	1924.312	1859.367	17848.31	14184.086	25345.637	1937.797	2113.512	3998.562	3209.76	1041.824	787.787	25	652.954	451.357
fig|536231.75.peg.2354	17597.014	17329.599	19768	138529.922	123211.271	205223.793	12498	12646.301	23141	21890	6750	5508	907	4552	3135.643
fig|536231.75.peg.2355	4224.583	4461.034	5644.576	79753.632	68718.936	122305.312	5778.761	6640.153	9889.094	6092.261	3169.947	2566.576	233.431	2125.421	1902.887
fig|536231.75.peg.2356	2686.016	2863.268	3722.63	47074.744	43725.812	79599.69	3335.563	3158.339	4946.727	4826.526	1683.053	1547.424	163.569	1997.579	1282.113
fig|536231.75.peg.2357	7389.906	7682.086	6393.794	33526.861	36640.252	77626.787	5106.677	3356.508	7666.13	3226.213	1233	957	124	831	878
