patricID	ri_t12_A	ri_t12_B	ri_t12_C	ri_t48_A	ri_t48_B	ri_t48_C	btri_t12_riA	btri_t12_riB	btri_t12_riC	btri_t24_riA	btri_t24_riB	btri_t24_riC	btri_t36_riA	btri_t36_riB	btri_t36_riC
fig|536231.75.peg.66	38	14	44	37	64	113	1	1	8	9	4	10	4	53	0
fig|536231.75.peg.67	18	5	13	0	0	24	1	0	2	0	0	0	0	0	0
fig|536231.75.peg.68	98	39	29	111	142	91	13	8	15	32	44	0	5	21	0
fig|536231.75.peg.69	72	15	39	18	24	55	4	1	7	0	0	0	6	3	19
fig|536231.75.peg.70	31	29	21	21	47	49	6	5	10	0	0	0	3	0	0
fig|536231.75.peg.71	22	15	28	30	50	28	3	3	3	0	0	0	0	37	0
fig|536231.75.peg.72	20	7	18	21	44	28	8	0	0	0	0	0	19	0	0
fig|536231.75.peg.73	25	36	12	87	35	61	3	0	6	2	0	0	3	33	0
fig|536231.75.peg.74	11560	12822	17143	5848	5073	7646	1214	939	830	906	539	444	1582	637	661
fig|536231.75.peg.75	1731	1795	1562	1420	1382	2889	146	97	140	169	164	97	302	242	186
fig|536231.75.peg.76	1443	1711	2038	898	911	1531	204	172	137	129	52	54	168	128	44
fig|536231.75.peg.77	11764	10169	7649	9402	8234	13776	1787	1375	1303	973	598	582	1418	1001	900
fig|536231.75.peg.78	0	15	16	0	0	0	0	0	0	0	0	0	0	0	0
fig|536231.75.peg.79	597	763	1000	104	211	480	104	95	122	121	65	47	697	69	40
fig|536231.75.peg.80	2264	2671	3744	3902	2923	5496	582	467	640	828	600	471	2988	615	730
fig|536231.75.peg.81	1486.45	1100.603	686.087	491.196	398.798	838.117	378.804	341.075	288.071	186.012	165	150	139.051	134	56.205
fig|536231.75.peg.82	23140.55	13947.267	14917.913	33436.804	26816.202	43235.883	3530.445	3211.925	2718.929	4131.988	2872	2629	6149.949	2328	2337.795
fig|536231.75.peg.83	4129	9197	517	815	917.065	1611	110	99	109	144	197	146	146	31	125
fig|536231.75.peg.84	2622	6578.996	528	248	399.935	867.996	57	56	53	81	107	45	242	34	33
fig|536231.75.peg.85	8800.013	8872	2617	3479	3236	4825	623	425	356	1671	575	608	738	1177	1361
fig|536231.75.peg.86	5207	3052	3474	4889	4752	6760	1468	1068	1888	4892	3592	3290	290	2143	1509
fig|536231.75.peg.87	173	113.485	122	54	108	186	44	27	48	123	112	89	10	78.737	43
fig|536231.75.peg.88	337	160.515	199	384	322	651.556	86	61.591	161	326.695	392	405	35	147.263	228
fig|536231.75.peg.89	1827	1651	2072	418	516	765.444	166	141.409	175	936.305	421	381	673	452	242
fig|536231.75.peg.90	3628	2044	2427	3279	3563	6653	950	809	1157	3561	3224	2991	492	1713	1507
fig|536231.75.peg.91	1502	845	834	1560	1406	2334	470	299	642	2300	1189	1165	390	1117	895
fig|536231.75.peg.92	17	2	5	22	13	19	7	3	7	58	23	22	0	3	49
fig|536231.75.peg.93	109.048	65.597	104	94	146.248	73.529	31	52	54.414	248.524	139	87	11	66	39
fig|536231.75.peg.94	96633.252	105776.471	46471.918	2333	2413.752	4993.471	579	438	382.586	702.476	395	243	15229	184	208
fig|536231.75.peg.95	1186	691	396	921	747	1146	266	254	411	1640	754	843	103	582	797
fig|536231.75.peg.96	1628.052	794	698	1013	1051	1241	208.445	164	219.527	709.545	555	542	262	515	308
fig|536231.75.peg.97	287.735	125.63	117	361	314.42	408.03	36.754	29	90.937	252.605	140	131	1	28	58
fig|536231.75.peg.98	1705.522	913.37	1357	2606	2398.58	3728.97	471.801	451	680.537	2508.85	2243	1743	91	585	739
fig|536231.75.peg.99	1186	551	714	2029	1586	2569	584	569	809	3119	1904	1531	43	677	665
fig|536231.75.peg.100	351	180	337	972	715	907	170	185	308	1410	704	649	26	357	269
fig|536231.75.peg.101	164	128	184	185	178	367	97	78	170	468	317	288	14	174	222
fig|536231.75.peg.102	21343.224	11187.568	6464.297	484.355	790.944	1395.144	345.72	217.752	364.99	147.468	144	108	401.793	172.729	100
fig|536231.75.peg.103	83570.781	39928.916	32178.383	4117.645	3630.056	5320.856	2469.28	2053.248	2827.01	2453.532	1504	1440	1615.207	984.271	836
fig|536231.75.peg.104	54912.986	22147.946	19412.492	4856.36	3513.925	5387	1460.208	1766.375	2083.908	2013	1053.28	923.386	837	397	308
fig|536231.75.peg.105	602	277	389	0	0	3	20	30	28	4	0	21	6	0	0
fig|536231.75.peg.106	11698.603	5406.333	3467.462	446.536	429.872	782.221	443.611	371.097	433.003	215	118.72	122.614	246.585	93.59	125
fig|536231.75.peg.107	23811.457	11902.201	7930.185	2317.805	2306.99	3713.74	2122.837	1400.467	1887.234	908.523	597.5	436.999	981.135	374.233	300.604
fig|536231.75.peg.108	5175.336	2691.248	1998.861	1828.299	923.213	1238.039	421.344	350.061	563.855	463.477	275.5	124.001	315.28	53.177	128.396
fig|536231.75.peg.109	3962	3056.246	1856	5569.456	6056	8226	823	681	801.39	9080.088	2854	2599	421	4028	3532
fig|536231.75.peg.110	583	364.754	174	1283.544	1321	1676	88	39	99.61	443.912	102	67	80	292	318
fig|536231.75.peg.111	372	318.512	226	847.96	579	1055	100	68	113	462.328	567	424	66.997	429	359
fig|536231.75.peg.112	15934.353	12047.183	7177	9388.04	9026	11576	1549	1283	1538	4416.672	3366	3343	1465.003	2968	2814
fig|536231.75.peg.113	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0
fig|536231.75.peg.114	16168	8512	6259	8837	9040	13285.004	1157	737	1003	1066	1035	774	1163	1238	1056
fig|536231.75.peg.115	7034	3931	3850	2895	3041	4438	460	409	413	395	386	308	831	359	329
fig|536231.75.peg.116	11498.577	4615	5311	5628	5613	8309	957	747	890	1218	1122	914	1693	971	1083
fig|536231.75.peg.117	10753	4015	4935	7922	6625	9444	753	656	700	1310	920	811	2324	1141	1594
fig|536231.75.peg.118	304	163	198	96	106	220	46	35	31	37	50	69	72	48	116
fig|536231.75.peg.119	5044.462	4030	4190	2472	2201	4513	159	68	114	160	46	82	191	106	72
fig|536231.75.peg.120	10113	7916	6516	6662	6488	10125	822	631	744	515	342	411	336	403	364
fig|536231.75.peg.121	4869	3488	3202	4758	4461	7457.057	366	306	352	450	394	326	272	371	126
fig|536231.75.peg.122	5511	3975	4518	5933	5770	11366.943	905	474	456	876	510	389	2685	719	764
fig|536231.75.peg.123	52	20	31	45	16	34	7	3	13	0	0	0	12	0	16
fig|536231.75.peg.124	12	1	0	45	0	27	2	0	0	0	0	0	9	0	0
fig|536231.75.peg.125	3727	3595.757	2616	3069	2237	3913	680	525	323	561	449	338	807	808	574
fig|536231.75.peg.126	844	719	386	8592	8519	15748	211	201	355	285	221	164	207	279	295
fig|536231.75.peg.127	3069	2395	1191	13627	12164	21575.041	531	552	1077	932	539	517	704	618	734
fig|536231.75.peg.128	56903.452	31212.241	29704	17775	18800	27621.952	2378	1827	1889	2059	1369	1588	2427	1831.07	1243
fig|536231.75.peg.129	809.961	747.53	621	340.172	376	657.882	63.411	60.869	46.162	59	55	26	97.748	57.93	35
fig|536231.75.peg.130	4399.039	3795.627	2207	3849.828	3678	5425.166	547.589	427.131	469.838	551	267	290	458.252	438	261
fig|536231.75.peg.131	4362	5172	3128	3291	2866	3972	546	346	335	365	272	156	964	476	411
fig|536231.75.peg.132	45	15	6	25	15	48	1	1	0	0	0	0	19	13	0
fig|536231.75.peg.133	27	67	7	30	42	18	5	1	2	4	0	0	9	0	0
fig|536231.75.peg.134	5038	3896	3672	5304	4991	7975	545	405	460	1069	605	893	2268	963	702
fig|536231.75.peg.135	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
fig|536231.75.peg.136	662	1159.104	661	1482	1825	2990	156	116	157	178	134	74	1071	337	326
fig|536231.75.peg.137	1156	609	1669	2369	2549	4108	112	70	119	96	105	119	192	110	137
fig|536231.75.peg.138	14617	4769	7478	10726	10115	13081	773	678	593	514	628	476	339	699	482
fig|536231.75.peg.139	81172.589	30398.015	40688.535	41408	34508	46520	4430	3749	4538	2821	2886	2311	550	1811	1455
fig|536231.75.peg.140	10	33	16	50	45	34	2	1	8	0	0	0	1	0	0
fig|536231.75.peg.141	456	186	373	1027	513	1129	80	90	91	81	42	66	0	21	176
fig|536231.75.peg.142	150130.148	166158.597	32192	35509	27237	36397.296	35248.263	30673	20650.366	13940	9583	7962	33055.005	6764	10933
fig|536231.75.peg.143	52516.295	46594.984	7073	10294	10087	17493.704	3668.635	2521	2091.634	639	467	529	4343.995	595	733
fig|536231.75.peg.144	2335	2160	2665	2284	2246	3782	429	296	285	324	145	125	303	303	120
fig|536231.75.peg.145	378	348	266	546	658	1080	48	40	28	38	63	14	100	165	63
fig|536231.75.peg.146	781	345	610	540	566	1102	58	36	45	1	26	6	40	26	11
fig|536231.75.peg.147	2834	2770.867	2350	3210.264	2568.091	3464.812	488	365	303	528	401	388	753.551	399	363
fig|536231.75.peg.148	15802.224	15031.719	10684.441	6518.887	7577.774	11812.318	1111.809	1002.323	905.864	1634.418	1023.793	734.339	5005.615	1290.613	986.421
fig|536231.75.peg.149	7690	12255.143	7294.86	14845	9517	14568	2606	2687	2029	5735	2181	2021	8920	2283	3334
fig|536231.75.peg.150	97429.774	60782.14	95925.747	86203	70829.57	132297	16976	10578	8057	8376	3654	3889	26599	6700	5644
fig|536231.75.peg.151	2765	1261	3489	1035	920	1449	287	220	195	223	140	132	485	95	169
fig|536231.75.peg.152	3260	1725	2707	4555	3842	6431	395	245	264	146	254	138	288	295	120
fig|536231.75.peg.153	3923	2017	5399	4971	4680	8104	333	252	325	167	169	142	268	115	93
fig|536231.75.peg.154	3	5	2	0	35	68	4	0	4	5	6	0	49	53	0
fig|536231.75.peg.155	0	3	1	0	0	4	0	0	0	0	0	0	2	0	0
fig|536231.75.peg.156	361	219	216	879	1038	1772	30	9	23	22	29	26	149	34	59
fig|536231.75.peg.157	1934	1393	1606	822	1180	1801	112	112	91	104	89	49	398	95	53
fig|536231.75.peg.158	1225	1138	1084	263	393	672	33	19	19	66	36	51	228	50	43
fig|536231.75.peg.159	8459	4041	4986	6712	5918	11068	1618	971	1176	1349	1361	1032	1029	1233	737
fig|536231.75.peg.160	13096	6875	8912.123	11701	11193	20345	1953	1219	1471	1680	1761	1697	2249	1846	1125
fig|536231.75.peg.161	1779	1490	1253	602	859	1757	191	127	138	114	176	85	122	139	48
fig|536231.75.peg.162	4947.035	2322	4200	3635	4406	6945	319	190	210	244	318	313	759	517	285
fig|536231.75.peg.163	157	72	70	35	70	245	11	6	6	5	0	22	28	5	0
fig|536231.75.peg.164	81	49	56	0	9	46	8	4	4	0	0	0	3	0	0
fig|536231.75.peg.165	7151	2903	3816	4461	4355	7373	431	250	408	568	469	177	2482	601	357
fig|536231.75.peg.166	151	105	73	125	261	304	18	24	11	47	36	7	249	70	15
fig|536231.75.peg.167	5	11	0	0	11	1	3	5	0	4	0	0	3	2.989	0
fig|536231.75.peg.168	160	138	80	47	108	111	7	14	13	7	0	0	7	19.011	0
fig|536231.75.peg.169	801	780	601	415	449	778	81	50	40	59	34	25	221	96	76
fig|536231.75.peg.170	20	31	21	6	15	40	3	0	2	0	0	0	21	12	0
fig|536231.75.peg.171	78.037	95.905	58	85.179	92.693	122.262	19	4	5	0	0	0	36	1	0
fig|536231.75.peg.172	505.963	458.095	286	445.821	619.307	567.738	34	26	47	16	60	0	308	42	1
fig|536231.75.peg.173	823.052	807	510	814	567	1187	75	115	127	160	256.075	207	222	231	197
fig|536231.75.peg.174	2854	2637	1924	2814	2387	3712	301	240	297	392	302	359	485	265	254
fig|536231.75.peg.175	1569	1080	1230.233	1455	1203	2066	251	242	260	258	141	116	207	133	235
fig|536231.75.peg.176	8735	7327.812	4451	7814	6514	11178	1102	895	866	859	800	689	1082	566	632
fig|536231.75.peg.177	243	324.863	198	39	145	190	31	4	11	1	0	0	31	13	12
fig|536231.75.peg.178	36938.483	46183.314	13597	25147	20892	34862	3165	2429	2440	1754	1451	1405	4479	2428	1934
fig|536231.75.peg.179	167	137	32	36	53	51	8	16	14	14	15	15	7	6	0
fig|536231.75.peg.180	5863.044	6304	1985	281	543	1298	209	151	130	174	123	37	521	97	55
fig|536231.75.peg.181	10083.02	16684.17	5550	1378	1430	2346	594	278	273	445	174	186	3034	453	383
fig|536231.75.peg.182	1292	8539	286	424	212	328	35	14	14	46	21	15	209	53	113
fig|536231.75.peg.183	33	75	26	15	0	12	5	0	0	4	0	0	0	23	0
fig|536231.75.peg.184	939.997	1490.909	1156.916	104.294	56	151	22	7	22	69	33	24	162	17	28
fig|536231.75.peg.185	2660.003	4614.002	2263.084	644.896	477	1024.377	177.927	159	177	371.847	202	293	880.794	215	186
fig|536231.75.peg.186	2930	1980.09	2170	5874.81	5363	8064.623	319.073	304	356	464.153	339	328	1476.207	395	410
fig|536231.75.peg.187	226	324.075	178.988	394.101	425.633	546.968	42.736	33.72	56.224	64.51	66	78	150.149	34.569	56
fig|536231.75.peg.188	7226.016	10060.925	7494.012	10789.899	9480.367	14968.032	1122.264	1138.28	1185.776	1438.49	1302	871	8440.851	1641.431	1878
fig|536231.75.peg.189	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
fig|536231.75.peg.190	1	6	2	11	0	7	0	0	2	4	0	0	3	0	0
fig|536231.75.peg.191	5819.954	6029	5287	2768	3017	5628	414	289	278	135	132	89	311	115	117
fig|536231.75.peg.192	13399.024	9153.733	8604	12446	11754	20979	1191	960	984	485	763	458	572	926	538
fig|536231.75.peg.193	15568.637	10577	9059	15142	12928	19860	2025	1694	1591	1264	1053	1075	1241	1148	1129
fig|536231.75.peg.194	26	28	25	74	99	93	4	11	7	16	8	8	33	47	0
fig|536231.75.peg.195	1640	1548	2817	821	1138	1422	140	92	100	184	79	108	230	158	218
fig|536231.75.peg.196	496	479	714	417	351	455	96	88	50	150	90	92	79	47	43
fig|536231.75.peg.197	10778	18925.003	8894	718	673	1265	230	123	118	881	193	192	2724	253	483
fig|536231.75.peg.198	15	8	14	27	0	52	1	0	0	0	0	0	0	0	0
fig|536231.75.peg.199	3496.96	1800	41741.946	2537	2600	4488	2054	1874.889	1329	2658.923	1249	1779	1316	1809	1380
fig|536231.75.peg.200	41.114	16	136.054	1	38	8	16.397	10.111	9	5.077	10	18	11	7	11.794
fig|536231.75.peg.201	1818.886	780	9715	2664	3202	5342	1677.603	1524	1098	1268	1606	1317	584	993	764.206
fig|536231.75.peg.202	499	312	2097	468	601	1048	363	237	255	171	245	229	212	198	111
fig|536231.75.peg.203	5719	1965	17571.203	10076	10568	18554	3753	2773	2751	2330	2371	2168	1378	2266	1766
fig|536231.75.peg.204	2158	814	5233	3324	3162	6354	1402	812	933	1555	1003	847	423	1021	1141
fig|536231.75.peg.205	6684.268	2896.915	17940.182	13816.11	15250.204	26070.466	4708.538	3738.078	3584.427	3011.883	3295.562	2708	1552.666	2183.434	1849.001
fig|536231.75.peg.206	1454.732	803.266	5242.818	2973.89	2242.796	4411.534	1540.563	1048.922	978.573	1520.117	950.438	856	660.334	954.566	960.999
fig|536231.75.peg.207	439	186	239	2309	2197	4201	53	39	51	50	97	42	114	126	20
fig|536231.75.peg.208	0	0	0	0	10	23	0	0	0	0	0	0	1	12	0
fig|536231.75.peg.209	1793	992	1011	2590	2359	3961	211	150	144	179	99	172	574	209	256
fig|536231.75.peg.210	1460	793	773	2560	2611	2923	132	122	140	201	182	231	231	288	237
fig|536231.75.peg.211	2018	1066	1141	1090	1137	1642	118	82	121	155	132	85	276	326	94
fig|536231.75.peg.212	7628	5276	7150	5261	4518	7919	221	227	217	99	379	136	137	115	123
fig|536231.75.peg.213	7336	4778	7150	7502	5883	12397	277	230	268	95	329	172	117	121	63
fig|536231.75.peg.214	14508	9821.121	21646.745	6645	6228	10260	367	373	412	302	549	324	201	226	149
fig|536231.75.peg.215	250	222	252	572	623	1024	34	25	35	46	7	21	91	79	20
fig|536231.75.peg.216	402	388	384	836	747	1245	76	54	53	108	88	87	699	137	232
fig|536231.75.peg.217	15	12	10	0	51	50	1	0	0	0	0	0	0	0	0
fig|536231.75.peg.218	467	428	374	298	402	481	26	14	34	66	53	13	102	108	42
fig|536231.75.peg.219	5432.535	9056.369	5220.35	4822.847	3836.745	8091.158	388.704	273.949	157.381	364.062	0	45.902	724.349	59.806	153.685
fig|536231.75.peg.220	354	309	259	132	141	260	46	16	25	32	18	59	180	74	33
fig|536231.75.peg.221	230	243	274	101	182	307	17	26	6	44	49	74	65	0	25
fig|536231.75.peg.222	22637	27143.629	13873.137	5761	6098	8092	2139	1728	1659	1028	754	686	669	1025	672
fig|536231.75.peg.223	5029.832	5753.532	2938	3264	2516	3422	636	552	532	813	454	340	505	498	326
fig|536231.75.peg.224	450.972	747.856	332.053	177.623	167.549	297.947	42.862	19.078	34.966	42.927	17.875	0	50.373	37.001	64.949
fig|536231.75.peg.225	137.888	166.217	227	37	34	72.654	7.004	16.804	13	4.983	15	16	0	0	0
fig|536231.75.peg.226	16034.347	16854.205	11901.514	11927	10186	13954.609	1511	1203	1074	4755	2350	1754	4067	2442	3092
fig|536231.75.peg.227	2818.308	5306.395	2831.433	93.377	105.451	359.79	73.135	27.118	19.034	21.09	31.125	23	245.627	59.999	36.051
fig|536231.75.peg.228	1536	1612	776	2869	2469	4188	256	261	278	357	461	398	398	315	263
fig|536231.75.peg.229	1384	1321	838	1504	1638	2131	134	95	126	238	276	215	274	177	95
fig|536231.75.peg.230	3624	3400.772	1986	4814	4623	7156	378	248	322	371	335	383	363	432	263
fig|536231.75.peg.231	7160.106	7935	4705	9616	9035	14723	1044	802	911	1112	743	716	1811	1000	1037
fig|536231.75.peg.232	3903	4216	1945	3572	3851	4039	134	101	123	390	262	352	957	346	261
fig|536231.75.peg.233	1489.023	1090	514	1002	939	1355	36	19	34	61	70	9	62	46	68
fig|536231.75.peg.234	1597	3572	1276	1759	1217	1665	64	61	44	294	215	251	574	96	244
fig|536231.75.peg.235	1223	1707	848	441	427	792	29	38	17	57	72	43	276	78	33
fig|536231.75.peg.236	3519.008	4658	2354	3515	3347	4093	115	87	115	913	587	648	1402	382	700
fig|536231.75.peg.237	1350	1661.027	890	1015	1105	1493	45	40	48	177	94	46	395	75	167
fig|536231.75.peg.238	788.457	421.412	790.049	485.235	1405.39	1324.705	39.348	11.929	0	29.943	88	0	37.454	17.69	0
fig|536231.75.peg.239	1023	954	634	1770	1663	1921	78	88	74	373	257	267	585	252	236
fig|536231.75.peg.240	978	1149.001	711	2319	2545	3100	84	70	72	390	370	269	928	285	421
fig|536231.75.peg.241	2583	2462	1764	5814	5030	6006	309	269	285	712	615	574	640	718	811
fig|536231.75.peg.242	235	280	201	555	864	912	24	30	30	40	86	46	86	39	74
fig|536231.75.peg.243	539	436	380	2356	2276	3329	104	63	65	75	78	95	92	190	156
fig|536231.75.peg.244	7252.254	8814.648	5813.868	3510.12	4343.678	6536.382	153.165	37.8	151.071	0	0	45.902	516.975	220.519	118.349
fig|536231.75.peg.245	1814	1348	1132	3310	3366	5158	201	151	196	277	161	228	456	257	238
fig|536231.75.peg.246	154	315	132	131	93	145	22	8	16	32	0	16	32	21	12
fig|536231.75.peg.247	633	315	597	595	840	1460	121	83	82	92	62	66	35	75	163
fig|536231.75.peg.248	957	774	1175	1604	1434	2954	262	236	163	348	302	185	173	266	237
fig|536231.75.peg.249	1700	1597	2188	1670	1504	2384	247	201	183	119	137	147	130	255	170
fig|536231.75.peg.250	9721	7698	10517	8747	8050	11843	1775	1678	1279	968	813	601	2159	955	709
fig|536231.75.peg.251	318	223	356	1272	1306	2001	57	66	37	83	27	41	137	73	59
fig|536231.75.peg.252	1355	694	1923	1520	1625	2637	256	240	200	233	238	288	166	249	195
fig|536231.75.peg.253	1633	1423	2002	4186	4888	7486	373	329	304	525	337	366	488	646	389
fig|536231.75.peg.254	21	21	8	6	25	23	1	7	3	8	0	0	1	0	0
fig|536231.75.peg.255	669	340.177	773.064	2242	2639	3325.213	151	84.926	95	90	54	83	44.992	150	57
fig|536231.75.peg.256	787.218	381.866	1088	2249.58	2159.828	4401.434	80.567	67	66	76.744	64.17	37.454	28.582	53.24	71.981
fig|536231.75.peg.257	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
fig|536231.75.peg.259	174.922	196.158	154.452	38.007	41	48	7.001	2	3	4	0	0	9.004	0	0
fig|536231.75.peg.260	153.713	250.778	159.558	83	30	115	41	26	17	42	15	16	43.152	37	6
fig|536231.75.peg.261	550	792	374	503	499	670	136	70	82	107	101	27	181	105	66
fig|536231.75.peg.262	4	24	6	0	0	6	2	0	1	0	0	0	0	0	0
fig|536231.75.peg.263	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
fig|536231.75.peg.264	0	20.823	7.936	0	0	0	0	0	0	0	0	0	0.008	0	0
fig|536231.75.peg.265	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
fig|536231.75.peg.266	0	0	0	0	0	0	0	9.074	0	0	0	0	0	0	0
fig|536231.75.peg.267	0	0	0	0.002	150.706	119.141	7.376	0	0	0	0	4.546	0	0	0
fig|536231.75.peg.268	92.782	46.134	0	499.418	245.466	844.425	43.057	0	0	33.256	16.83	0	52.418	12.76	32.019
fig|536231.75.peg.269	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
fig|536231.75.peg.271	23.365	19.064	15.99	4.993	9	0	1.999	0	0	0	0	0	16.844	0	0
fig|536231.75.peg.275	180	169	108	53	83	126	14	6	12	8	20	0	16	0	28
fig|536231.75.peg.276	292	455	333	128	175	368	23	19	23	29	10	2	33	26	25
fig|536231.75.peg.277	965	724	359	318	430	857	34	23	22	39	16	0	33	91	31
fig|536231.75.peg.278	0	2	0	16	30	10	0	0	0	0	0	0	18	24	0
fig|536231.75.peg.279	6	18	9	9	20	37	0	0	0	0	10	0	0	12	0
fig|536231.75.peg.280	1527.994	910.939	661.121	740.882	473.481	1108.216	73.607	59.015	49.646	80.218	16.592	6	59.266	35.71	0
fig|536231.75.peg.281	37.193	7.473	25.519	93.327	126.224	129.48	0	0	0	0	0	14.812	21.087	24.844	0
fig|536231.75.peg.282	0	0	54.935	0	0	0	0	0	0	0	0	0	28.507	38.228	0
fig|536231.75.peg.283	68	58	21	82	18	58	5	0	4	0	0	1	34	0	0
fig|536231.75.peg.284	102	107	178	43	77	78	1	4	4	18	0	0	72	23	0
fig|536231.75.peg.285	189	186	104	75	60	96	7	0	2	3	5	0	45	57	0
fig|536231.75.peg.286	133	167	202	150	148	213	20	8	19	50	31	0	37	63	13
fig|536231.75.peg.287	8	0	0	1	0	0	0	0	0	0	0	0	0	0	0
fig|536231.75.peg.288	5	28	10	31	14	37	3	0	0	4	0	0	0	31	0
fig|536231.75.peg.289	43	88	92	27	41	71	6	4	1	0	0	6	0	11	0
fig|536231.75.peg.290	324	261	270	95	282	242	16	17	1	10	18	0	28	17	22
fig|536231.75.peg.291	72	125	25	141	75	253	31	16	10	33	28	18	0	54	30
fig|536231.75.peg.292	302	303	140	137	198	298	16	14	11	5	21	15	31	42	26
fig|536231.75.peg.293	32	7	9	30	17	37	5	1	0	0	0	0	0	16	0
fig|536231.75.peg.294	244	161	143	418	347	559	7	13	20	30	63	48	3	22	10
fig|536231.75.peg.295	29	45	32	33	18	85	2	1	7	1	0	0	0	8	0
fig|536231.75.peg.296	38	18	8	15	27.261	29	0	0	4	0	6	0	0	39	0
fig|536231.75.peg.297	379	402	329	685	335.739	1038	32	36	31	80	49	52	93	111	49
fig|536231.75.peg.298	134	90	73	124	94	207	7	3	14	44	6	0	38	10	16
fig|536231.75.peg.299	202	211	94	275	157	149	23	9	32	74	10	0	83	15	8
fig|536231.75.peg.300	691	1168	1154	280	183	387	16	11	13	26	65	0	187	114	44
fig|536231.75.peg.301	2	5	2	9	0	0	2	3	0	8	0	10	18	0	0
fig|536231.75.peg.302	394	344	221	444	472	725	42	38	29	26	8	0	82	29	22
fig|536231.75.peg.303	566.201	474.294	268.046	391.686	436.551	678.035	51.682	66.1	71.672	82.517	72.566	0	141.28	69.256	0
fig|536231.75.peg.304	0	0	0	28.256	0	0	0	0	0	0	0	0	0	0	0
fig|536231.75.peg.305	257.836	192.594	271.775	118.893	167.747	222.965	17	6	9	0	8	0	14	25	0
fig|536231.75.peg.306	194.732	119.404	90.23	159.458	154.269	278.837	11.004	17.993	8.002	3.501	6.068	27.022	4.501	14.006	0
fig|536231.75.peg.307	2026.129	1693.08	1121.482	1282.305	1074.47	2396.1	266.171	165.229	138.602	139.574	134.475	157.207	125.229	75.483	114.586
fig|536231.75.peg.308	72	37	29	159	203	150	16	4	4	0	0	0	0	9	0
fig|536231.75.peg.309	157	64	127	281	351	338	24	12	8	13	6	9	26	38	0
fig|536231.75.peg.310	35.567	213.478	0	298.094	343.799	635.371	0	0	5.617	0	0	0	0	0	0
fig|536231.75.peg.311	0	9.436	0	27.927	0	7.473	0	0	0	0	0	0	7.028	0	0
fig|536231.75.peg.312	2.445	7.837	33.144	0	0	0	0	0	0	25.77	0	31.281	2.399	0	27.01
fig|536231.75.peg.313	1.011	0	0	0	0	0	0	0	0	0	0	0	0	0	0
fig|536231.75.peg.316	0	0	0	488.119	174.849	0	0	0	0	0	62.251	0	82.396	0	7.327
fig|536231.75.peg.317	3	5	5	24	4	41	0	0	0	0	0	0	2	38	21
fig|536231.75.peg.318	0	6	10	2	25.505	8	0	0	0	0	0	0	6	0	0
fig|536231.75.peg.319	10	28	29	9	4.495	20	0	0	1	8	0	0	9	0	0
fig|536231.75.peg.320	34	72	44	44	58	33	6	1	3	6	0	5	79	0	0
fig|536231.75.peg.321	83	92	83	33	77	143	2	1	6	8	13	3	66	23	22
fig|536231.75.peg.322	47681.416	83608.474	6302	36728	27794	49835	1110	981	1133	1003	642	591	3154	752	1039
fig|536231.75.peg.323	25314.976	49818.752	4485.17	12757	11161	18149	1083	988	1253	1328	1244	931	1593	702	1312
fig|536231.75.peg.324	168	628.185	38	8	34	15	8	2	6	0	0	0	8	0	0
fig|536231.75.peg.325	2660	7380.005	407.991	200	217	549	70	67	62	34	42	22	85	40	0
fig|536231.75.peg.326	1295.769	3711.704	149.55	121.813	146.11	241.886	24	8.625	29	21	5	14	52	0	0
fig|536231.75.peg.327	34903.198	70415.275	6396.914	10495.257	11241.506	18524.308	1353.919	927.36	1381.006	1001.123	898.643	801.291	1327.868	542	461.113
fig|536231.75.peg.328	24692.295	53354.504	5624.544	19532.93	19314.383	33475.806	1012.081	1124.015	1178.994	1029.877	1086.357	1068.709	761.132	626	650.887
fig|536231.75.peg.329	48	27	55	19	14	23	2	4	0	0	0	0	12	0	0
fig|536231.75.peg.330	72	83	102	15	32	33	3	0	0	0	0	0	7	12	0
fig|536231.75.peg.331	545	303	341	730	834	1158	105	94	82	65	59	88	8	28	55
fig|536231.75.peg.332	2744.078	2053.61	2013.405	501.654	1059.628	1770.583	179.4	77.721	126.548	105	303	134	36	83	45
fig|536231.75.peg.333	43481.864	29522.39	23126.237	59022.346	65167.372	111136.417	5040.6	4316.279	5287.452	6482	13086	9337	715	10062	4103
fig|536231.75.peg.334	55177.251	45611.965	29870	116562.524	96600	154157	7401	7555	7657	17329	27810.925	21541	1616	19922	12198
fig|536231.75.peg.335	42223.397	29773.1	20735	50154	54380	86063.033	2825	2315	3328	5167	8190	6797	621	4484	2827
fig|536231.75.peg.336	91172.482	69773.474	43518.544	258762.866	205443.283	301869.921	11044.788	9848.526	12341.658	25518.377	26253.484	22409.978	2006.277	24064.437	16031
fig|536231.75.peg.337	23054.821	18960.037	10116.456	33218.134	33871.717	50797.079	1690.212	1317.47	1963.342	2495.623	3010.516	2419.022	544.723	3727.563	1371
