patricID	ri_t04_A	ri_t04_B	ri_t04_C	ri_t48_A	ri_t48_B	ri_t48_C
fig|536231.75.peg.984	490.092	1004.322	448.557	90.246	73.351	167.919
fig|536231.75.peg.985	7834.245	15674.419	6385.12	488.739	729.463	1107.876
fig|536231.75.peg.986	437.312	904.666	184.839	47.022	101.426	111.627
fig|536231.75.peg.987	2163.407	1825	999	1214.819	1316	1564
fig|536231.75.peg.988	525.593	490	335	186.181	169	398
fig|536231.75.peg.989	5451.267	14471.092	7853	133	187	287
fig|536231.75.peg.990	299.851	323	95	73	215	266.258
fig|536231.75.peg.991	1146.153	865	321	1746	1240	2386.742
fig|536231.75.peg.992	13102.19	8990.821	5497	10715.133	10100.238	16623.081
fig|536231.75.peg.993	6673.629	5492.539	3380	1575.867	1744.762	2446.919
fig|536231.75.peg.994	1570	1185	818	1940	2360	3277
fig|536231.75.peg.995	996	694	165	759	523	889
fig|536231.75.peg.996	3614	2384	1015	5131	4796	7370
fig|536231.75.peg.997	17099.818	11048.317	8745	19147	17094	27684
fig|536231.75.peg.998	5438.421	3639	2593	4991	4312	6367
fig|536231.75.peg.999	7138.621	4965	3160	5728	6142	8050
fig|536231.75.peg.1000	12372.276	10608.665	7149	7490	9124	18869
fig|536231.75.peg.1001	14005.918	11005.919	4981	14405	11637	16671
fig|536231.75.peg.1002	3268.943	2986.59	1844	4535	3686	6661
fig|536231.75.peg.1003	4	11	0	7	11	21
fig|536231.75.peg.1004	85	69	26	250	243	256
fig|536231.75.peg.1005	1	0	0	22	40	39
fig|536231.75.peg.1006	3724.683	3229.148	1613.153	181	205.916	267.549
fig|536231.75.peg.1007	65816.74	55599.686	38330.257	4678	4550.084	7559.451
fig|536231.75.peg.1008	1579	1697	316	85	266	483
fig|536231.75.peg.1009	2179	1584	805	245	374	361
fig|536231.75.peg.1010	71854.762	52867.169	37138	22831	23907	36057
fig|536231.75.peg.1011	48	28	76	0	0	0
fig|536231.75.peg.1012	6686	4141.49	2629	1196	1287	1918
fig|536231.75.peg.1013	2268	2006	898	234	269	368
fig|536231.75.peg.1014	162	138	85	153	81	182
fig|536231.75.peg.1015	38	20	7	14	1	19
fig|536231.75.peg.1016	0	0	0	0	0	0
fig|536231.75.peg.1017	15	25	0	0	19	26
fig|536231.75.peg.1018	15	39	0	0	0	0
fig|536231.75.peg.1019	446	386	341	1426	1073	2340
fig|536231.75.peg.1020	763.709	648	449	5253.37	3888.009	6723.882
fig|536231.75.peg.1021	201.079	146.361	151	1009.661	662.613	1218.431
fig|536231.75.peg.1022	289.757	289.639	184	1457.969	1037.377	1797.307
fig|536231.75.peg.1023	114.652	92.867	62	334.518	233.614	373.272
fig|536231.75.peg.1024	142.845	118.751	98	231.482	423.217	515.107
fig|536231.75.peg.1025	546	442.382	351	2745	2342.169	3563
fig|536231.75.peg.1026	305.521	275.611	211.606	1260.94	1152.685	1944.049
fig|536231.75.peg.1027	903.499	789.389	619.394	3575.06	2699.315	4357.951
fig|536231.75.peg.1028	364	384	193	1120	830	1137
fig|536231.75.peg.1029	626	496.537	538	1425	987	1753
fig|536231.75.peg.1030	62.487	41.463	11	57.127	79	90.149
fig|536231.75.peg.1031	295.726	320.92	154	609.873	685	945.851
fig|536231.75.peg.1032	45.659	68.646	28	17	21	13
fig|536231.75.peg.1033	694.96	631.44	362	2056.592	1366.084	2873.414
fig|536231.75.peg.1034	69.888	72.994	44	306.89	267.212	287.252
fig|536231.75.peg.1035	1780.28	1467	1352	7184.113	5927.705	10272.341
fig|536231.75.peg.1036	385	357	149	1090.216	870	1749.994
fig|536231.75.peg.1037	636.001	588	397	1677.189	1049	2457
fig|536231.75.peg.1038	2107	1982.051	1465	5099	4775	6698
fig|536231.75.peg.1039	630.081	503.017	358.002	3187.816	2973.086	4639.824
fig|536231.75.peg.1040	266.459	210.552	183.998	659.119	560.913	1015.902
fig|536231.75.peg.1041	405.459	375.374	228	1192.303	806.406	1268.274
fig|536231.75.peg.1042	1925.451	1681.057	1286	4695.699	4099.603	5686.305
fig|536231.75.peg.1043	320.549	270	287	1037.794	776.827	1432.204
fig|536231.75.peg.1044	1479	1149	980	6273.269	5327.165	8968.491
fig|536231.75.peg.1045	1456	1101.262	879	7994.048	6667.98	10274.451
fig|536231.75.peg.1046	178.189	92.366	56.883	323.418	231.429	422.458
fig|536231.75.peg.1047	1616.869	1127.372	866.117	6535.534	4775.59	7480.091
fig|536231.75.peg.1048	348	248	164	2027	1661	2400
fig|536231.75.peg.1049	224	214	164	454	427	807
fig|536231.75.peg.1050	0	0	6	4	0	0
fig|536231.75.peg.1051	116	133	48	865	581	789
fig|536231.75.peg.1052	656	570	358	2542	2155	3185
fig|536231.75.peg.1053	86	87	15	298.068	190.617	269.996
fig|536231.75.peg.1054	314	330	209	1663.932	1395.383	2366.004
fig|536231.75.peg.1055	312	316	150	1096	951	1376
fig|536231.75.peg.1056	58.205	122.752	102	61	46	12
fig|536231.75.peg.1057	167.24	159.248	126	748.062	544	741.943
fig|536231.75.peg.1058	118.554	76.252	44	229.938	227.299	252.057
fig|536231.75.peg.1059	98.734	106.346	63	189.427	211.701	267.499
fig|536231.75.peg.1060	240.267	272.402	132	1414.573	1019	1628.501
fig|536231.75.peg.1061	160.001	162	133	1030	569	1194.969
fig|536231.75.peg.1062	194.999	195	146	1218	952	1278.353
fig|536231.75.peg.1063	309	365	265	2335	1486	2114.678
fig|536231.75.peg.1064	253	323	63	756	749	967.001
fig|536231.75.peg.1065	157.198	156	129	914	656	876.999
fig|536231.75.peg.1066	444.802	449	391	1692	1547	2251
fig|536231.75.peg.1067	435.782	370	302	2340	2107	2455
fig|536231.75.peg.1068	39.218	49	12	81	160	117
fig|536231.75.peg.1069	607	630	402	2263	1567	2661
fig|536231.75.peg.1070	384	384	248	2864	2629	3636
fig|536231.75.peg.1071	121	153.686	83	324	275.628	474
fig|536231.75.peg.1072	517	521.314	351	2861	2070.372	2773
fig|536231.75.peg.1073	674.613	634.714	353	3094.779	2358	3697.383
fig|536231.75.peg.1074	107.387	132.286	55	655.201	441.259	474.857
fig|536231.75.peg.1075	627.657	607	351	4549.02	3439.741	4660.438
fig|536231.75.peg.1076	44.343	76	47	160	84	304.323
fig|536231.75.peg.1077	11087.683	9016	6858	18278.896	15098.987	26216.272
fig|536231.75.peg.1078	12231.746	8439	7653	26762.104	19650.013	37240.63
fig|536231.75.peg.1079	17541.55	13038	8655	38740	35298.671	58290
fig|536231.75.peg.1080	8	13	10	0	0	0
fig|536231.75.peg.1081	0	0	0	0	0	0
fig|536231.75.peg.1082	20637.95	15537.05	6600	12236	11409	15676
fig|536231.75.peg.1083	4049.3	3477.004	1351	1800	1849	3208
fig|536231.75.peg.1084	21260.007	16787.003	6725	13783	11898	15871
fig|536231.75.peg.1085	17215.131	13002.005	8025	12745	12826	18166
fig|536231.75.peg.1086	9372.55	7739.358	4153	13734	12775	20994
fig|536231.75.peg.1087	48	72	23	38	18	30
fig|536231.75.peg.1088	44200.585	32858.081	22216	12191	11555	17773
fig|536231.75.peg.1089	34818.936	28489.004	24020	7645	6343	12191
fig|536231.75.peg.1090	6185.004	4146	2200	6181	5021	6515
fig|536231.75.peg.1091	2	5	10	0	0	0
fig|536231.75.peg.1092	5978.011	4589.018	1969	6819	5545	9603
fig|536231.75.peg.1093	2173	1930	996	235	471	741
fig|536231.75.peg.1094	1996.004	2146	660	288	328	396
fig|536231.75.peg.1095	9	17	1	0	0	17
fig|536231.75.peg.1096	760	743	419	470	538	1311
fig|536231.75.peg.1097	6380.218	5124.487	3433	11150	10709	16828.955
fig|536231.75.peg.1098	598.896	406.513	348	822.549	1148.4	1879.011
fig|536231.75.peg.1099	240.288	139.897	108	373.762	400.6	517.719
fig|536231.75.peg.1100	869.816	607.103	328	564.689	767	1155.315
fig|536231.75.peg.1101	5482.488	3837	2347	19553	16970	25800
fig|536231.75.peg.1102	5303.156	3625	2302	12598	11601	17418.062
fig|536231.75.peg.1103	1380.077	996	628	1661	1633	3365
fig|536231.75.peg.1104	8170.002	5362	3812	12546	12310	21549
fig|536231.75.peg.1105	2143	1870	500	3226	3943	7119
fig|536231.75.peg.1106	45	17	0	0	30	19
fig|536231.75.peg.1107	4	2	5	0	0	0
fig|536231.75.peg.1108	1774.636	1265.356	586.635	488.411	417.077	679.21
fig|536231.75.peg.1109	0	0	0	0	0	0
fig|536231.75.peg.1110	635.859	394	188	1446.589	1127.252	2052.622
fig|536231.75.peg.1111	346.141	214	128	178.411	106.748	288.821
fig|536231.75.peg.1112	5275.217	4455	1796	5453	5075	8975
fig|536231.75.peg.1113	1910	1407.081	800	1795	1675	2412
fig|536231.75.peg.1114	3602.863	2539	1364	4851	4603	6759
fig|536231.75.peg.1115	1018	846.054	471	1073	1310	2009
fig|536231.75.peg.1116	11920	9893.01	5785	8139	8520	13214
fig|536231.75.peg.1117	1180	997	459	238	255	394
fig|536231.75.peg.1118	43470.103	32587	15972	341277.911	371125.707	553854.979
fig|536231.75.peg.1119	37699.752	33434.173	16205.001	272080	226190	303678.152
fig|536231.75.peg.1120	19400.626	18849.874	8921	137472.392	127594.047	211758.976
fig|536231.75.peg.1121	776.936	711.126	207	556.701	541.953	986.242
fig|536231.75.peg.1122	4994.71	3872	2280	4289	5059	7356.409
fig|536231.75.peg.1123	3194.016	2249	1471	4171	4310	6626
fig|536231.75.peg.1124	280	240	47	699	759	870
fig|536231.75.peg.1125	670	486	264	1117	1404	1407
fig|536231.75.peg.1126	840	637	391	787	956	1789
fig|536231.75.peg.1127	0	0	0	0	0	0
fig|536231.75.peg.1128	243	146	289	68	177	136
fig|536231.75.peg.1129	21596.282	15526	11266	18959	16898	27952
fig|536231.75.peg.1130	311	166	160	407	397	732
fig|536231.75.peg.1131	3	0	0	0	0	0
fig|536231.75.peg.1132	775	460	233	337	476	723
fig|536231.75.peg.1133	4389	3424	1956	1935	2165	3138
fig|536231.75.peg.1134	4002	2945	728	2761	2906	4302
fig|536231.75.peg.1135	1190	961	354	1051	1228	2048
fig|536231.75.peg.1136	3530.028	2476	1479	5788	4985	7652
fig|536231.75.peg.1137	10507.1	7630	5147	12911	12786	20317
fig|536231.75.peg.1138	280	175	165	5	41	66
fig|536231.75.peg.1139	1285.118	682	367	4160	4748	8769
fig|536231.75.peg.1140	1949.136	1184	571	4123	5477	10392
fig|536231.75.peg.1141	4229.846	3265	1835	5164	5059	8177
fig|536231.75.peg.1142	3304	2739	1833	2938	2833	4572
fig|536231.75.peg.1143	426	381	147	567	637	727
fig|536231.75.peg.1144	394	314	172	450	502	620
fig|536231.75.peg.1145	8171.002	5284.001	2759	9768	10700	17386
fig|536231.75.peg.1146	14159.301	9482.558	6349	13753	13999	20291
fig|536231.75.peg.1147	3731	3129	1218	5668	4768	7837
fig|536231.75.peg.1148	3236	2876.027	1453	4533	4735	5971
fig|536231.75.peg.1149	1562	1440	693	456	561	963
fig|536231.75.peg.1150	948	719	527	991	1220	1581
fig|536231.75.peg.1151	1115	850	603	1051	1133	1583
fig|536231.75.peg.1152	1444	981	694	2308	2380	2914.057
fig|536231.75.peg.1153	1798.206	1478	1113	3349	2643	3523
fig|536231.75.peg.1154	1592	1059	793	2280	1961	2768
fig|536231.75.peg.1155	993	649	428	1725	1545	2461
fig|536231.75.peg.1156	10585.849	9090.591	5599	8448	8054	13777
fig|536231.75.peg.1157	4246	4258	1572	1512	1139	1844
fig|536231.75.peg.1158	1865	1215	856	2074	2427	4172
fig|536231.75.peg.1159	3746	3010	1307	973	1196	2522
fig|536231.75.peg.1160	2780	2529	955	2233	1741	3070
fig|536231.75.peg.1161	1450	1488	826	1554	1783	2555
fig|536231.75.peg.1162	122213.681	94192.376	51947	136854	118420	177386.281
fig|536231.75.peg.1163	1351	847	671	2528	2532	4580
fig|536231.75.peg.1164	1198	759	937	2220	2263	4370
fig|536231.75.peg.1165	0	0	0	0	0	0
fig|536231.75.peg.1166	36	39	31	46	32	98
fig|536231.75.peg.1167	3981	2978	1236	3287	2836	3432
fig|536231.75.peg.1168	4219	3114	1771	6751	4538	7213.107
fig|536231.75.peg.1169	826	554	427	547	655	971
fig|536231.75.peg.1170	748	636	495	768	783	1281
fig|536231.75.peg.1171	3145	2465	1139	2358	2710	3927
fig|536231.75.peg.1172	410	292	199	495	483	729
fig|536231.75.peg.1173	1700	1395	617	3063	2508	3629
fig|536231.75.peg.1174	1206.029	824	407	1422	1423	2024
fig|536231.75.peg.1175	4925.315	3659	1920	2938	3143	4175
fig|536231.75.peg.1176	24706.736	16755	9148	28728	23245	34524.789
fig|536231.75.peg.1177	11334.437	7888	3852	22209.101	19901	35244
fig|536231.75.peg.1178	1852.348	1097	459	2491	2902	4195
fig|536231.75.peg.1179	165.652	143	114	32	53	142
fig|536231.75.peg.1180	1635	2005	592	659	715	1242
fig|536231.75.peg.1181	2246.021	2789	1076	237	290	471
fig|536231.75.peg.1182	3821	4052.586	2281	3121	2671	4389
fig|536231.75.peg.1183	853	953	538	130	192	523
fig|536231.75.peg.1184	195.022	184	65	61	115	238
fig|536231.75.peg.1185	1145.008	896	397	872	1310	1550
fig|536231.75.peg.1186	3378.982	3104	1846	3491	3283	5341
fig|536231.75.peg.1187	17	20	0	18	0	28
fig|536231.75.peg.1188	499	384	118	265	153	219
fig|536231.75.peg.1189	512	832	159	87	29	135
fig|536231.75.peg.1190	12	17	29	0	0	0
fig|536231.75.peg.1191	26	46	60	5	0	25
fig|536231.75.peg.1192	2012.031	1696	649	288	414	676
fig|536231.75.peg.1193	7660.002	6607	3943	2539	2260	3098
fig|536231.75.peg.1194	4245.306	4367	2519	379	557	753
fig|536231.75.peg.1195	2389	1741	1544	1016	1137	1578
fig|536231.75.peg.1196	5004.024	6623	2779	593	564	1181
fig|536231.75.peg.1197	2480	3143	1436	549	597	1136
fig|536231.75.peg.1198	285	313	154	322	103	199
fig|536231.75.peg.1199	668	670	425	346	288	636
fig|536231.75.peg.1200	23	21	0	28	39	87
fig|536231.75.peg.1201	23	24	19	27	46	88
fig|536231.75.peg.1202	560	753	148	104	152	170
fig|536231.75.peg.1203	6081.187	5109	3223	6744	5829	8981
fig|536231.75.peg.1204	5082	3597	2581	7642	7023	9535
fig|536231.75.peg.1205	3246	2232.007	1210	3390	3411	5875
fig|536231.75.peg.1206	1127	1295	634	408	393	699
fig|536231.75.peg.1207	3141	2554	1938	2601	2901	5357
fig|536231.75.peg.1208	453.956	274.012	221	1264.47	1075.181	1995.865
fig|536231.75.peg.1209	1595.044	1100.988	944	2870.53	2200.819	4354.135
fig|536231.75.peg.1210	1	6	0	0	0	0
fig|536231.75.peg.1211	0	0	0	0	0	0
fig|536231.75.peg.1212	0	0	4	0	0	0
fig|536231.75.peg.1213	65.555	63.378	78	30	63	33
fig|536231.75.peg.1214	75.445	43.622	44	121	96	94
fig|536231.75.peg.1215	204	96	46	157	100	246.952
fig|536231.75.peg.1216	358	170	159	512.723	516	705.696
fig|536231.75.peg.1217	18369.997	19698.287	7682	329.277	301	747.352
fig|536231.75.peg.1218	129	137.062	46	9.222	0	21
fig|536231.75.peg.1219	68	86	61	30	16	34
fig|536231.75.peg.1220	3014	2518	1673	2511.778	2638	3928.374
fig|536231.75.peg.1221	0	0	0	0	0	4
fig|536231.75.peg.1222	1	1	6	0	0	0
fig|536231.75.peg.1223	84	88.066	59	64	157	169
fig|536231.75.peg.1224	443	204	209	564	716	1191
fig|536231.75.peg.1225	179.095	211.033	79	103.533	110.917	173.481
fig|536231.75.peg.1226	1016.905	835.967	559	881.467	1063.083	1959.519
fig|536231.75.peg.1227	3	2	0	0	0	0
fig|536231.75.peg.1228	347	327	129	105	209	174
fig|536231.75.peg.1229	211	163	115	50	85	100
fig|536231.75.peg.1230	416	299	167	274	220	325
fig|536231.75.peg.1231	50	44	21	23	44	92
fig|536231.75.peg.1232	244	148	100	170	22	135
fig|536231.75.peg.1233	2386.002	1325	1270	1568	1865	2914
fig|536231.75.peg.1234	1259.194	974	545	616	596	865
fig|536231.75.peg.1235	112	74	64	0	0	8
fig|536231.75.peg.1236	3550.218	3126.935	1627.95	780	801	1351
fig|536231.75.peg.1237	2282.353	1827.065	1000.05	1159	706	1375
fig|536231.75.peg.1238	1478	869.154	562	2502	2474	3353
fig|536231.75.peg.1239	7250.34	5104	2531	9154	10284	17638
fig|536231.75.peg.1240	7741.108	5715	2892	4715	5809	8310
fig|536231.75.peg.1241	4304.482	3215	1109	5081	5278	7398
fig|536231.75.peg.1242	19846.888	15078.267	7797	125976	99544	143283
fig|536231.75.peg.1243	7148	5140	2984	18810	13446	23697
fig|536231.75.peg.1244	5657	3623	2618	9507	8670	14171
fig|536231.75.peg.1245	4533.735	3458	1588	12860	9836	15565
fig|536231.75.peg.1246	9553	6689	3228	32732	21944	33579
fig|536231.75.peg.1247	2399.135	1924	645	4845	3954	6823
fig|536231.75.peg.1248	3307.054	2321	702	7519	5722	8663
fig|536231.75.peg.1249	1610	1511	608	1018	1163	1895
fig|536231.75.peg.1250	0	0	0	10	0	0
fig|536231.75.peg.1251	2932.025	1584	1090	8244	8535	13077
fig|536231.75.peg.1252	1577	1011	677	3056	2651	4009
fig|536231.75.peg.1253	820.059	497	526	1276	1368	2097
fig|536231.75.peg.1254	2535.018	1433.364	862	4648.796	4232.757	6737.936
fig|536231.75.peg.1255	124.283	98.637	95	269.204	332.243	441.064
fig|536231.75.peg.1256	1316	1206	628	1279	1426	2328
fig|536231.75.peg.1257	2768.856	1635	990	4853	4491	7157
fig|536231.75.peg.1258	842.402	572	427	1123.436	1156	1385
fig|536231.75.peg.1259	4.649	11	24	32.564	7	4
fig|536231.75.peg.1260	3303	1949	1098	5397	4251	5798
fig|536231.75.peg.1261	5049	3294	1602	6081	6304	9314
fig|536231.75.peg.1262	7	0	0	0	0	7
fig|536231.75.peg.1263	2721	2032	1319	1981	2077	2932
fig|536231.75.peg.1264	2148	1718.011	1171	2005	1721	2773
fig|536231.75.peg.1265	1574.172	1202	637	4225	4065	6741
fig|536231.75.peg.1266	96571.616	165339.405	82980	528	774	1878
fig|536231.75.peg.1267	3	4	2	0	0	0
fig|536231.75.peg.1268	7002	6412	3759	1904	2354	4444
fig|536231.75.peg.1269	10296.164	8046.007	4667	6637	6125	10617
fig|536231.75.peg.1270	79275.178	142549.882	56034	1502	1936	6705
fig|536231.75.peg.1271	16846.577	13007.455	6587.86	11108.427	10120.146	15815.324
fig|536231.75.peg.1272	3949.153	5157.398	2221.14	548.573	367.854	571.676
fig|536231.75.peg.1273	4754.211	3324	2285	10774	8471	13822
fig|536231.75.peg.1274	709	410	426	1293	1217	2123
fig|536231.75.peg.1275	1329	980	681	1946	1821	3215
fig|536231.75.peg.1276	1191	804	391	2529	1860	3566
fig|536231.75.peg.1277	2197	1385	842	2813	2599	4471
fig|536231.75.peg.1278	1300	926	648	1015	931	1428
fig|536231.75.peg.1279	2674.08	1481	991	3260	3179	5308
fig|536231.75.peg.1280	5554.219	4471.429	2119.466	3831.542	4351.541	6766.442
fig|536231.75.peg.1281	662.971	855.26	383.99	30.011	50.768	105.594
fig|536231.75.peg.1282	67.407	55.237	115.664	0	0	1.301
fig|536231.75.peg.1283	1572.869	1598.758	515.762	394.001	707.988	1154.825
fig|536231.75.peg.1284	4969.158	5316.047	1380.106	1193.97	1374.72	2618.992
fig|536231.75.peg.1285	3.875	5.24	0	0	0	0
fig|536231.75.peg.1286	16.23	8.558	0	0	0	0
fig|536231.75.peg.1288	1954.775	1605.014	1522.12	1665.432	1462.432	2515.264
fig|536231.75.peg.1289	0	3	7	0	0	0
fig|536231.75.peg.1290	239.159	312.246	130.482	45.106	47.756	81.943
fig|536231.75.peg.1291	5616.618	5555	2722	278	323	760
fig|536231.75.peg.1292	15	21	2	0	0	0
fig|536231.75.peg.1293	48	45	56	32	14	67
fig|536231.75.peg.1294	4	3	5	0	0	0
fig|536231.75.peg.1295	668	475	207	1190	1100	1720
fig|536231.75.peg.1296	618	517	198	474	429	649
fig|536231.75.peg.1297	0	0	0	0	0	0
fig|536231.75.peg.1298	1	6	2	0	0	1
fig|536231.75.peg.1299	4	3	0	0	0	17
fig|536231.75.peg.1300	5182	3646.165	2487	4436	3747	6625
fig|536231.75.peg.1301	99	85	22	446	402	604
fig|536231.75.peg.1303	1800.522	1374	951	1026	1120	1922
fig|536231.75.peg.1304	3676	2637	1743	2916	2657	4785
fig|536231.75.peg.1305	4678.005	3290	2202	3647	3571	5369
fig|536231.75.peg.1306	604	456	353	1413	1333	2361
fig|536231.75.peg.1307	18030.284	15678.046	8380	22765	17566	27271
fig|536231.75.peg.1308	5506.694	5398.185	2578	4525	5373	8157
fig|536231.75.peg.1309	2714.003	2424	1283	2232	2422	3809
fig|536231.75.peg.1310	5038	4084.001	2726	6303	5313	7961
fig|536231.75.peg.1311	1319.119	619	379	25416	22187	37275
fig|536231.75.peg.1312	772	337	359	8891	9703	18008
fig|536231.75.peg.1313	141720.669	212618.406	44987.99	635.638	636.066	1397.703
fig|536231.75.peg.1314	894.005	694.002	547.01	1498.362	1721.934	2794.297
fig|536231.75.peg.1315	0	0	0	0	0	0
fig|536231.75.peg.1316	3566.017	2505	1227	2578	2880	4957
fig|536231.75.peg.1317	1158	1046	604	446	464	874
fig|536231.75.peg.1318	52212.437	41248.005	17119	7946	7740	12200
fig|536231.75.peg.1319	2705.169	2105	779	1635	1804	2835
fig|536231.75.peg.1320	2843.077	2386	913	4795	4687	6360
fig|536231.75.peg.1321	2306	1994	782	1961	1742	2848
fig|536231.75.peg.1322	1448	1300	725	409	415	638
fig|536231.75.peg.1323	736	613	231	605	450	861
fig|536231.75.peg.1324	57	52	26	90	71	116
fig|536231.75.peg.1325	244127.952	428975.123	115169	205	230	994
fig|536231.75.peg.1326	51373.698	41401.168	25349	24141.551	21146.184	33061.381
fig|536231.75.peg.1327	79890.459	86022.193	44976	4934.449	5115.816	8965.619
fig|536231.75.peg.1328	725	901	616	423	626	625
fig|536231.75.peg.1329	597	1180	883	699	656	1399
fig|536231.75.peg.1330	635	840	264	127	54	100
fig|536231.75.peg.1331	4	21	10	0	0	0
fig|536231.75.peg.1332	1278.026	872	651	1965	1843	3452
fig|536231.75.peg.1333	6548.002	4435	2752	14312	11481	16100
fig|536231.75.peg.1334	3240.549	2123	1413	5403	4487	7731
fig|536231.75.peg.1335	10129	6513	4644	18708	17099	25703
fig|536231.75.peg.1336	0	7	0	0	0	0
fig|536231.75.peg.1337	1241.263	1755.74	658.008	72.25	57.624	59.865
fig|536231.75.peg.1338	11620.336	13484.26	6333.992	3964.75	3712.376	6356.135
fig|536231.75.peg.1339	3176.295	3075.111	1594	2379	2308	3764
fig|536231.75.peg.1340	5702.373	7148.359	4535	987.879	767.183	1560.738
fig|536231.75.peg.1341	551	653	326	95	135	229
fig|536231.75.peg.1342	31.061	36	18	21	13	37
fig|536231.75.peg.1343	3333.361	3201.172	1504	4858.121	3437.817	4841.262
fig|536231.75.peg.1344	745.123	863	317	128	143	260
fig|536231.75.peg.1345	1	0	0	10	0	18
fig|536231.75.peg.1346	81	88	76	67	59	57
fig|536231.75.peg.1347	1	2	0	0	12	0
fig|536231.75.peg.1348	8795.413	9236	3947	142	111	283
fig|536231.75.peg.1349	1937.007	1344.004	604	2031	1845	3391
fig|536231.75.peg.1350	986.106	580	351	1671	1973	3477
fig|536231.75.peg.1351	0	0	0	0	0	0
fig|536231.75.peg.1352	8049.776	5372	3262	7994	7336	11669
fig|536231.75.peg.1353	23.982	24	12	0	52	14
fig|536231.75.peg.1354	1828	1405	625	1258	1150	1790
fig|536231.75.peg.1355	796	672	389	811	996	1512
fig|536231.75.peg.1356	599	435	264	306	441	486
fig|536231.75.peg.1357	1198	763	492	1092	1186	2153
fig|536231.75.peg.1358	159614.065	118333.675	92558	267808	250611	399821.709
fig|536231.75.peg.1359	49202.894	32006.18	23594	89980	81793	118781
fig|536231.75.peg.1360	36862.831	33284.248	20671	38719	38622	56822
fig|536231.75.peg.1361	4146.067	3264	1477	4807	3566	6421
fig|536231.75.peg.1362	21351.012	14896.641	8221	13198	12954	19540
fig|536231.75.peg.1363	4089	3315	1205	2581	3031.006	4769
fig|536231.75.peg.1364	9170.114	5931	4040	9555	9315	14484
fig|536231.75.peg.1365	9861.911	6540.302	4488	7117	7985	11093
fig|536231.75.peg.1366	1364	1119	622	2827	2107	3289
fig|536231.75.peg.1367	1416.067	1552	890	576	841	1958
fig|536231.75.peg.1368	758	534	346	3249	3044	4513
fig|536231.75.peg.1369	1323	887	561	5944	5309	7693
fig|536231.75.peg.1370	790	441	309	3085	2645	3530
fig|536231.75.peg.1371	547	442	281	1223	1360	1981
fig|536231.75.peg.1372	2168.099	1570	954	2645	2719	4296
fig|536231.75.peg.1373	1452.058	906	495	3624	3547	4965
fig|536231.75.peg.1374	1656	1123	585	2739	2787	4052
fig|536231.75.peg.1375	27	10	12	12	40	43
fig|536231.75.peg.1376	1508.767	1235.821	358	3951	3961	8480
fig|536231.75.peg.1377	4853.573	3606.341	1450	17131	15037	24731
fig|536231.75.peg.1378	4.277	15.279	4.408	82.84	21.705	44.813
fig|536231.75.peg.1379	1	7	3	12	33	8
fig|536231.75.peg.1380	228	191	141	91	133	167
fig|536231.75.peg.1381	34.389	37	22	52	59	55
fig|536231.75.peg.1382	122.566	141.928	0	29.008	42.204	57.589
fig|536231.75.peg.1383	2025.138	1416.782	961.052	526.177	418.758	891.636
fig|536231.75.peg.1384	126.834	121.96	62.697	0	20	22
fig|536231.75.peg.1385	5	8	0	1	16	14
fig|536231.75.peg.1386	622.001	708	671	478	287	758
fig|536231.75.peg.1387	0	0	0	0	0	6
fig|536231.75.peg.1388	0	3	0	0	0	0
fig|536231.75.peg.1389	1518	1503	776	1651	1886	3480
fig|536231.75.peg.1390	1472.298	1659	1140	1420	1588	2770
fig|536231.75.peg.1391	2	17	3	61.945	43	50.994
fig|536231.75.peg.1392	35	35	34	263	175	159
fig|536231.75.peg.1393	12	5.696	15	7	49	46
fig|536231.75.peg.1394	17	16	24	71	127	61
fig|536231.75.peg.1395	23	7	0	6	51	27
fig|536231.75.peg.1396	23194.034	36271	14531	5271	4458	8005
fig|536231.75.peg.1397	4879.133	3492.005	2892	5786	5091	10628
fig|536231.75.peg.1398	13	5	0	0	0	0
fig|536231.75.peg.1400	187.403	194	103	143	188	456.7
fig|536231.75.peg.1401	99	69	32	155	164	287.772
fig|536231.75.peg.1402	535.656	505	303	402.3	287	577.549
fig|536231.75.peg.1403	800.344	823	487	781.7	622	1414.979
fig|536231.75.peg.1404	2772	2034	1758	1097	1003	1606
fig|536231.75.peg.1405	13	6	2	14	90	10
fig|536231.75.peg.1406	11	9	0	305	292	599
fig|536231.75.peg.1407	4	4	3	207	161	138
fig|536231.75.peg.1408	2119.949	1463.18	1124	5865	4519	7359
fig|536231.75.peg.1409	39	21	41	1208	1188	1185
fig|536231.75.peg.1410	2	6	7	258	209	296
fig|536231.75.peg.1411	26	22	0	913	631	775
fig|536231.75.peg.1412	0	0	0	0	21	7
fig|536231.75.peg.1413	9701.555	6262	5332	27890	21040	31819
fig|536231.75.peg.1414	295.018	128	97	593	507	706
fig|536231.75.peg.1415	92.998	77	55	184	71	175
fig|536231.75.peg.1416	97	82	47.041	338	194	370
fig|536231.75.peg.1417	38	47	25	158	232	149
fig|536231.75.peg.1418	1890	2212	963	1078	907	1232
fig|536231.75.peg.1419	6222	6681	3169	2109	2426	3457
fig|536231.75.peg.1420	0	0	0	0	21.83	6
fig|536231.75.peg.1421	43	31	38	24	104.17	98
fig|536231.75.peg.1422	11	13	3	100	115	120
fig|536231.75.peg.1423	2926.179	4196.001	1044	94	93	92
fig|536231.75.peg.1424	0	2	0	0	0	6.97
fig|536231.75.peg.1425	198	185	122	428	736	720.03
