patricID	ri_t04_A	ri_t04_B	ri_t04_C	ri_t48_A	ri_t48_B	ri_t48_C
fig|536231.75.peg.3505	4424	4650	1686	1075	878	1608
fig|536231.75.peg.3506	2	1	8	0	0	1
fig|536231.75.peg.3507	1130	899	494	1391	1547	2524
fig|536231.75.peg.3508	2852	1946.012	1236	7888	6972	12677
fig|536231.75.peg.3509	223	183	111	1488	1161	2774
fig|536231.75.peg.3510	9808.694	7028.719	3936	9920	8978.294	14121
fig|536231.75.peg.3511	1137.846	1308.455	286	126	152.706	455
fig|536231.75.peg.3512	7228.417	6638.001	2763	4797	3956	8425
fig|536231.75.peg.3513	3469.188	2686	1029	1886.94	1864	2469
fig|536231.75.peg.3514	10242.548	22181	6302	3635.06	2492	7188
fig|536231.75.peg.3515	0	3	0	15	0	27
fig|536231.75.peg.3516	2457.004	1587	1161	1943	1826	3448
fig|536231.75.peg.3517	7401.001	5074.096	2413	7016	6861	10201
fig|536231.75.peg.3518	8619.354	6192	3421	11163	9725	13139
fig|536231.75.peg.3519	249	289	215	70	41	79
fig|536231.75.peg.3520	2002.373	509	374	14218	14697	24374
fig|536231.75.peg.3521	228329.988	423110.233	112696	38937	37859	68595
fig|536231.75.peg.3522	2	6	0	0	0	0
fig|536231.75.peg.3523	5313	4150	3410	1767	1366	2392
fig|536231.75.peg.3524	19801.947	12634	8933	3785	3781	5746
fig|536231.75.peg.3525	5057.226	5498	2276	1790	1637	3136
fig|536231.75.peg.3526	760.515	880.114	688	250.736	330.295	605.858
fig|536231.75.peg.3527	2739.541	1965.886	1747	3978.264	3908.705	6919.142
fig|536231.75.peg.3528	107	90	37	62	82	87
fig|536231.75.peg.3529	2814	1785	683	2451	1998	3674
fig|536231.75.peg.3530	670	408	87	138	180	369
fig|536231.75.peg.3531	12916.87	9375	4423	8002	7085	11856
fig|536231.75.peg.3532	1974.064	1376	554	1450	1736	2745
fig|536231.75.peg.3533	15510.899	11774.631	5530	15972	17864	24411
fig|536231.75.peg.3534	33270.733	25041.383	13559	34012	38070	58283.408
fig|536231.75.peg.3535	118675.185	87577.314	46618.148	123802	132529	184680
fig|536231.75.peg.3536	466.027	370	179	315	559	806
fig|536231.75.peg.3537	763	531	259	430	511	746
fig|536231.75.peg.3538	32	39	7	20	26	9
fig|536231.75.peg.3539	1540	1359	527	823	915	1590
fig|536231.75.peg.3540	1711	1707	772	1633	1226	2525.295
fig|536231.75.peg.3541	21246.594	19365.339	10446	19721	16565	23919
fig|536231.75.peg.3542	456	399	303	1047	1102	2046
fig|536231.75.peg.3543	1276	862	584	1519	1409	1896
fig|536231.75.peg.3544	76.519	51.505	58	81.6	30	172.585
fig|536231.75.peg.3545	47.481	34.495	30	88.4	65	130.415
fig|536231.75.peg.3546	44	54	22	89	44	68
fig|536231.75.peg.3547	83	125	97	145	113	158
fig|536231.75.peg.3548	11024.507	11002.687	2556	3217.501	3408.839	6806.152
fig|536231.75.peg.3549	9711.07	9693.721	2704	2494.499	3479.161	6636.848
fig|536231.75.peg.3550	22	26	5	4	9	30
fig|536231.75.peg.3551	34	36	21	0	0	36
fig|536231.75.peg.3552	1064	1072	461	325	412	534
fig|536231.75.peg.3553	267	182	67	603	559	1438
fig|536231.75.peg.3554	3741.196	2948.002	1261	2033	2005	3193
fig|536231.75.peg.3555	795.051	663.574	678	1148.956	1072.021	1348.727
fig|536231.75.peg.3556	6420.319	4686.189	2816	5352.044	4717.979	7258.273
fig|536231.75.peg.3557	6830.203	4986.018	3183	2713	2785	4288
fig|536231.75.peg.3558	226	171	217	74	54	73
fig|536231.75.peg.3559	15504.249	10728	6387	11069	8892	14203
fig|536231.75.peg.3560	5887.539	4390	2938	2484	2426	4275
fig|536231.75.peg.3561	20782.409	15861.17	10068.37	17807.394	15283.042	24680.264
fig|536231.75.peg.3562	2193.47	1978.198	1028.63	1051.606	734.958	1233.736
fig|536231.75.peg.3563	10403	8224	5222	7290	6662	12785
fig|536231.75.peg.3564	24529.014	18311.505	9920	20063	19360	29396
fig|536231.75.peg.3565	995.899	810	149	477	399	664
fig|536231.75.peg.3566	534.955	376	221.959	1494	1087	2359
fig|536231.75.peg.3567	240	258	127	84	229	281
fig|536231.75.peg.3568	1668	1829	840	2003	2088	3303
fig|536231.75.peg.3569	13580.597	14456.137	7193	4336	5079	7901
fig|536231.75.peg.3570	37880.072	39687.887	16408	15954	14915	21387.814
fig|536231.75.peg.3571	24076.037	25899.861	13970	4855	4959	8748
fig|536231.75.peg.3572	1776	2001.588	1072	1070	1008	1793
fig|536231.75.peg.3573	9990.126	9249	5996	6461.13	5773.101	9918.57
fig|536231.75.peg.3574	69.235	60	18	28.87	70.899	52.43
fig|536231.75.peg.3575	10112.227	7197.023	5034	8192	8908	16598
fig|536231.75.peg.3576	4503.074	3980	2529	6143	5283	7996
fig|536231.75.peg.3577	923	623	440	2842	2453	3969
fig|536231.75.peg.3578	10578.774	9202.163	6009.117	7084	6780	10364
fig|536231.75.peg.3579	462	408	113	573	655	885
fig|536231.75.peg.3580	64566.01	50296.387	26730	21168	19720	30378
fig|536231.75.peg.3581	18746.542	15676	9514	8818	7773	14835
fig|536231.75.peg.3582	2587	1809	1263	4980	4604	8200
fig|536231.75.peg.3583	53161.243	44256.736	23683	26818	24219	39183
fig|536231.75.peg.3584	22980.966	19158.796	10144	11785.081	13662.06	24062.021
fig|536231.75.peg.3585	6102.203	4886.363	2278.373	1199.76	1408.316	2312.597
fig|536231.75.peg.3586	50152.377	42565.542	30128.627	16472.159	17126.624	26976.382
fig|536231.75.peg.3587	22396.493	16962	8795	5750	5549	8400
fig|536231.75.peg.3588	21807.062	17708.49	13263	7749	7091	11217
fig|536231.75.peg.3589	16166.493	15339	9165	2690	2722	5136
fig|536231.75.peg.3590	33502.16	24626.925	16925	10121	8174	14590
fig|536231.75.peg.3591	16278.412	11934.948	7771	14092	12577	17032
fig|536231.75.peg.3592	2450.53	2255	824	1036	1652	2485
fig|536231.75.peg.3593	668	644	212	463	406	664
fig|536231.75.peg.3594	123	130	53	283	267	341
fig|536231.75.peg.3595	2	0	1	0	0	0
fig|536231.75.peg.3596	3531.027	2228	1880	4753	4189	5895
fig|536231.75.peg.3597	1312.222	1656.36	691	560	604	1156
fig|536231.75.peg.3598	6251.745	5545.918	5506.568	5719.545	4753.409	8194.339
fig|536231.75.peg.3599	5950.345	6085.355	3399.718	2830.159	1685.957	2634.971
fig|536231.75.peg.3600	3830.689	3556.165	2795.714	1930.186	1499.187	1841.768
fig|536231.75.peg.3601	300512.27	595404.872	188808	1947.612	2358.385	5184.705
fig|536231.75.peg.3602	1391.065	1761.227	536.157	1822.306	1294.21	1349.768
fig|536231.75.peg.3603	20633.113	12918.17	9236.843	22258.191	20360.852	32092.449
fig|536231.75.peg.3604	6335.674	5082.077	2676	2357	1870	2900
fig|536231.75.peg.3605	217	136	63	277	319	397
fig|536231.75.peg.3606	8393	6475	3477	5930	4699	7560
fig|536231.75.peg.3607	9019.983	7209	3205	6532	5952	9686
fig|536231.75.peg.3608	42160.779	35477.063	23249	17124	17754	30507
fig|536231.75.peg.3609	1497.565	1445	787	2429	1978.733	3716.676
fig|536231.75.peg.3610	441.435	420	85	189	167.267	340.324
fig|536231.75.peg.3611	22	17	29	0	0	12
fig|536231.75.peg.3612	6	2	2	0	0	0
fig|536231.75.peg.3613	24357.168	17457.631	8616	56721	43094	66151
fig|536231.75.peg.3614	33126.709	26985.317	12965	39207	31386	48505
fig|536231.75.peg.3615	7377.125	6923	3688	6855	8456	13981
fig|536231.75.peg.3616	4621.299	3899.564	2092	5286	4406	8391
fig|536231.75.peg.3617	445	257	191	568	431	584
fig|536231.75.peg.3618	102.573	99	186	20.558	8	18
fig|536231.75.peg.3619	24272.451	16564	11717	13406.442	10903	17323
fig|536231.75.peg.3620	1172	868	219	700	854	999
fig|536231.75.peg.3621	72	69	22	18	0	29
fig|536231.75.peg.3622	886	949	266	102	122	408
fig|536231.75.peg.3623	5506.029	4234	2328	5782	5360	8906
fig|536231.75.peg.3624	663	497	233	891	1025	1399
fig|536231.75.peg.3625	327	354	174	272	365	561
fig|536231.75.peg.3626	9788.551	13113	4949	5763	6597	10152
fig|536231.75.peg.3627	29862.725	26979.412	13389	45112	43703	63121
fig|536231.75.peg.3628	124231.579	148320.284	70534	54643	62009	87231.606
fig|536231.75.peg.3629	6388	4304	3250	7311	7316	13531
fig|536231.75.peg.3630	2	0	0	10	0	16
fig|536231.75.peg.3631	3602	2447	1514	2746	2548	4591
fig|536231.75.peg.3632	3157	2557	2084	1930	2237	4178
fig|536231.75.peg.3633	21321.135	20649.578	11661	17627	15585	28022
fig|536231.75.peg.3634	29539.181	35681.671	30572	2934	3200	6403
fig|536231.75.peg.3635	1686.774	2518	2709	64	282	531
fig|536231.75.peg.3636	9769.336	8566.177	3983	2809	2460	4543
fig|536231.75.peg.3637	207.262	305	133	102	74	213
fig|536231.75.peg.3638	6022.566	4356.617	2447	5565.762	5312.989	7542
fig|536231.75.peg.3639	331.624	397.459	185	1.238	32.011	112
fig|536231.75.peg.3640	203	153	116	326	229	455
fig|536231.75.peg.3641	91	56	19	253	142	231
fig|536231.75.peg.3642	43	40	31	68	23	69
fig|536231.75.peg.3643	9826.819	8160	3821	7599	8504	13262
fig|536231.75.peg.3644	4452	4144	1511	2000	1949	3502
fig|536231.75.peg.3645	21429.005	17009.028	8695	15846	15091	21966
fig|536231.75.peg.3646	6125	4535	2610.201	16244	15345	22278
fig|536231.75.peg.3647	0	2	0	0	0	0
fig|536231.75.peg.3648	87	78	31	39	75	97
fig|536231.75.peg.3649	2406.332	2161	1134	2132	2022	2970
fig|536231.75.peg.3650	3443.317	2421	1284	6203	5471.596	7800
fig|536231.75.peg.3651	263.352	205	200	237	208.404	617
fig|536231.75.peg.3652	71	63	6	59	6	18
fig|536231.75.peg.3653	1711	1149	1069	2284	2097	3726
fig|536231.75.peg.3654	952	534	281	1235	1051	2222
fig|536231.75.peg.3655	4574	3110.002	2123	7261	6668	8799
fig|536231.75.peg.3656	25170.093	17654.017	11744	35759.088	39384	55927
fig|536231.75.peg.3657	3525	2106	1376	8595	8607	11014
fig|536231.75.peg.3658	3048.314	2730	1409	2012	2325	4232
fig|536231.75.peg.3659	6211	4080	2398	6116	7734	11138
fig|536231.75.peg.3660	16860.523	13578.834	10972	9113	9878	13984
fig|536231.75.peg.3661	1258	983	578	1039	1503	2312
fig|536231.75.peg.3662	1060	677	485	1307	1465	2495
fig|536231.75.peg.3663	3187	2560.515	1840	5912	6044	8744
fig|536231.75.peg.3664	4150	3276	1366	9816	11554	17760
fig|536231.75.peg.3665	2127.807	1974.062	1464.025	940.018	852.135	1223.082
fig|536231.75.peg.3666	1031.515	967.933	424	1313	1174.09	1554.536
fig|536231.75.peg.3667	1612.463	1877.394	641.805	415.375	548.775	744.186
fig|536231.75.peg.3668	2078.971	3101.611	1551.169	1203.607	711	745.197
fig|536231.75.peg.3669	68	79	0	23	0	46
fig|536231.75.peg.3670	886.122	772	295	198	248	368
fig|536231.75.peg.3671	1054	1230	753	470	445	618
fig|536231.75.peg.3672	749	512	159	429	503	726
fig|536231.75.peg.3673	102	104	26	28	5	28
fig|536231.75.peg.3674	18	27	9	5	21	13
fig|536231.75.peg.3675	2847	2114.123	1097	1898	1836	3048
fig|536231.75.peg.3676	1641	1331	362	1356	1323	1928
fig|536231.75.peg.3677	535	568	262	306	185	406
fig|536231.75.peg.3678	517	567	152	294	204	309
fig|536231.75.peg.3679	1292	897	424	415	455	778
fig|536231.75.peg.3680	3114.307	2968	1378	1325	1428	1586
fig|536231.75.peg.3681	161	185	33	172	131	604
fig|536231.75.peg.3682	778	746	301	1495	1046	1974
fig|536231.75.peg.3683	3053	1941	1308	3062	3264	4782
fig|536231.75.peg.3684	6528.001	4119.409	2997	11810	11469	17623
fig|536231.75.peg.3685	10038.697	9059.308	4105	9574	9723.837	12804.147
fig|536231.75.peg.3686	1822.733	1440.717	688	1231.397	1418.466	2177.904
fig|536231.75.peg.3687	2301.406	1682.976	533	2980.603	2698.128	4454.949
fig|536231.75.peg.3688	1777.705	1534	329	628	738.569	1261.388
fig|536231.75.peg.3689	10073.623	12459.88	5507	598	646	1314.612
fig|536231.75.peg.3690	9	38	30	0	0	0
fig|536231.75.peg.3691	327.899	344.61	100	0	46	37
fig|536231.75.peg.3694	0	0	0	0	14	0
fig|536231.75.peg.3695	2647.038	3709.005	983	854	940	1615
fig|536231.75.peg.3696	699.994	932.303	251	288	464.037	828.006
fig|536231.75.peg.3697	2102.785	2116.934	858	1190	1034.963	2468.994
fig|536231.75.peg.3698	4	0	0	0	0	0
fig|536231.75.peg.3699	664	642	444	133	260	308
fig|536231.75.peg.3700	5982.517	6378	3006	10060	8587	13263
fig|536231.75.peg.3701	3686.007	4188.032	1890	3482	3466	5045
fig|536231.75.peg.3702	6935.206	7502	4040	5581	5982	7636
fig|536231.75.peg.3704	3863.445	4230.303	1816	2437	2186	4365
fig|536231.75.peg.3705	591	786	134	399	360	817
fig|536231.75.peg.3706	1	15	0	0	0	19
fig|536231.75.peg.3707	4	12	16	0	29	0
fig|536231.75.peg.3708	6	14	3	3	13	0
fig|536231.75.peg.3709	22	14	9	0	34	0
fig|536231.75.peg.3710	3	0	0	0	0	0
fig|536231.75.peg.3711	17	15	9	7	35	78
fig|536231.75.peg.3712	8327.589	8805.001	3424	559	427	808
fig|536231.75.peg.3713	12728.145	11696.879	8098.479	367.056	478.7	697.915
fig|536231.75.peg.3714	7348.137	5421.167	2826.521	6130.944	4760.3	7213.085
fig|536231.75.peg.3715	3736.605	2729	1328	3109	3597	6676
fig|536231.75.peg.3716	15	13	18	0	23	14
fig|536231.75.peg.3717	7548.007	5623	3038	3705	3913	6981
fig|536231.75.peg.3718	7569.64	4328	3304	18223	18272	28200
fig|536231.75.peg.3719	925.36	790	381	1797	1828	3450
fig|536231.75.peg.3720	3271.729	2159	1165	4372	4845	8252
fig|536231.75.peg.3721	646	580	185	304	462	841
fig|536231.75.peg.3722	816.764	761.13	227.789	409	458	667.915
fig|536231.75.peg.3723	780	867	400	452	535	730
fig|536231.75.peg.3724	244	315	113.425	173	105	131
fig|536231.75.peg.3726	1099.032	770.266	444.194	948.597	878.765	1273.589
fig|536231.75.peg.3727	1	0	0	0	0	4
fig|536231.75.peg.3728	295	384.006	101	336	280	332
fig|536231.75.peg.3729	988.236	728.87	425.211	1467	1335	2080.347
fig|536231.75.peg.3730	0	20	0	0	0	12.737
fig|536231.75.peg.3731	65	59	19.575	35	22	65
fig|536231.75.peg.3732	55	105	23	11	14	64
fig|536231.75.peg.3733	261	289	77	160	128	290
fig|536231.75.peg.3734	2393.422	2677.765	1429.178	656.24	964.108	1605.298
fig|536231.75.peg.3735	142	136	69	41	43	75
fig|536231.75.peg.3736	2	1	0	0	0	0
fig|536231.75.peg.3737	197930.764	195931.632	158284	21276	20520	31211
fig|536231.75.peg.3738	4059	6315	9352	8194	8965	21990
fig|536231.75.peg.3739	85915.993	67704.759	50407	31646	43835	61642
fig|536231.75.peg.3740	22402.974	23238.703	14846	3946.4	6604	10613
fig|536231.75.peg.3741	28893.168	24278.821	18730.42	16033.037	18294.265	28841.456
fig|536231.75.peg.3742	22142.386	15632.286	9443.58	16741.563	18166.735	26711.544
fig|536231.75.peg.3743	5847.958	8060.536	2097	991.777	839.979	1258.992
fig|536231.75.peg.3744	4177.66	5610.47	1915.792	885.602	856.044	1251.51
fig|536231.75.peg.3745	17012.757	13366.823	9371.208	16722.621	14444.978	22454.498
fig|536231.75.peg.3746	13888.048	10118.091	6200	9590	10499	15013
fig|536231.75.peg.3747	217452.4	240522.668	182629.496	87515.682	87873.938	140541.333
fig|536231.75.peg.3748	55871.113	39498.548	15065.273	31045.522	33017.062	49546.501
fig|536231.75.peg.3749	4673.719	4307.027	1991.907	964.486	1395.922	1666.447
fig|536231.75.peg.3750	57361.169	42034.398	25700.792	21107	21010.829	26147.049
fig|536231.75.peg.3751	53654.503	47661.779	30996.691	12831.584	17702.298	24461.525
fig|536231.75.peg.3752	42189.392	36782.453	24314.572	10164.112	10838.486	16745.07
fig|536231.75.peg.3753	2584.153	2039.105	452.045	1321.377	1230.108	1852.477
fig|536231.75.peg.3754	50846.564	36298.303	18974.066	12582.844	15336.894	24766.084
fig|536231.75.peg.3755	9159.06	7918.634	5589.129	4736.059	3747.361	5658.062
fig|536231.75.peg.3756	53579.282	41944.024	28388.798	16855.333	16722.102	24433.288
fig|536231.75.peg.3757	10638.443	9637.108	7040	396.748	579	886.378
fig|536231.75.peg.3758	48021.139	44851.315	20582	16541.322	15442	24083.65
fig|536231.75.peg.3759	35668.919	44344.61	19642.266	3578.775	4452.695	7343.376
fig|536231.75.peg.3760	19444.259	18700.133	11781.315	3615.048	4613.242	4813.263
fig|536231.75.peg.3761	40333.823	29616.711	13976.309	13010.996	12805.657	16286.942
fig|536231.75.peg.3762	49427.37	39300.182	17902.792	16787.474	17561.742	27865.276
fig|536231.75.peg.3763	26530.5	23804.398	6817.318	6515.868	8444.665	13758.296
fig|536231.75.peg.3764	17021.619	23143.886	13885	2011.949	2357.842	5044.68
fig|536231.75.peg.3765	134880.211	86532.749	60590.615	136015.453	131080.046	222885.112
fig|536231.75.peg.3766	51061.151	55221.991	35579.991	11165.596	9637.281	13849.24
fig|536231.75.peg.3767	52595.058	42457.093	23934.947	16339.759	16928.831	25700.751
fig|536231.75.peg.3768	76973.213	60949.514	36325	32644	36768	58119.522
fig|536231.75.peg.3769	28325.765	19654.617	11205	8606	10917	16489.478
fig|536231.75.peg.3770	0	0	0	0	0	3
fig|536231.75.peg.3771	5201	3359	2808	5529	5656	8825
fig|536231.75.peg.3772	4821.028	3127.075	2341	8842	8214	13470
fig|536231.75.peg.3773	3433.19	2230	1560	10240	7941	12702
fig|536231.75.peg.3774	3751.452	2828	1780	1462	1676	2675
fig|536231.75.peg.3775	1619.996	2360	613	143	143	256
fig|536231.75.peg.3776	158	191	61	127	89	234
fig|536231.75.peg.3777	36	30	20	5	15	18
fig|536231.75.peg.3778	171	118	80	94	64	124
fig|536231.75.peg.3779	0	1	0	0	0	13
fig|536231.75.peg.3780	2200	1971	1601	1203	1351	2315
fig|536231.75.peg.3781	10223.208	8284	5151	8935	7250	11635
fig|536231.75.peg.3782	41358.511	32590.237	17640	14958	15100	19448
fig|536231.75.peg.3783	106	105	89	43	14	43
fig|536231.75.peg.3784	1291.841	1025	880	3163	2846	4875
fig|536231.75.peg.3785	4741	3235	1854	7322	6269	11111
fig|536231.75.peg.3786	2631.138	1787	1278	2383	1955	3870
fig|536231.75.peg.3787	418	309	174	1970	1765	3398
fig|536231.75.peg.3788	130	293	129	23	31	25
fig|536231.75.peg.3789	5982.378	5563	3752	910	1191	1925
fig|536231.75.peg.3790	2665.061	2317	1477	1058	914	1177
fig|536231.75.peg.3791	4078.022	3688.005	2031	1921	1849	3468
fig|536231.75.peg.3792	1	0	0	0	0	0
fig|536231.75.peg.3793	51903.15	34449.087	35834.135	5807	5028	8085.672
fig|536231.75.peg.3794	950.601	913	721.426	1191	1255	1477
fig|536231.75.peg.3795	17	19	9	0	0	0
fig|536231.75.peg.3796	12	5	0	13	13	10
fig|536231.75.peg.3797	0	3	4	0	0	0
fig|536231.75.peg.3798	83	51	26	37	80	119
fig|536231.75.peg.3799	137	184	55	169	149	215
fig|536231.75.peg.3800	2078	1751	991	1699	1558	2351
fig|536231.75.peg.3801	577	392	192	483	592	806
fig|536231.75.peg.3802	737	450	341	538	577	994
fig|536231.75.peg.3803	1389	1255	639	170	161	345
fig|536231.75.peg.3804	0	0	0	0	0	0
fig|536231.75.peg.3805	179	242	143	36	53	75
fig|536231.75.peg.3806	3085.376	2054	1412	5879	5234	7730
fig|536231.75.peg.3807	734.762	620.036	390	424.266	478.98	651.918
fig|536231.75.peg.3808	497.862	663.964	428	137.734	126.02	119.199
fig|536231.75.peg.3809	8	11	11	19	0	13.884
fig|536231.75.peg.3810	7051.52	11691.076	4636	468	535	798
fig|536231.75.peg.3811	2	5	0	0	1	6
fig|536231.75.peg.3812	84	60	24	165	281	195
fig|536231.75.peg.3813	0	0	0	0	0	0
fig|536231.75.peg.3814	3	9	0	0	8	1
fig|536231.75.peg.3815	49	25	0	118	117	200
fig|536231.75.peg.3816	124	171	13	140	168	264
fig|536231.75.peg.3817	17	3	6	0	11	11
fig|536231.75.peg.3818	520.007	766	264	334	283	854
fig|536231.75.peg.3819	550106.269	431613.172	336387.039	186537	187952.778	337148
fig|536231.75.peg.3820	312068.416	213661.21	146926.338	201209.761	189054	279410
fig|536231.75.peg.3821	38967.334	28997.087	15363.662	10072.312	12236.587	20941.726
fig|536231.75.peg.3822	71748.181	48544.662	33269	59731.927	53805.413	92817.274
fig|536231.75.peg.3823	1	3	0	0	0	0
fig|536231.75.peg.3824	127011.736	97030.085	71440	102161	100031	144544
fig|536231.75.peg.3825	101314.217	71806.818	46135.021	97320	95773.771	139148.063
fig|536231.75.peg.3826	21809.64	30551.756	17074.698	770	832	1442.895
fig|536231.75.peg.3827	76481.575	57253.438	41759.302	59417.607	72254	128745.105
fig|536231.75.peg.3828	71173.722	66801.128	49858	72375.637	66502.738	102683.17
fig|536231.75.peg.3829	30212.9	22936.74	14446.308	21585.701	23850.882	41481.466
fig|536231.75.peg.3830	47774.198	29654.683	25502.097	48814.576	50299.342	64055.027
fig|536231.75.peg.3831	14828.239	12109.365	10418.13	12719.019	12228.513	19837.596
fig|536231.75.peg.3832	4908.264	4781.134	4252	1060.067	1689.525	3758.741
fig|536231.75.peg.3833	4998.487	3682	2726	11443	10707	16558
fig|536231.75.peg.3834	885.008	816	421	320	454	726
fig|536231.75.peg.3835	1591	1141	799	2122	1822	2888
fig|536231.75.peg.3836	1633	1334	697	1220	1107	1796
fig|536231.75.peg.3837	1042.016	866	432	768	678	1430
fig|536231.75.peg.3838	1885.001	1314	592	1460	1339	2297
fig|536231.75.peg.3839	5774.002	5365.011	4114	1069	999	2007
fig|536231.75.peg.3840	310	359	109	277	307	556
fig|536231.75.peg.3841	420	428	129	847	773	1057
fig|536231.75.peg.3842	1397.001	1222	438	3869	3209	4885
fig|536231.75.peg.3843	3513.194	4101.001	1867	1912	1723	2459
fig|536231.75.peg.3844	9716	13789	2782	8209	7318	13349
fig|536231.75.peg.3845	3881	3160	1685	16080	13460	23389
fig|536231.75.peg.3846	1534	1344	461	8637	6921	10015
fig|536231.75.peg.3847	2294.411	2078	911	16526	16239	26173
fig|536231.75.peg.3848	974	1132.026	404	473	548	931
fig|536231.75.peg.3849	848	700	310	2001	1676	2631
fig|536231.75.peg.3851	27	28	4	93	55	119
fig|536231.75.peg.3852	1561	1929	1030	7639	5241	6654
fig|536231.75.peg.3853	2347	2294	640	4561	4677	6492
fig|536231.75.peg.3854	171	202	87	94	121	148
fig|536231.75.peg.3855	875	998	370	1755	1604	1892
fig|536231.75.peg.3856	1823.025	1881	588	3569	2700	4267
fig|536231.75.peg.3857	1689.006	1254.046	548	3356	4106.394	5606
fig|536231.75.peg.3858	432.17	408.145	67	275	564.606	731
fig|536231.75.peg.3859	261.664	326.855	107	229	163.971	241
fig|536231.75.peg.3860	75.336	63	31	26	17.029	21
fig|536231.75.peg.3861	2097	2445	781	1110	1270	1822
fig|536231.75.peg.3862	3350.014	2544	1279	8267	6265	9621
fig|536231.75.peg.3863	4464.257	4410.044	1659	5083.017	5119	8157
fig|536231.75.peg.3864	17430.679	34588.341	7433	928.983	651	1726.861
fig|536231.75.peg.3865	886	1060	710	1207	1090	2089.139
fig|536231.75.peg.3866	2008	1856	782	4982	5010	7090
fig|536231.75.peg.3867	1128	946	639	4728	4179	7732
fig|536231.75.peg.3868	1334.23	997	552	5296	4986	7408
fig|536231.75.peg.3869	2355	1996	1181	11296	9636	13890
fig|536231.75.peg.3870	354	463	104	251	406	594
fig|536231.75.peg.3871	1641.001	1717.487	983	1859	1530	1813
fig|536231.75.peg.3872	1575	1488	630	3474	3990	6067
fig|536231.75.peg.3873	2166.118	2107	872	4306	4792	7747
fig|536231.75.peg.3874	2528	2333	678	9985	7584	10363
fig|536231.75.peg.3875	2067	1434	1180	11180	10353	14070
fig|536231.75.peg.3876	2831	2497	864	4860	4971	8960
fig|536231.75.peg.3877	9093.851	7011	3977	17592	16148	22579.285
fig|536231.75.peg.3878	7622.577	7575	3025	10174	9619	16482
fig|536231.75.peg.3879	2070	2805.057	1579	1977	2118	4174
fig|536231.75.peg.3880	534	364	321	866	935	1957
fig|536231.75.peg.3881	3699.296	3488.623	1499	7540.69	6962.576	9147.187
fig|536231.75.peg.3882	542.562	585.055	172.666	423.128	391.3	576.862
fig|536231.75.peg.3883	299743.739	321589.173	219083.205	589755.183	570656.124	953708.135
fig|536231.75.peg.3884	3543	3911	3194	3238.001	3420.015	7050
fig|536231.75.peg.3885	1534	1550	406	1186.999	1267.718	2294.871
fig|536231.75.peg.3887	54035.498	49060.203	24586	251418.443	214391.494	293895.876
fig|536231.75.peg.3888	1967.577	1546.885	550	4478.429	5262.506	8035.7
fig|536231.75.peg.3889	611.94	596.51	406.375	623.896	410.387	1062.277
fig|536231.75.peg.3890	4640.326	3603.468	2301.625	12124.773	10777.006	16119.904
fig|536231.75.peg.3891	40163.063	35035	20876	52836.331	56459.607	82361.753
fig|536231.75.peg.3892	26617.32	21565.605	12138	45535.532	42665	64966.338
fig|536231.75.peg.3893	34129.839	25685.912	15654.002	68826.011	61283	89241
fig|536231.75.peg.3894	13699.653	9507.461	3748	57751.155	49430.786	73928.973
fig|536231.75.peg.3895	4819.806	4224.539	1362	7185.302	7980.214	15059.027
fig|536231.75.peg.3896	1578	1051.122	732	1899	1758	2985
fig|536231.75.peg.3897	2117	1405	952	5005	4483	7015
fig|536231.75.peg.3898	3002.251	4308	2946	870	818	1300
fig|536231.75.peg.3899	124	62	68	376	230	464
fig|536231.75.peg.3900	644	393	239	1058	896	1809
fig|536231.75.peg.3901	3315.697	2502.793	2242	7602.082	6414.211	10835.643
fig|536231.75.peg.3902	1428.304	1037.207	580	5378.918	5017.789	7626.357
fig|536231.75.peg.3903	379	283	160	5780	5969	8976
fig|536231.75.peg.3904	1	4	10	47	94	69
fig|536231.75.peg.3905	430.23	250	192	13024	11084	17528
fig|536231.75.peg.3906	187	122	46	4814	4447	8415
fig|536231.75.peg.3907	12662.001	9487	8015	5736	4782	7723
fig|536231.75.peg.3908	4	14	6	0	0	0
fig|536231.75.peg.3909	19687.756	13691.549	9289	18155	18752	30697
fig|536231.75.peg.3910	3219	2535	1241	1792	1474	2076
fig|536231.75.peg.3911	1587	1451	669	322	343	468
fig|536231.75.peg.3912	3908.684	3436	1127	823	650	1202
fig|536231.75.peg.3913	46765.159	39018.803	21301.371	670	594	1021
fig|536231.75.peg.3914	28288.429	26731.319	20536	398	346	572
fig|536231.75.peg.3915	2624	2087	1465	2129	2328	3391
fig|536231.75.peg.3916	2959	2235	1088	2955	3759	5019
fig|536231.75.peg.3917	1811.001	1425	1012	3165	3254	4898
fig|536231.75.peg.3918	1469.111	1203	863	2389	2907	4700
fig|536231.75.peg.3919	2655	3445	2011	3725	3668	5252
fig|536231.75.peg.3920	19604.166	24691.997	7817	10478.763	11733	18642
fig|536231.75.peg.3921	10385.9	14079.902	13401	834.237	707	1424
fig|536231.75.peg.3922	10770	7922	4754	11883	12191	19291
fig|536231.75.peg.3923	2770	2109	999	1274	1038	2197
fig|536231.75.peg.3924	59	36	59	72	75	80
fig|536231.75.peg.3925	3505	2443	1191	2196	1867	3391
fig|536231.75.peg.3926	4345.02	3005	2081	2967	2243	3967
fig|536231.75.peg.3927	9670	6630	5449	4297	5120	8816
fig|536231.75.peg.3928	15181.967	12774	5654	11223	11637	21271
