patricID	ri_t12_A	ri_t12_B	ri_t12_C	ri_t48_A	ri_t48_B	ri_t48_C
fig|536231.75.peg.1131	0	1	0	0	0	0
fig|536231.75.peg.1132	829	945	218	337	476	723
fig|536231.75.peg.1133	3455	4107	2822	1935	2165	3138
fig|536231.75.peg.1134	3378	2693	2576	2761	2906	4302
fig|536231.75.peg.1135	1755	1217	814	1051	1228	2048
fig|536231.75.peg.1136	5716.146	3274.011	3456	5788	4985	7652
fig|536231.75.peg.1137	15877.058	10945	10747.008	12911	12786	20317
fig|536231.75.peg.1138	951	2758	359	5	41	66
fig|536231.75.peg.1139	7713	13778	4045	4160	4748	8769
fig|536231.75.peg.1140	11479.32	19018.458	7719	4123	5477	10392
fig|536231.75.peg.1141	5319	6329	4673	5164	5059	8177
fig|536231.75.peg.1142	4695	4672	4824	2938	2833	4572
fig|536231.75.peg.1143	232	140	378	567	637	727
fig|536231.75.peg.1144	394	468	142	450	502	620
fig|536231.75.peg.1145	9748	6281	5793	9768	10700	17386
fig|536231.75.peg.1146	13823	9820	10004	13753	13999	20291
fig|536231.75.peg.1147	3894	2630	3091	5668	4768	7837
fig|536231.75.peg.1148	10448	4112	5246	4533	4735	5971
fig|536231.75.peg.1149	1531	625	1031	456	561	963
fig|536231.75.peg.1150	3017	657	1307	991	1220	1581
fig|536231.75.peg.1151	3363	831	1425	1051	1133	1583
fig|536231.75.peg.1152	4502	870	1742	2308	2380	2914.057
fig|536231.75.peg.1153	4228	1229	1973	3349	2643	3523
fig|536231.75.peg.1154	1449	763	893	2280	1961	2768
fig|536231.75.peg.1155	1409	639	729	1725	1545	2461
fig|536231.75.peg.1156	9463.16	6524.02	8826.573	8448	8054	13777
fig|536231.75.peg.1157	1840	1638	1634	1512	1139	1844
fig|536231.75.peg.1158	2465	1463	1790	2074	2427	4172
fig|536231.75.peg.1159	2276	2682	2136	973	1196	2522
fig|536231.75.peg.1160	2069	2091	1395	2233	1741	3070
fig|536231.75.peg.1161	1076	1325	971	1554	1783	2555
fig|536231.75.peg.1162	115295.643	45942.904	91206.821	136854	118420	177386.281
fig|536231.75.peg.1163	1330	808.002	1183	2528	2532	4580
fig|536231.75.peg.1164	1237	662	1082	2220	2263	4370
fig|536231.75.peg.1165	0	0	0	0	0	0
fig|536231.75.peg.1166	77	43	34	46	32	98
fig|536231.75.peg.1167	2834	3388	1355	3287	2836	3432
fig|536231.75.peg.1168	9062	5403	6532	6751	4538	7213.107
fig|536231.75.peg.1169	1758	1111	1297	547	655	971
fig|536231.75.peg.1170	1940	1057	1261	768	783	1281
fig|536231.75.peg.1171	4395	2969	2859	2358	2710	3927
fig|536231.75.peg.1172	677	455	391	495	483	729
fig|536231.75.peg.1173	2577	1868	1508	3063	2508	3629
fig|536231.75.peg.1174	1565	1086	1082	1422	1423	2024
fig|536231.75.peg.1175	3235	2489	2163	2938	3143	4175
fig|536231.75.peg.1176	14024	13474.108	9710	28728	23245	34524.789
fig|536231.75.peg.1177	20493.536	10077	13496	22209.101	19901	35244
fig|536231.75.peg.1178	2033	1785	1232	2491	2902	4195
fig|536231.75.peg.1179	217	193	149	32	53	142
fig|536231.75.peg.1180	1060.006	1097	890	659	715	1242
fig|536231.75.peg.1181	1059	1821	663	237	290	471
fig|536231.75.peg.1182	3348	3844	1982	3121	2671	4389
fig|536231.75.peg.1183	804	1069	466	130	192	523
fig|536231.75.peg.1184	283	247	149	61	115	238
fig|536231.75.peg.1185	1701	1530	1020	872	1310	1550
fig|536231.75.peg.1186	3583	3144	2300	3491	3283	5341
fig|536231.75.peg.1187	25	17	16	18	0	28
fig|536231.75.peg.1188	363	673	92	265	153	219
fig|536231.75.peg.1189	241	474	143	87	29	135
fig|536231.75.peg.1190	9	13	2	0	0	0
fig|536231.75.peg.1191	14	20	12	5	0	25
fig|536231.75.peg.1192	1620	2363	846	288	414	676
fig|536231.75.peg.1193	3885	4048	2252	2539	2260	3098
fig|536231.75.peg.1194	1925	2111.046	1261	379	557	753
fig|536231.75.peg.1195	549	811	680	1016	1137	1578
fig|536231.75.peg.1196	5294	5967	2107	593	564	1181
fig|536231.75.peg.1197	2831	3857	1745	549	597	1136
fig|536231.75.peg.1198	387	480	202	322	103	199
fig|536231.75.peg.1199	654	818	597	346	288	636
fig|536231.75.peg.1200	50	27	34	28	39	87
fig|536231.75.peg.1201	38	37	40	27	46	88
fig|536231.75.peg.1202	188	250	169	104	152	170
fig|536231.75.peg.1203	4704	4092	4886	6744	5829	8981
fig|536231.75.peg.1204	5098	3497	4279	7642	7023	9535
fig|536231.75.peg.1205	4251	2932.115	2942	3390	3411	5875
fig|536231.75.peg.1206	1057	1092	1771	408	393	699
fig|536231.75.peg.1207	2490	2341	2260	2601	2901	5357
fig|536231.75.peg.1208	382.351	226.037	440.572	1264.47	1075.181	1995.865
fig|536231.75.peg.1209	997.649	750.963	1780.428	2870.53	2200.819	4354.135
fig|536231.75.peg.1210	6	2	0	0	0	0
fig|536231.75.peg.1211	0	0	2	0	0	0
fig|536231.75.peg.1212	0	0	0	0	0	0
fig|536231.75.peg.1213	32	36	9	30	63	33
fig|536231.75.peg.1214	38	27	17	121	96	94
fig|536231.75.peg.1215	140	63	99	157	100	246.952
fig|536231.75.peg.1216	295	183	236	512.723	516	705.696
fig|536231.75.peg.1217	3219	6948	3745	329.277	301	747.352
fig|536231.75.peg.1218	65	83	29	9.222	0	21
fig|536231.75.peg.1219	45	68	15	30	16	34
fig|536231.75.peg.1220	4124	3111	2224	2511.778	2638	3928.374
fig|536231.75.peg.1221	0	0	0	0	0	4
fig|536231.75.peg.1222	0	0	0	0	0	0
fig|536231.75.peg.1223	51	52	60	64	157	169
fig|536231.75.peg.1224	393	163	312	564	716	1191
fig|536231.75.peg.1225	224.99	218.819	126	103.533	110.917	173.481
fig|536231.75.peg.1226	1100.01	830.181	627	881.467	1063.083	1959.519
fig|536231.75.peg.1227	0	1	0	0	0	0
fig|536231.75.peg.1228	181	215	50	105	209	174
fig|536231.75.peg.1229	150	171	42	50	85	100
fig|536231.75.peg.1230	334	387	148	274	220	325
fig|536231.75.peg.1231	63	47	34	23	44	92
fig|536231.75.peg.1232	148	203	83	170	22	135
fig|536231.75.peg.1233	1782	1932	1391	1568	1865	2914
fig|536231.75.peg.1234	1055	1070	783	616	596	865
fig|536231.75.peg.1235	25	43	46	0	0	8
fig|536231.75.peg.1236	1499.612	2724.506	1390.878	780	801	1351
fig|536231.75.peg.1237	1098.388	1685.62	719.122	1159	706	1375
fig|536231.75.peg.1238	2132.2	955	1222	2502	2474	3353
fig|536231.75.peg.1239	10420	7361	5809	9154	10284	17638
fig|536231.75.peg.1240	11435.809	8259	6497	4715	5809	8310
fig|536231.75.peg.1241	6233	4634	3514	5081	5278	7398
fig|536231.75.peg.1242	241396.857	97467.881	118906	125976	99544	143283
fig|536231.75.peg.1243	43172.645	22943.865	15753	18810	13446	23697
fig|536231.75.peg.1244	31142.172	17924	12219	9507	8670	14171
fig|536231.75.peg.1245	22301.012	14256.372	9754	12860	9836	15565
fig|536231.75.peg.1246	40552.19	27600.099	18837	32732	21944	33579
fig|536231.75.peg.1247	8879	7048	4756	4845	3954	6823
fig|536231.75.peg.1248	10258	8545	5051	7519	5722	8663
fig|536231.75.peg.1249	3955	3447	1825	1018	1163	1895
fig|536231.75.peg.1250	0	0	0	10	0	0
fig|536231.75.peg.1251	23780	8831	9723	8244	8535	13077
fig|536231.75.peg.1252	6273	2721	2497	3056	2651	4009
fig|536231.75.peg.1253	4172	1734	1952	1276	1368	2097
fig|536231.75.peg.1254	9517.433	4754.37	4455.238	4648.796	4232.757	6737.936
fig|536231.75.peg.1255	492.331	295.63	216.762	269.204	332.243	441.064
fig|536231.75.peg.1256	2323.237	1374	1135	1279	1426	2328
fig|536231.75.peg.1257	3707	2411	1899	4853	4491	7157
fig|536231.75.peg.1258	1692	884	808	1123.436	1156	1385
fig|536231.75.peg.1259	21	25	14	32.564	7	4
fig|536231.75.peg.1260	8016	3975	3784	5397	4251	5798
fig|536231.75.peg.1261	14339	6674	6117	6081	6304	9314
fig|536231.75.peg.1262	5	1	2	0	0	7
fig|536231.75.peg.1263	2913	1897.243	2402	1981	2077	2932
fig|536231.75.peg.1264	2769	1586	1901	2005	1721	2773
fig|536231.75.peg.1265	2295	1540	1646	4225	4065	6741
fig|536231.75.peg.1266	18539	32291.367	7675	528	774	1878
fig|536231.75.peg.1267	0	17	5	0	0	0
fig|536231.75.peg.1268	12328.046	9420	4643	1904	2354	4444
fig|536231.75.peg.1269	9043.476	9736.35	5197	6637	6125	10617
fig|536231.75.peg.1270	98815.34	149785.645	41016	1502	1936	6705
fig|536231.75.peg.1271	26738.006	22763.721	8760.601	11108.427	10120.146	15815.324
fig|536231.75.peg.1272	3416.989	4646.279	1721.399	548.573	367.854	571.676
fig|536231.75.peg.1273	2704	2651	2348	10774	8471	13822
fig|536231.75.peg.1274	607	430	317	1293	1217	2123
fig|536231.75.peg.1275	1431	1033	857	1946	1821	3215
fig|536231.75.peg.1276	1496	1011	671	2529	1860	3566
fig|536231.75.peg.1277	2760.082	1904.053	1476	2813	2599	4471
fig|536231.75.peg.1278	1315	980	784	1015	931	1428
fig|536231.75.peg.1279	2599	1970	1651	3260	3179	5308
fig|536231.75.peg.1280	6277.589	5177.051	3058.619	3831.542	4351.541	6766.442
fig|536231.75.peg.1281	396.231	691.599	262.179	30.011	50.768	105.594
fig|536231.75.peg.1282	17.446	28.096	5.282	0	0	1.301
fig|536231.75.peg.1283	1425.638	1576.481	846.542	394.001	707.988	1154.825
fig|536231.75.peg.1284	2739.665	3300.606	3578.013	1193.97	1374.72	2618.992
fig|536231.75.peg.1285	0	1	3	0	0	0
fig|536231.75.peg.1286	3.36	0	2.001	0	0	0
fig|536231.75.peg.1288	1959.726	1816.197	902.138	1665.432	1462.432	2515.264
fig|536231.75.peg.1289	0	0	0	0	0	0
fig|536231.75.peg.1290	145.457	123.599	111.411	45.106	47.756	81.943
fig|536231.75.peg.1291	974	1674	942	278	323	760
fig|536231.75.peg.1292	3	19	19	0	0	0
fig|536231.75.peg.1293	58	64	54	32	14	67
fig|536231.75.peg.1294	12	4	0	0	0	0
fig|536231.75.peg.1295	679.095	591	576	1190	1100	1720
fig|536231.75.peg.1296	444	409	339	474	429	649
fig|536231.75.peg.1297	0	0	0	0	0	0
fig|536231.75.peg.1298	0	0	0	0	0	1
fig|536231.75.peg.1299	0	0	0	0	0	17
fig|536231.75.peg.1300	3018	2703	5628	4436	3747	6625
fig|536231.75.peg.1301	37	35	24	446	402	604
fig|536231.75.peg.1303	1668	1495	2693	1026	1120	1922
fig|536231.75.peg.1304	3622	2748	4018	2916	2657	4785
fig|536231.75.peg.1305	4864	3098	5095	3647	3571	5369
fig|536231.75.peg.1306	613	198	481	1413	1333	2361
fig|536231.75.peg.1307	33962	21887.159	30048	22765	17566	27271
fig|536231.75.peg.1308	14704	8838	10423	4525	5373	8157
fig|536231.75.peg.1309	3728	3006	3746	2232	2422	3809
fig|536231.75.peg.1310	14371	8005.029	4540	6303	5313	7961
fig|536231.75.peg.1311	23118	16077	22243	25416	22187	37275
fig|536231.75.peg.1312	13957.135	9772	16099	8891	9703	18008
fig|536231.75.peg.1313	44937.009	91324.579	19407	635.638	636.066	1397.703
fig|536231.75.peg.1314	1584.013	1033.003	807	1498.362	1721.934	2794.297
fig|536231.75.peg.1315	0	0	0	0	0	0
fig|536231.75.peg.1316	3185	2477	1963	2578	2880	4957
fig|536231.75.peg.1317	999	1050	790	446	464	874
fig|536231.75.peg.1318	62525.338	95455.367	18979	7946	7740	12200
fig|536231.75.peg.1319	3335	4067	1710	1635	1804	2835
fig|536231.75.peg.1320	4171	3356.003	2817	4795	4687	6360
fig|536231.75.peg.1321	2700	2089	1939	1961	1742	2848
fig|536231.75.peg.1322	691	1273	590	409	415	638
fig|536231.75.peg.1323	718	673	366	605	450	861
fig|536231.75.peg.1324	31	13	18	90	71	116
fig|536231.75.peg.1325	36326.899	112915.85	15265	205	230	994
fig|536231.75.peg.1326	34760.124	46060.891	18843.138	24141.551	21146.184	33061.381
fig|536231.75.peg.1327	11825.876	25216.056	13881	4934.449	5115.816	8965.619
fig|536231.75.peg.1328	699	798	466	423	626	625
fig|536231.75.peg.1329	783	2586	890	699	656	1399
fig|536231.75.peg.1330	198	388	290	127	54	100
fig|536231.75.peg.1331	19	2	5	0	0	0
fig|536231.75.peg.1332	976	645	584	1965	1843	3452
fig|536231.75.peg.1333	14022.171	6906	7934	14312	11481	16100
fig|536231.75.peg.1334	7314	3526	4233	5403	4487	7731
fig|536231.75.peg.1335	33841.211	15097	19627.026	18708	17099	25703
fig|536231.75.peg.1336	0	0	0	0	0	0
fig|536231.75.peg.1337	473.944	788.83	786.912	72.25	57.624	59.865
fig|536231.75.peg.1338	11828.056	9932.6	9071.088	3964.75	3712.376	6356.135
fig|536231.75.peg.1339	3804	2727.326	3266	2379	2308	3764
fig|536231.75.peg.1340	3022.526	3298.115	2855.908	987.879	767.183	1560.738
fig|536231.75.peg.1341	414	336	452	95	135	229
fig|536231.75.peg.1342	7	13	36	21	13	37
fig|536231.75.peg.1343	3851.474	2703.95	2211.092	4858.121	3437.817	4841.262
fig|536231.75.peg.1344	314	349	339	128	143	260
fig|536231.75.peg.1345	0	0	0	10	0	18
fig|536231.75.peg.1346	18	67	22	67	59	57
fig|536231.75.peg.1347	0	1	0	0	12	0
fig|536231.75.peg.1348	11172.998	25628.997	26427.569	142	111	283
fig|536231.75.peg.1349	1951.002	2025.003	1115	2031	1845	3391
fig|536231.75.peg.1350	1329	725	1216	1671	1973	3477
fig|536231.75.peg.1351	0	0	0	0	0	0
fig|536231.75.peg.1352	7646.041	6544	6608	7994	7336	11669
fig|536231.75.peg.1353	16	16	34	0	52	14
fig|536231.75.peg.1354	2435	1958	3201	1258	1150	1790
fig|536231.75.peg.1355	758	712	842	811	996	1512
fig|536231.75.peg.1356	336	442	365	306	441	486
fig|536231.75.peg.1357	1170	1127	523	1092	1186	2153
fig|536231.75.peg.1358	246987.476	171524.907	185746.817	267808	250611	399821.709
fig|536231.75.peg.1359	67410	53615.994	51981	89980	81793	118781
fig|536231.75.peg.1360	35948.477	34642.466	38640.977	38719	38622	56822
fig|536231.75.peg.1361	3376	4270	3203	4807	3566	6421
fig|536231.75.peg.1362	19708	16930.151	14125	13198	12954	19540
fig|536231.75.peg.1363	4510	3064	2882	2581	3031.006	4769
fig|536231.75.peg.1364	8581	5873	6374	9555	9315	14484
fig|536231.75.peg.1365	8569.18	6189	5695	7117	7985	11093
fig|536231.75.peg.1366	3374	1606	1754	2827	2107	3289
fig|536231.75.peg.1367	3918	3414	1670	576	841	1958
fig|536231.75.peg.1368	6491	2525	2288	3249	3044	4513
fig|536231.75.peg.1369	10842	3638	4641.61	5944	5309	7693
fig|536231.75.peg.1370	4527	1689	2028	3085	2645	3530
fig|536231.75.peg.1371	2240	1094	1027	1223	1360	1981
fig|536231.75.peg.1372	4947	2451	2418	2645	2719	4296
fig|536231.75.peg.1373	3831	1859	2018	3624	3547	4965
fig|536231.75.peg.1374	4225	2136	2253	2739	2787	4052
fig|536231.75.peg.1375	31	8	38	12	40	43
fig|536231.75.peg.1376	3094.268	2187	1851	3951	3961	8480
fig|536231.75.peg.1377	8309.732	5279	4635	17131	15037	24731
fig|536231.75.peg.1378	0	0	5.086	82.84	21.705	44.813
fig|536231.75.peg.1379	4	0	0	12	33	8
fig|536231.75.peg.1380	63	109	40	91	133	167
fig|536231.75.peg.1381	6	31	5	52	59	55
fig|536231.75.peg.1382	115.157	117.305	68.461	29.008	42.204	57.589
fig|536231.75.peg.1383	1503.865	1479.496	1049.413	526.177	418.758	891.636
fig|536231.75.peg.1384	54.998	56.104	49.794	0	20	22
fig|536231.75.peg.1385	13	6	0	1	16	14
fig|536231.75.peg.1386	333	569	273	478	287	758
fig|536231.75.peg.1387	0	0	0	0	0	6
fig|536231.75.peg.1388	0	0	0	0	0	0
fig|536231.75.peg.1389	6637.096	3129.177	2543	1651	1886	3480
fig|536231.75.peg.1390	4757	2445	2207	1420	1588	2770
fig|536231.75.peg.1391	0	0	2	61.945	43	50.994
fig|536231.75.peg.1392	9	9	1	263	175	159
fig|536231.75.peg.1393	1	0	0	7	49	46
fig|536231.75.peg.1394	2	4	0	71	127	61
fig|536231.75.peg.1395	2	3	10	6	51	27
fig|536231.75.peg.1396	24552.781	36697.739	19879	5271	4458	8005
fig|536231.75.peg.1397	3134	2460	1782	5786	5091	10628
fig|536231.75.peg.1398	3.607	4	0	0	0	0
fig|536231.75.peg.1400	347	219.741	240	143	188	456.7
fig|536231.75.peg.1401	196	98.259	112	155	164	287.772
fig|536231.75.peg.1402	650.114	382	310	402.3	287	577.549
fig|536231.75.peg.1403	1012.886	620	599	781.7	622	1414.979
fig|536231.75.peg.1404	1319	1545	820	1097	1003	1606
fig|536231.75.peg.1405	0	0	2	14	90	10
fig|536231.75.peg.1406	19	13	14	305	292	599
fig|536231.75.peg.1407	9	4	4	207	161	138
fig|536231.75.peg.1408	4302.276	2802	2807	5865	4519	7359
fig|536231.75.peg.1409	36	13	12	1208	1188	1185
fig|536231.75.peg.1410	0	0	0	258	209	296
fig|536231.75.peg.1411	5	10	2	913	631	775
fig|536231.75.peg.1412	0	0	0	0	21	7
fig|536231.75.peg.1413	6775	3675	4334	27890	21040	31819
fig|536231.75.peg.1414	138	80	114	593	507	706
fig|536231.75.peg.1415	49	76	33	184	71	175
fig|536231.75.peg.1416	77	77	43	338	194	370
fig|536231.75.peg.1417	21	13	15	158	232	149
fig|536231.75.peg.1418	2306	1506	2661	1078	907	1232
fig|536231.75.peg.1419	4761	4476	4607	2109	2426	3457
fig|536231.75.peg.1420	0	0	0	0	21.83	6
fig|536231.75.peg.1421	20	16	13	24	104.17	98
fig|536231.75.peg.1422	10	3	8	100	115	120
fig|536231.75.peg.1423	1202	1714	1075	94	93	92
fig|536231.75.peg.1424	0	0	0	0	0	6.97
fig|536231.75.peg.1425	217	137	159	428	736	720.03
fig|536231.75.peg.1426	7544	13818.015	4727	791	725	1126
fig|536231.75.peg.1428	259	167	107	226	350	422
fig|536231.75.peg.1429	0	0	0	0	0	7
fig|536231.75.peg.1430	2059	1547	1098	307	217	481
fig|536231.75.peg.1431	2467	1639	1678	747	839	1086
fig|536231.75.peg.1432	4386	1807	1738	2331	2146	2137
fig|536231.75.peg.1433	6416.519	2965.207	3351.866	3645.193	4078.137	4994.589
fig|536231.75.peg.1434	774.403	305.029	286.134	298.807	344.863	270.411
fig|536231.75.peg.1435	286.078	153.764	104	201	164	334
fig|536231.75.peg.1436	2109	1082	916	727	798	2274
fig|536231.75.peg.1437	11	1	18	55	109	107
fig|536231.75.peg.1438	0	0	0	0	0	5
fig|536231.75.peg.1439	10	4	0	11	0	0
fig|536231.75.peg.1440	0	4	1	0	6	0
fig|536231.75.peg.1441	0	0	0	0	2.605	0
fig|536231.75.peg.1442	4280	4287	2471	2234	2136.395	2822
fig|536231.75.peg.1443	1016	1035	586	933	590	915
fig|536231.75.peg.1444	0	0	0	0	0	0
fig|536231.75.peg.1445	577	565	470	489	422	775
fig|536231.75.peg.1446	74	62	82	11	0	10
fig|536231.75.peg.1447	1156	684	646	1368	1106	1924
fig|536231.75.peg.1448	190	121	119	57	21	143
fig|536231.75.peg.1449	1587	798	964.005	1934	1603	2281
fig|536231.75.peg.1450	3410	1627	2245	4399	3519	5126
fig|536231.75.peg.1451	2883	4411	4159	1085	1181	2474
fig|536231.75.peg.1452	16547	8408	14900	20082	19902	29600
fig|536231.75.peg.1453	14248	8678.064	14390	24457	21580	35252
fig|536231.75.peg.1454	16	13	7	15	0	12
fig|536231.75.peg.1455	19263	14512	16361	25584	23495	37081
fig|536231.75.peg.1456	668	637.95	252	110.491	205	257
fig|536231.75.peg.1457	5390.37	4726.677	3435	6915.178	5290.083	10542.722
fig|536231.75.peg.1458	698.213	618.857	422	270.297	242.917	382.863
fig|536231.75.peg.1459	3054.417	2150.467	1482	2061.034	1468	2857.415
fig|536231.75.peg.1460	1301	1231	682	701	697	1339
fig|536231.75.peg.1461	4427	4417	3375	3831	3760	5587
fig|536231.75.peg.1462	1455	1201	679	1796	1509	2684
fig|536231.75.peg.1463	261	258.253	147	90	158	173.997
fig|536231.75.peg.1464	2900	3012.747	2109	1829	1871	2958.003
fig|536231.75.peg.1465	174	133	1640	0	0	16
fig|536231.75.peg.1466	144	260	153	227	365	365
fig|536231.75.peg.1467	5039.077	5144	2529	4648	4128	7349
fig|536231.75.peg.1468	20859.117	24127	12580	29275	23401	36959
fig|536231.75.peg.1469	22133	34856	11839	1074	1165	1830
fig|536231.75.peg.1470	14238	14983.767	6509	9143	8415	12997
fig|536231.75.peg.1471	17655	20063.165	10698	14941	13348	20124.434
fig|536231.75.peg.1472	10110	11546	6524	6844	5894	9950
fig|536231.75.peg.1473	3680	4992.738	3087	2205	2034	3842
fig|536231.75.peg.1474	18791.557	17335.305	10593	28363	24814	33099
fig|536231.75.peg.1475	4553	7496	5305	11435	14100	32021
fig|536231.75.peg.1476	51530.833	37669.834	36686.805	13898.038	13715	22113.919
fig|536231.75.peg.1477	115290.645	86495.36	80938.641	23444.962	29226	48682.081
fig|536231.75.peg.1478	71333.155	59764.482	40459.537	27005	22431	38112
fig|536231.75.peg.1479	1615.201	604.815	2008	2203.408	2145.059	3289.14
fig|536231.75.peg.1480	4385.799	1351.185	5670	9442.592	9392.941	18592.86
fig|536231.75.peg.1481	113	132.805	23	187.985	94	166
fig|536231.75.peg.1482	6011	6758.195	3717	5939.015	5439	8866
fig|536231.75.peg.1483	9469.811	10050.115	6606	17976.46	15544	24106.264
fig|536231.75.peg.1484	1374.002	1427	970	735.54	771	1606.736
fig|536231.75.peg.1485	3207.006	3206	2241	2443	2534	4118
fig|536231.75.peg.1486	4686.293	3735	4142	5567	4774	7638
fig|536231.75.peg.1487	6826	7042	6237	12287.262	9833	14292
fig|536231.75.peg.1488	3682.04	4204	3106	3327	3358	5816
fig|536231.75.peg.1489	3958	3488	3693	7020	5113	7631
fig|536231.75.peg.1490	18411	13163	15661	14813	14208	23399
fig|536231.75.peg.1491	5471	4752	5151	4394	4870	9628
fig|536231.75.peg.1492	1776	1695	1502	955	865	1362
fig|536231.75.peg.1493	2469	2221	1986	2431	2247	3335
fig|536231.75.peg.1494	2	2	11	0	0	0
fig|536231.75.peg.1495	6547.422	11760	17439	457	423	856
fig|536231.75.peg.1496	7	17	4	347	356	378
fig|536231.75.peg.1497	0	1	0	23	55	10
fig|536231.75.peg.1498	3	0	0	253.113	185	205.325
fig|536231.75.peg.1499	23	11	19	546.887	560	801.675
fig|536231.75.peg.1500	0	0	0	0	0	17
fig|536231.75.peg.1501	0	0	0	39	35	34
fig|536231.75.peg.1502	0	0	0	10	0	48
fig|536231.75.peg.1503	470441.797	541655.297	132275.818	25730.981	23253.17	46736.133
fig|536231.75.peg.1504	23982.125	33732.376	6499	412.019	402.83	523.867
fig|536231.75.peg.1505	0	2	5	162	108	132
fig|536231.75.peg.1506	0	2	1	61.788	83	71.81
fig|536231.75.peg.1507	14	33	9	1244.212	842.346	1288.19
fig|536231.75.peg.1508	9	7	0	265	141	309
fig|536231.75.peg.1509	19	1	0	214	132	182
fig|536231.75.peg.1510	18	12	13	360	612	493
fig|536231.75.peg.1511	0	0	0	33	21	31
fig|536231.75.peg.1512	5507.803	4544	3562	11293	10118	16211
fig|536231.75.peg.1513	1073.14	2358.942	703	105	95	150.01
fig|536231.75.peg.1514	335046.465	324762.06	263567.093	83231.242	98644.315	154196.862
fig|536231.75.peg.1515	47447.861	45910.44	26427.426	15421.549	10888.685	13322.128
fig|536231.75.peg.1516	3289	2353	2335	3450	2543	5814
fig|536231.75.peg.1517	30	6	31	761.309	957.976	1551.932
fig|536231.75.peg.1518	2	6	5	1006.691	833.024	1175.068
fig|536231.75.peg.1519	3332.207	2307	1985	591	777	1206
fig|536231.75.peg.1520	44	10	9	2556	2124	2698
fig|536231.75.peg.1521	0	0	0	0	0	0
fig|536231.75.peg.1522	0	0	0	203	142	219
fig|536231.75.peg.1523	4	14	7	875	805	1079
fig|536231.75.peg.1524	0	0	0	29	0	35
fig|536231.75.peg.1525	3972	2249	2357	12865	9766	15229.257
fig|536231.75.peg.1526	22	7	5	269	270	281
fig|536231.75.peg.1527	0	0	0	21	22	0
fig|536231.75.peg.1528	1	0	0	71.157	58	67
fig|536231.75.peg.1529	3	2	1	229.843	309	342
fig|536231.75.peg.1530	204	267	415	43	126	227
fig|536231.75.peg.1531	155	291	165	54	57	26
fig|536231.75.peg.1532	33	8	21	465.217	316.508	695.616
fig|536231.75.peg.1533	5	1	4	223.783	299.492	398.384
fig|536231.75.peg.1534	0	0	0	19	20	51
fig|536231.75.peg.1535	8463.039	6583.125	6198	5514	5464	8005
fig|536231.75.peg.1536	6315	4909	4727	4346	5149	7629.829
fig|536231.75.peg.1537	66	47	71	104	62	54.171
fig|536231.75.peg.1538	1087	1489	579	387.992	545	649
fig|536231.75.peg.1539	4380	4649.507	2851	3010.008	2672	4982.545
fig|536231.75.peg.1540	2378	3458	2394	831	736	1575.455
fig|536231.75.peg.1541	688.961	903	461	157	194	244
fig|536231.75.peg.1542	30923.039	35541.236	28016	25638	25566	39481
fig|536231.75.peg.1543	6251	5333	3709	4285	3816	5147
fig|536231.75.peg.1544	3270	2908	1900	3509	2965	4118
fig|536231.75.peg.1545	1082	1114	549	3658	2437	4016
fig|536231.75.peg.1546	864	865	413	1655	1332	1890
fig|536231.75.peg.1547	758	979	525	924	1188	1876
fig|536231.75.peg.1548	829	935	420	349	495	622
fig|536231.75.peg.1549	4318	4990.046	2188	9900	8605	11673
fig|536231.75.peg.1550	38	35	17	20	9	6
fig|536231.75.peg.1551	108	165	86	30	60	73
fig|536231.75.peg.1552	2103	1737.004	1066	2355	1940	3151
fig|536231.75.peg.1553	660	485.03	342	452	403	483
fig|536231.75.peg.1554	677	463	313	632	530	824
fig|536231.75.peg.1555	990	785	541	1562	1072	1563
fig|536231.75.peg.1556	330	210	179	248	253	404
fig|536231.75.peg.1557	1328	1076	696	1727	1476	1892
fig|536231.75.peg.1558	363	305	215	159	231	352
fig|536231.75.peg.1559	587	506	310	518	367	753
fig|536231.75.peg.1560	1597	1570	960	2883	2097	2969
fig|536231.75.peg.1561	1353	988	1232	1698	1394	2787
fig|536231.75.peg.1562	1029	640	770	554	655	851
fig|536231.75.peg.1563	1768	782	1290	1319	1332	1956
fig|536231.75.peg.1564	2746	1094	1884	2013	1835	2352
fig|536231.75.peg.1565	144	169	111	347	261	637
fig|536231.75.peg.1566	6935	5361	4518	9840	9726	14729
fig|536231.75.peg.1567	8612	6688.961	7593	8559	8022	12535
fig|536231.75.peg.1568	726	846.033	556	335	428	593
fig|536231.75.peg.1569	688	828	464	312	426	646
fig|536231.75.peg.1570	4174.161	5075	2744	3248	3135	5034
fig|536231.75.peg.1571	3399	3814	2160	6255	5660	9411
fig|536231.75.peg.1572	0	0	0	14	10	34
fig|536231.75.peg.1573	3529.047	4553	2849	5864	5652	8369
fig|536231.75.peg.1574	15012	7080	15013	14687	14278	18782
fig|536231.75.peg.1575	4235	2129	3124	3317.434	3076	5343
fig|536231.75.peg.1576	18157.007	12223.911	15267	24134.006	21918.986	34066
fig|536231.75.peg.1577	707.664	552	679	1658.852	1570.014	1924
fig|536231.75.peg.1578	266.336	250	235	219.143	203	255
fig|536231.75.peg.1579	29	59	116	10	4	33
fig|536231.75.peg.1580	1328	1053	840	1577	1851	3303
fig|536231.75.peg.1581	356.592	1802.038	130	1	85.799	159.926
fig|536231.75.peg.1582	5462.408	19099.97	2066	3173	3340.201	4824.074
