patricID	btri_t12_riA	btri_t12_riB	btri_t12_riC	btri_t36_riA	btri_t36_riB	btri_t36_riC
fig|536231.75.peg.3814	0	0	0	0	0	0
fig|536231.75.peg.3815	1	0	2	34	9	83
fig|536231.75.peg.3816	11	5	9	102	22	111
fig|536231.75.peg.3817	0	0	0	4	0	8
fig|536231.75.peg.3818	33	16	26	91	15	0
fig|536231.75.peg.3819	35223	24399	25502	37678	11667	9660
fig|536231.75.peg.3820	26903.368	23236.128	31031.505	36547.475	6090.845	6466.296
fig|536231.75.peg.3821	3458.315	1982	3562.712	5450.086	658.155	684.704
fig|536231.75.peg.3822	10472.317	7762	11517.783	8573.439	2258	3130
fig|536231.75.peg.3823	0	0	0	0	0	0
fig|536231.75.peg.3824	11356	9534.872	12791	13276	6200	5817
fig|536231.75.peg.3825	8200	6178	9072	15022	5660	5295
fig|536231.75.peg.3826	411.191	304	287	1945	165	176
fig|536231.75.peg.3827	4450.809	2499	3899	17828	3254	3553
fig|536231.75.peg.3828	5798.003	4236.477	5884.817	11620.047	5637	5927.487
fig|536231.75.peg.3829	2397.001	1005.272	1877.761	4097.209	2118.436	1275.035
fig|536231.75.peg.3830	2761.413	3331.786	2878.152	4607.735	2822.958	2822.553
fig|536231.75.peg.3831	1642.546	1428.859	1636.984	1972.658	1003.939	862.926
fig|536231.75.peg.3832	275.038	199.606	285.285	461.351	205.667	51
fig|536231.75.peg.3833	837	629	852	1934	407	383
fig|536231.75.peg.3834	40	45	50	122	100	31
fig|536231.75.peg.3835	204	120	136	150	113	153
fig|536231.75.peg.3836	173	126	127	209	127	133
fig|536231.75.peg.3837	73	55	76	181	102	104
fig|536231.75.peg.3838	172	117	180	227	114	125
fig|536231.75.peg.3839	124	107	98	173	66	57
fig|536231.75.peg.3840	31	22	29	89	24	70
fig|536231.75.peg.3841	38	45	60	139	42	110
fig|536231.75.peg.3842	260	268	278	882	331	561
fig|536231.75.peg.3843	156	132	144	2574	295	440
fig|536231.75.peg.3844	1956	1201	1322	3885	1176	1480
fig|536231.75.peg.3845	970	614	1042	2539	1147	1330
fig|536231.75.peg.3846	692	637	710.667	937	550	570
fig|536231.75.peg.3847	1387	1083	1027	1911	1509	1474
fig|536231.75.peg.3848	36	31	44	726	46	131
fig|536231.75.peg.3849	99	107	142	358	197	219
fig|536231.75.peg.3851	1	4	6	33	9	38
fig|536231.75.peg.3852	282	199	305	3556	706	843
fig|536231.75.peg.3853	321	268	386	2268	280	256
fig|536231.75.peg.3854	19	4	7	38	68	0
fig|536231.75.peg.3855	145	159	153	930	127	241
fig|536231.75.peg.3856	289	263	359	1320	298	274
fig|536231.75.peg.3857	268	245	291	866	320	237
fig|536231.75.peg.3858	62	36	51	181.151	25.67	52
fig|536231.75.peg.3859	33	13	38	259.849	71.33	56
fig|536231.75.peg.3860	4	3	3	44	10	0
fig|536231.75.peg.3861	227	153	221	698	151	197
fig|536231.75.peg.3862	767	730	922	1293	418	900
fig|536231.75.peg.3863	820	671.425	881	2966	947	1016
fig|536231.75.peg.3864	541	387.575	298	1384	185	218
fig|536231.75.peg.3865	151	97	172	226	153	90
fig|536231.75.peg.3866	456	429	695	726	339	371
fig|536231.75.peg.3867	290	180	162	348	504	448
fig|536231.75.peg.3868	544	460	680	496	316	287
fig|536231.75.peg.3869	841	684	1092	1274	508	931
fig|536231.75.peg.3870	82	49	133	108	65	14
fig|536231.75.peg.3871	131	134	201	1217	82	189
fig|536231.75.peg.3872	393	195	460	1393	208	361
fig|536231.75.peg.3873	529	274	450	3222	383	415
fig|536231.75.peg.3874	1002	756	1174	3355	596	1366
fig|536231.75.peg.3875	801	719	930	2196	553	962
fig|536231.75.peg.3876	1196	819	1193	2640	419	746
fig|536231.75.peg.3877	3046	2517	3105	5296	1086	1768
fig|536231.75.peg.3878	1812	1211	1505	4011	860	1121
fig|536231.75.peg.3879	102	78	72	86	80	18
fig|536231.75.peg.3880	80	36	45	34	80	9
fig|536231.75.peg.3881	764	620	960.002	5144	678.862	1557
fig|536231.75.peg.3882	67.01	43.012	75.13	643.078	80.32	139
fig|536231.75.peg.3883	79901.787	51966.988	55951.802	149878.922	34779.818	30640
fig|536231.75.peg.3884	631	506	672	3997	710	1477
fig|536231.75.peg.3885	180	89	172.478	786.503	61	208
fig|536231.75.peg.3887	23151.578	16627.693	22853.695	118540.626	20864	36405
fig|536231.75.peg.3888	1330.555	725.307	1058.266	462.184	326	285
fig|536231.75.peg.3889	112.555	68.191	117.218	173.554	67.268	66
fig|536231.75.peg.3890	1697.445	1112.604	1581.782	1819.446	1302.732	1169
fig|536231.75.peg.3891	5132	3193.204	5132	52276	6905	6654
fig|536231.75.peg.3892	5365	3315	5454	13281	3811	4084
fig|536231.75.peg.3893	8149	5811	8027	13684	6475	7336
fig|536231.75.peg.3894	7849.162	5347.341	5591.012	20409.946	7572.552	7759.322
fig|536231.75.peg.3895	2424.838	1341.659	1573.988	6749.054	1440.448	1526.678
fig|536231.75.peg.3896	163	127	129	517	330	283
fig|536231.75.peg.3897	577	426	434	627	447	362
fig|536231.75.peg.3898	166	103	76	729	116	160
fig|536231.75.peg.3899	19	22	22	66	32	3
fig|536231.75.peg.3900	57	52	38	25	62	50
fig|536231.75.peg.3901	439.771	303.102	313.416	1780	444.012	237
fig|536231.75.peg.3902	371.229	238.898	207.584	277	264.988	186
fig|536231.75.peg.3903	56	52	24	165	176	89
fig|536231.75.peg.3904	1	0	0	0	0	0
fig|536231.75.peg.3905	31	22	21	47	69	28
fig|536231.75.peg.3906	28	17	32	13	32	10
fig|536231.75.peg.3907	792	707	511	6569	771	944
fig|536231.75.peg.3908	0	0	0	8	0	0
fig|536231.75.peg.3909	2956	2271	2322	2092	971	771
fig|536231.75.peg.3910	213	158	216	307	139	126
fig|536231.75.peg.3911	82	46	62	142	176	25
fig|536231.75.peg.3912	144	97	97	300	235	96
fig|536231.75.peg.3913	61	45	24	106	83	12
fig|536231.75.peg.3914	25	33	7	48	17	0
fig|536231.75.peg.3915	527	517	316	450	447	340
fig|536231.75.peg.3916	311	212	259	394	364	437
fig|536231.75.peg.3917	368	335	275	400	304	260
fig|536231.75.peg.3918	277	202	178	245	205	88
fig|536231.75.peg.3919	425	352	327	276	366	346
fig|536231.75.peg.3920	1918.097	1141	1619	974	2171	993
fig|536231.75.peg.3921	283.903	185	133	162	76	66
fig|536231.75.peg.3922	1189	935	923	1373	809	560
fig|536231.75.peg.3923	191	157	114	507	74	81
fig|536231.75.peg.3924	0	3	3	40	0	16
fig|536231.75.peg.3925	105	84	130	532	318	238
fig|536231.75.peg.3926	243	238	248	559	124	133
fig|536231.75.peg.3927	577	472	471	1596	441	412
fig|536231.75.peg.3928	1521	1282	1530	6584	1714	2118
fig|536231.75.peg.3929	0	0	0	0	0	0
fig|536231.75.peg.3930	422	315	346	598	204	305
fig|536231.75.peg.3931	470	425	502	677	230	207
fig|536231.75.peg.3932	360	243	335	280	85	152
fig|536231.75.peg.3933	263	275	222	317	76	38
fig|536231.75.peg.3934	1	2	1	0	0	0
fig|536231.75.peg.3935	1501	1245	1270	3810	821	632
fig|536231.75.peg.3936	923	789	933	3434	435	391
fig|536231.75.peg.3937	1005	889	1238	3009	951	966
fig|536231.75.peg.3938	786	409	873	862	197	220
fig|536231.75.peg.3939	590	493	733	518	278	324
fig|536231.75.peg.3940	1322	1316	1388	689	610	470
fig|536231.75.peg.3941	1274	1218	1418	607	638	504
fig|536231.75.peg.3942	77	74	86	290	122	225
fig|536231.75.peg.3943	444	334	281	492	287	208
fig|536231.75.peg.3944	130.062	88	101	222	109	110
fig|536231.75.peg.3945	54.938	32	31	49	25	6
fig|536231.75.peg.3946	194	92	106	710	172	160
fig|536231.75.peg.3947	19	4	21	63	19	11
fig|536231.75.peg.3948	67	45	52	314	143	98
fig|536231.75.peg.3949	0	0	0	0	0	0
fig|536231.75.peg.3950	0	0	0	0	0	0
fig|536231.75.peg.3951	93	104	89	267	156	196
fig|536231.75.peg.3952	20	18	19	255	17	44
fig|536231.75.peg.3953	51	47	67	243	14	77
fig|536231.75.peg.3954	881	663	705	2285	1245	1807
fig|536231.75.peg.3955	0	0	0	1	0	0
fig|536231.75.peg.3956	7	2	0	0	0	0
fig|536231.75.peg.3957	4	11	6	15	0	0
fig|536231.75.peg.3958	103	44	61	62	152	30
fig|536231.75.peg.3959	230	129	151	449	132	135
fig|536231.75.peg.3960	0	2	0	7	8	0
fig|536231.75.peg.3961	1	6	1	12	0	1
fig|536231.75.peg.3962	0	0	0	0	0	0
fig|536231.75.peg.3963	11	4	11	16	53	0
fig|536231.75.peg.3964	0	0	7	34	0	0
fig|536231.75.peg.3965	5	1	7	15	41	0
fig|536231.75.peg.3966	0	0	0	0	0	0
fig|536231.75.peg.3967	20	9.667	8.77	0	46	2
fig|536231.75.peg.3968	21	14	14	56	67	44
fig|536231.75.peg.3969	0	0	0	0	0	0
fig|536231.75.peg.3970	11	12	14	27	72	12
fig|536231.75.peg.3971	0	1	8	14	0	0
fig|536231.75.peg.3972	5	6	1	28	0	0
fig|536231.75.peg.3973	7	2	8	251	20	61
fig|536231.75.peg.3974	0	0	0	0	0	0
fig|536231.75.peg.3975	116	78	101	834	96	79
fig|536231.75.peg.3976	23	15	20	128	27	0
fig|536231.75.peg.3977	93	87	154	282	95	104
fig|536231.75.peg.3978	73	92	97	257	101	59
fig|536231.75.peg.3979	18	12	35	99	0	7
fig|536231.75.peg.3980	111	88	84	140	64	58
fig|536231.75.peg.3981	58	40	45	130	18	15
fig|536231.75.peg.3982	17	11	25	33	37	1
fig|536231.75.peg.3983	265	217	93	90	67	14
fig|536231.75.peg.3984	1503	1205	1345	2115	1774	1695
fig|536231.75.peg.3985	761	519	603	1523	906	733
fig|536231.75.peg.3986	1	1	3	5	21	0
fig|536231.75.peg.3987	2	0	0	0	0	0
fig|536231.75.peg.3988	22	22	20	62	21	23
fig|536231.75.peg.3989	71	80	68	171	94	71
fig|536231.75.peg.3990	86	64	51	134	115	53
fig|536231.75.peg.3991	74	62	93	565	131	104
fig|536231.75.peg.3992	43	25	28	105	105	29
fig|536231.75.peg.3993	6	3	5	87	0	16
fig|536231.75.peg.3994	38	24	50	174	35	110
fig|536231.75.peg.3995	354	295	345	1210	362	369
fig|536231.75.peg.3996	153	76	70	1390	190	136
fig|536231.75.peg.3997	20	7	29	60	38	26
fig|536231.75.peg.3998	0	4	1	0	0	0
fig|536231.75.peg.3999	11	9	2	6	0	0
fig|536231.75.peg.4000	2	3	1	5	0	6
fig|536231.75.peg.4001	16.002	14	10.652	31	0	0
fig|536231.75.peg.4002	21.998	34	27.348	21	55	26
fig|536231.75.peg.4003	25	19	34	281	170	71
fig|536231.75.peg.4004	320	256	184	486	443	355
fig|536231.75.peg.4005	135	100	115	173	125	180
fig|536231.75.peg.4006	100	81	115	459	251	149
fig|536231.75.peg.4007	84	45	46	56	50	55
fig|536231.75.peg.4008	3	3	7	0	29	16
fig|536231.75.peg.4009	5135	2986	3650	3163	1587	1148
fig|536231.75.peg.4010	1.43	0	0	1.223	7.231	0
fig|536231.75.peg.4013	0	0	0	0	0	0
fig|536231.75.peg.4014	0	0	0	0	0	0
fig|536231.75.peg.4015	28	23	27	420	73	51
fig|536231.75.peg.4016	2738.666	2160.621	2365.083	11243.705	2860.011	2889
fig|536231.75.peg.4017	218.334	230.379	239.917	185.295	155.989	95
fig|536231.75.peg.4018	20	11	23	47	27	29
fig|536231.75.peg.4019	323	272	322	1828	217	477
fig|536231.75.peg.4020	1029.422	775.518	1186.229	4681.608	1025	1603
fig|536231.75.peg.4021	164.578	148.482	255.771	525.392	137	179
fig|536231.75.peg.4022	1642	1351	1657	4618	1502	1689
fig|536231.75.peg.4023	959	765	897	4120	974	1257
fig|536231.75.peg.4024	3664	2831	2493	9757	2166	1707
fig|536231.75.peg.4025	300	300	251	299	297	132
fig|536231.75.peg.4026	7660	7002	4754	4258	3181	3442
fig|536231.75.peg.4027	491	358	410	610	337	228
fig|536231.75.peg.4028	645	544	516	1142	817	435
fig|536231.75.peg.4029	532	376.524	455	1497	536	621
fig|536231.75.peg.4030	126	114.476	173	117	103	132
fig|536231.75.peg.4031	1913	998	1410	746	881	704
fig|536231.75.peg.4032	357	236	266	169	136	81
fig|536231.75.peg.4033	74	57	78	90	39	62
fig|536231.75.peg.4034	38	33	40	178	79	15
fig|536231.75.peg.4035	19	9	10	35	54	13
fig|536231.75.peg.4036	85	91	66	356	127	64
fig|536231.75.peg.4037	74	68	75	435	285	275
fig|536231.75.peg.4038	152	130	92	387	120	192
fig|536231.75.peg.4039	6374	4286	3865	20566	6370	5864
fig|536231.75.peg.4040	0	0	0	0	0	0
fig|536231.75.peg.4041	12	3	2	103	0	13
fig|536231.75.peg.4042	457	285	347.333	444	337	118
fig|536231.75.peg.4043	474.835	200	256	3240.914	698	411
fig|536231.75.peg.4044	1146.165	1036	1145	1632.086	669	816
fig|536231.75.peg.4045	948	766	766	5015	774	1002
fig|536231.75.peg.4046	4	3	10	63	57	30
fig|536231.75.peg.4047	1	0	0	3	3	0
fig|536231.75.peg.4048	0	0	0	5	18	0
fig|536231.75.peg.4049	4	7	15	146	42	62
fig|536231.75.peg.4050	1	7	14	110	61	50
fig|536231.75.peg.4051	0	0	0	0	0	0
fig|536231.75.peg.4052	7	3	4	88	46	49
fig|536231.75.peg.4053	8	4	18	41	10	0
fig|536231.75.peg.4054	5	18	17	178	47	0
fig|536231.75.peg.4055	21	20	17	332	74	33
fig|536231.75.peg.4056	27	14	32	207	39	51
fig|536231.75.peg.4057	8	3	3	10	0	0
fig|536231.75.peg.4058	559.012	290.036	441.887	2494.978	616.266	601.834
fig|536231.75.peg.4059	10926.988	6871.964	9551.113	11526.022	8629.734	8511.166
fig|536231.75.peg.4060	237	99	83	169	64	7
fig|536231.75.peg.4061	17407.595	10273	8754	97391	10620	10027
fig|536231.75.peg.4062	362	158	210	2600.983	456	257
fig|536231.75.peg.4063	19	12	7	107.017	85	21
fig|536231.75.peg.4064	0	0	0	4	15	0
fig|536231.75.peg.4065	382	252	303	580	336	236
fig|536231.75.peg.4066	40	20	24	66	30	10
fig|536231.75.peg.4067	5598	4051	4051	12547	5738	5173
fig|536231.75.peg.4068	1162	884	886	1286	1030	708
fig|536231.75.peg.4069	2358	1933	1737	2945	2140	1440
fig|536231.75.peg.4070	1265	977	912	676	431	413
fig|536231.75.peg.4071	8972	7761	9118	4141	5430	4163
fig|536231.75.peg.4072	3024	2344	3269.961	5435	1482	1017
fig|536231.75.peg.4073	784.088	629	971.039	2820	345	292
fig|536231.75.peg.4074	3808	3115	4253	2735	3736	1959
fig|536231.75.peg.4075	12.243	5	7	5	19	10
fig|536231.75.peg.4076	50.757	36	55	91	57	17
fig|536231.75.peg.4077	597	455	534	511	312	149
fig|536231.75.peg.4078	1712	1302	1137	1374	1258	884
fig|536231.75.peg.4079	1792	1204	1086	1399	1530	1313
fig|536231.75.peg.4080	405	368	347	1353	611	416
fig|536231.75.peg.4081	294	244	196	788	218	216
fig|536231.75.peg.4082	244	222	249	612	331	258
fig|536231.75.peg.4083	278	234	336	1214	717	476
fig|536231.75.peg.4084	0	0	0	0	0	0
fig|536231.75.peg.4085	2802	2025	2213	3973	3328	2141
fig|536231.75.peg.4086	3271	2993	2459	2748	2730	2504
fig|536231.75.peg.4087	122	88	82	148	88	56
fig|536231.75.peg.4088	198	107	210	735	195	285
fig|536231.75.peg.4089	340	207	294	1574	330	191
fig|536231.75.peg.4090	858	484	500	708	253	105
fig|536231.75.peg.4091	544	432	326	1341	642	598
fig|536231.75.peg.4092	0	0	0	0	0	0
fig|536231.75.peg.4093	721	672	921.294	715	605	374
fig|536231.75.peg.4094	45	27	39	15	28	35
fig|536231.75.peg.4095	1394	1454	2053	610	1199	788
fig|536231.75.peg.4096	0	0	0	0	0	0
fig|536231.75.peg.4097	136	163	233	53	125	99
fig|536231.75.peg.4098	23	27	23	0	21	14
fig|536231.75.peg.4099	192	129	101	651	241	255
fig|536231.75.peg.4102	0	0	0	2.595	0	0
fig|536231.75.peg.4103	50.78	39	27.158	5	60	0
fig|536231.75.peg.4104	73.22	30	41.842	63	57	25
fig|536231.75.peg.4105	602	585	565	596	124	120
fig|536231.75.peg.4106	2297.129	2165.578	2116.444	4994.765	1231.623	1377.68
fig|536231.75.peg.4107	3676.871	2724.422	3379.556	6029.235	1683.377	1804.32
fig|536231.75.peg.4108	1557	1575	1610	3578	982	1321
fig|536231.75.peg.4109	5653	4738	5353	12167	4392	4424
fig|536231.75.peg.4110	609	397	581	1679	460	416
fig|536231.75.peg.4111	563.718	286.775	525.869	667.721	545.312	354.769
fig|536231.75.peg.4112	420.282	246.225	359.835	213.279	414.688	227.231
fig|536231.75.peg.4113	1856	1117	1411.297	1616	911	905
fig|536231.75.peg.4114	860.654	738.3	779.948	454.211	408	360.642
fig|536231.75.peg.4115	125.346	101.7	84.051	84.789	0	25.358
fig|536231.75.peg.4116	0	0	0	0	0	0
fig|536231.75.peg.4117	418	236	234	1730.368	272	278
fig|536231.75.peg.4118	727	554	466	3489.632	931	844
fig|536231.75.peg.4119	90	25	64	1469.684	62	108
fig|536231.75.peg.4120	1236	842	728	1918	412	451
fig|536231.75.peg.4121	949.003	629	638	558	536	365
fig|536231.75.peg.4122	2122.997	1491	1063	297	173	241
fig|536231.75.peg.4123	307	167	225	472	198	145
fig|536231.75.peg.4124	0	0	0	0	0	0
fig|536231.75.peg.4125	14	14	20	27	0	0
fig|536231.75.peg.4126	31	31	20	59	0	16
fig|536231.75.peg.4127	77	64	49	95	139	79
fig|536231.75.peg.4128	1242	1096	1147	1105	581	543
fig|536231.75.peg.4129	1241	941	1165	608	344	413
fig|536231.75.peg.4130	29	21	21	115	85	31
fig|536231.75.peg.4131	25	26	28	65	152	17
fig|536231.75.peg.4132	5	6	1	18	0	12
fig|536231.75.peg.4133	0	0	0	0	0	0
fig|536231.75.peg.4134	43	37	53	152	119	146
fig|536231.75.peg.4135	29	16	10	58	0	35
fig|536231.75.peg.4136	2	7	4	33	0	0
fig|536231.75.peg.4137	33	17	33	64	56	49
fig|536231.75.peg.4138	1	0	1	10	0	0
fig|536231.75.peg.4139	10	8	6	12	12	0
fig|536231.75.peg.4140	2	1	8	19	38	0
fig|536231.75.peg.4141	11	6	7	0	2	6
fig|536231.75.peg.4142	20	14	21	8	115	7
fig|536231.75.peg.4143	597.755	414	606	913	636.066	489
fig|536231.75.peg.4144	15	11	19	109	29	53
fig|536231.75.peg.4145	13	18	24	52	122	67
fig|536231.75.peg.4146	27	25	19	55	89	32
fig|536231.75.peg.4147	3	9	5	6	58	0
fig|536231.75.peg.4148	5	0	6	25	29	0
fig|536231.75.peg.4149	13	21	23	38	61	52
fig|536231.75.peg.4150	25	22	23	75	79	12
fig|536231.75.peg.4151	27	10	15	58	61	9
fig|536231.75.peg.4152	9	7	20	73	103	12
fig|536231.75.peg.4153	9	2	4	29	23	40
fig|536231.75.peg.4154	12	6	14	28	82	34
fig|536231.75.peg.4155	0	1	2	11	32	15
fig|536231.75.peg.4156	2	2	0	0	10	0
fig|536231.75.peg.4157	1	0	0	8	13	0
fig|536231.75.peg.4158	13	13	14	103	59	53
fig|536231.75.peg.4159	9	0	0	20	52	18
fig|536231.75.peg.4160	3	3	0	45	24	16
fig|536231.75.peg.4161	16	0	3	0	0	0
fig|536231.75.peg.4162	11	4	3	7	0	0
fig|536231.75.peg.4164	173.245	140	174	411	165.934	168
fig|536231.75.peg.4165	640	554	767	1310	793	946
fig|536231.75.peg.4166	983.871	837.483	852.527	1001.072	832	861
fig|536231.75.peg.4167	533.689	373.053	350.961	354.928	275.888	306
fig|536231.75.peg.4168	2401.44	1836.464	1715.511	1031	1093.112	857
fig|536231.75.peg.4169	320	185	169.09	134	88	100
fig|536231.75.peg.4170	7	15	12.91	0	0	20
fig|536231.75.peg.4171	289	179	228	336	354	583
fig|536231.75.peg.4172	331	228	287	195	289	370
fig|536231.75.peg.4173	274	170	243	162	378	239
fig|536231.75.peg.4174	505	350	297	1396	640	468
fig|536231.75.peg.4175	515	356	380	723	705	802
fig|536231.75.peg.4176	508	381	291	1750	994	938
fig|536231.75.peg.4177	28	30	37	67	172	174
fig|536231.75.peg.4178	29	12	35	43	167	176
fig|536231.75.peg.4179	349	236	301	485	891	1048
fig|536231.75.peg.4180	1421	854	1226	252	1103	314
fig|536231.75.peg.4181	0	0	0	0	0	0
fig|536231.75.peg.4182	33	23	42	386	81	54
fig|536231.75.peg.4183	765	485	575	219	385	288
fig|536231.75.peg.4184	386.076	125	235	5319	173	168
fig|536231.75.peg.4185	1484.515	853.246	981.461	3301.815	523.884	386.848
fig|536231.75.peg.4186	3694.409	2978.754	2444.539	8549.185	1871.116	2214.152
fig|536231.75.peg.4187	31.912	19	13	31	1	29
fig|536231.75.peg.4188	25.326	21	19	54	39	0
fig|536231.75.peg.4189	329.762	254	262	282	239	219
fig|536231.75.peg.4190	0	0	0	0	0	0
fig|536231.75.peg.4191	151	74	82	375	158	90
fig|536231.75.peg.4192	1917	1399	1285	1271	1200	998
fig|536231.75.peg.4194	9	4	5	49	77	45
fig|536231.75.peg.4195	6	3	6	48	12	9
fig|536231.75.peg.4196	601	356	358	1853	620	482
fig|536231.75.peg.4197	14	18	13	37	20	0
fig|536231.75.peg.4198	8	5	8	44	0	0
fig|536231.75.peg.4199	20	23	9	30	12	71
fig|536231.75.peg.4200	7	1	7	9	0	0
fig|536231.75.peg.4201	0	1	0	0	31	0
fig|536231.75.peg.4202	33	14	18	121	36	56
fig|536231.75.peg.4203	92	65	53	45	112	80
fig|536231.75.peg.4204	4	12	8	6	0	39
fig|536231.75.peg.4205	22	9	15	12	11	13
fig|536231.75.peg.4206	0	0	0	0	0	0
fig|536231.75.peg.4207	36	33	32	38	49	78
fig|536231.75.peg.4208	15	5	11	26	30	14
fig|536231.75.peg.4209	1	0	0	0	0	0
fig|536231.75.peg.4210	33	28	31	33	80	55
fig|536231.75.peg.4211	0	0	0	0	11	0
fig|536231.75.peg.4212	124	85	68	413	78	55
fig|536231.75.peg.4213	12	0	2	4	0	0
fig|536231.75.peg.4214	1	0	1	61	13	13
fig|536231.75.peg.4215	1	3	2	0	18	0
fig|536231.75.peg.4216	5	2	6	34	43	0
fig|536231.75.peg.4217	6	4	6	39	23	0
fig|536231.75.peg.4218	0	2	1	4	0	0
fig|536231.75.peg.4219	648	645	653	698	216	177
fig|536231.75.peg.4220	648	508	525	1008	536	378
fig|536231.75.peg.4221	945	738	779	991	654	612
fig|536231.75.peg.4222	836	587	635	1069.036	659	751
fig|536231.75.peg.4223	246	109	173	235.964	159	102
fig|536231.75.peg.4224	104	71	57	56	41	41
fig|536231.75.peg.4225	942	738	807	633	461	450
fig|536231.75.peg.4226	91	41	37	20	21	0
fig|536231.75.peg.4227	112	78	127	279	108	51
fig|536231.75.peg.4228	247	175	247	318	168	200
fig|536231.75.peg.4229	3719	2395	2780	7726	3206	1965
fig|536231.75.peg.4230	60	32	43	29	63	24
fig|536231.75.peg.4231	0	0	0	0	0	0
fig|536231.75.peg.4232	406	373	388	981	335	300
fig|536231.75.peg.4233	2758	2236	1884	5953	5238	3642
fig|536231.75.peg.4234	302.002	232	274	768.585	342.002	240
fig|536231.75.peg.4235	13.998	7	5	90.415	39.998	18
fig|536231.75.peg.4236	10	5	8.655	97.939	0	0
fig|536231.75.peg.4237	94	58	93.345	287.061	118	62
fig|536231.75.peg.4238	18	13	16	29	2	41
fig|536231.75.peg.4239	0	0	0	0	0	0
fig|536231.75.peg.4240	25	38	24	62	26	15
fig|536231.75.peg.4241	52	50	41	179	65	43
fig|536231.75.peg.4242	79	50	44	83	24	54
fig|536231.75.peg.4243	0	0	0	0	0	0
fig|536231.75.peg.4244	20	26	28	3	42	0
fig|536231.75.peg.4245	178	110	115	162	177	51
fig|536231.75.peg.4246	321	237	274	285	158	349
fig|536231.75.peg.4247	1294	1092	980	533	348	190
fig|536231.75.peg.4248	974	811	893	1408	767	676
fig|536231.75.peg.4249	2159	1549	1715	2300	1344	1235
fig|536231.75.peg.4250	0	0	0	9	0	0
fig|536231.75.peg.4251	21	7	16	39	12	38
fig|536231.75.peg.4252	11	12	20	13	7	13
fig|536231.75.peg.4253	146	99	127	615	150	121
fig|536231.75.peg.4254	65	63	55	111	48	47
fig|536231.75.peg.4255	32	36	50	115	68	40
fig|536231.75.peg.4256	7	9	15	90	15	0
fig|536231.75.peg.4257	21	22	24	451	63	88
fig|536231.75.peg.4258	0	0	0	0	0	0
fig|536231.75.peg.4259	2	5	16	5	10	0
fig|536231.75.peg.4260	346	229	277	386	116	87
fig|536231.75.peg.4261	28	37	34	41.386	12	6
fig|536231.75.peg.4262	150	89	155.917	213.535	18	59
fig|536231.75.peg.4263	590	444	668.083	1785.079	221	433
fig|536231.75.peg.4264	51	35	48	120	24	55
fig|536231.75.peg.4265	311	242	277	737	288	301
fig|536231.75.peg.4266	0	0	2	7	0	0
fig|536231.75.peg.4267	206	154	203	123	73	78
fig|536231.75.peg.4268	140	81	124	150	101	101
fig|536231.75.peg.4269	59	44	65	42	42	17
fig|536231.75.peg.4270	2	0	3	0	0	1
fig|536231.75.peg.4271	28	32	16	157	46	8
fig|536231.75.peg.4272	35	27	30	158.317	44	40
fig|536231.75.peg.4273	10.133	3.572	3.148	26.552	0	0
fig|536231.75.peg.4274	287.867	249.428	195.852	322.131	261	267
fig|536231.75.peg.4275	206	128	170	318	725	565
fig|536231.75.peg.4276	20	30	31	217	148	128
fig|536231.75.peg.4277	0	0	0	0	0	0
fig|536231.75.peg.4278	272	230	197	858	501	350
fig|536231.75.peg.4279	34	38	41	97	60	116
fig|536231.75.peg.4280	12	10	20	49	15	54
fig|536231.75.peg.4281	123	125	94	421	280	430
fig|536231.75.peg.4282	113	86	86	307	260	166
fig|536231.75.peg.4283	455	328	392	1158	377	447
fig|536231.75.peg.4284	1013	711	745	3244	2650	2729
fig|536231.75.peg.4285	370	180	268	1674	620	481
fig|536231.75.peg.4286	764	427	400	771	418	364
fig|536231.75.peg.4287	842	522	515	1064	612	355
fig|536231.75.peg.4288	0	0	0	0	0	0
fig|536231.75.peg.4290	110	104	90	84	137	99
fig|536231.75.peg.4291	43	24	53	73	96	82
fig|536231.75.peg.4292	66	99	65	113	120	104
fig|536231.75.peg.4293	0	0	0	0	0	0
fig|536231.75.peg.4294	0	0	0	0	1	0
fig|536231.75.peg.4295	0	0	0	0	0	0
fig|536231.75.peg.4296	4811	3529	3149	1951	2048	1603
