patricID	btri_t12_riA	btri_t12_riB	btri_t12_riC	btri_t36_riA	btri_t36_riB	btri_t36_riC
fig|536231.75.peg.2151	14	6	2	25	28	0
fig|536231.75.peg.2152	0	0	3	2	0	0
fig|536231.75.peg.2153	0	0	0	0	0	0
fig|536231.75.peg.2154	7	0	10	15	34	0
fig|536231.75.peg.2155	1	8	3	28	3	33
fig|536231.75.peg.2156	0	0	1	14	0	0
fig|536231.75.peg.2157	5	9	1	76	43	24
fig|536231.75.peg.2158	1109	821	790	1922	547	541
fig|536231.75.peg.2159	0	0	0	0	0	0
fig|536231.75.peg.2160	2	1	0	3	16	17
fig|536231.75.peg.2161	0	0	2	7	10	0
fig|536231.75.peg.2162	0	0	0	0	0	0
fig|536231.75.peg.2163	4	3	2	14	45	31
fig|536231.75.peg.2164	0	1	0	0	0	0
fig|536231.75.peg.2165	0	1	0	0	0	0
fig|536231.75.peg.2166	3.5	12.924	6	13	31.457	0
fig|536231.75.peg.2167	6	3	0	0	0	0
fig|536231.75.peg.2168	153	218	204	698	66.023	102
fig|536231.75.peg.2169	104	102	169	910	78	156
fig|536231.75.peg.2170	1	0	0	0	0	0
fig|536231.75.peg.2171	8	9	3	38	24	72
fig|536231.75.peg.2172	1	2	0	8	19	29
fig|536231.75.peg.2173	0	0	0	0	0	0
fig|536231.75.peg.2174	114	64	46	285	73	37
fig|536231.75.peg.2175	3	0	0	10	0	0
fig|536231.75.peg.2176	2	5	5	30	13	0
fig|536231.75.peg.2177	0	4	1	20	14	0
fig|536231.75.peg.2178	0	0	0	10	0	0
fig|536231.75.peg.2179	1	2	0	4	21	0
fig|536231.75.peg.2180	0	0	0	0	0	0
fig|536231.75.peg.2181	0	0	1	5	17	0
fig|536231.75.peg.2182	0	0	0	0	0	0
fig|536231.75.peg.2183	0	0	0	0	0	0
fig|536231.75.peg.2184	43	26	42	34	38	0
fig|536231.75.peg.2185	17	24	14	24	0	57
fig|536231.75.peg.2186	246	142	211	188	222	204
fig|536231.75.peg.2187	936	834	936	608	953	821
fig|536231.75.peg.2188	327	246	255	537	419	271
fig|536231.75.peg.2189	162	144	138	242	52	59
fig|536231.75.peg.2190	377	358	293	917	291	180
fig|536231.75.peg.2191	220	134	172	329	130	161
fig|536231.75.peg.2192	27186.157	19255	20711	12705	13816	10225
fig|536231.75.peg.2193	741	587	711	542	389	350
fig|536231.75.peg.2194	815.998	575	518	728	683	432
fig|536231.75.peg.2195	67.002	31	53	16	97	79
fig|536231.75.peg.2196	65	47	71	14	41	11
fig|536231.75.peg.2197	443	390	375	820	710	548
fig|536231.75.peg.2198	221	167	182	295	167	102
fig|536231.75.peg.2199	4	2	3	0	0	0
fig|536231.75.peg.2200	501.478	279.989	257.482	178.888	89.56	89.033
fig|536231.75.peg.2201	939.522	613.011	652.518	1591.112	571.44	423.967
fig|536231.75.peg.2202	2361	2212	2023	1391	921	859
fig|536231.75.peg.2203	51	39	51	24	19	54
fig|536231.75.peg.2204	446	253	318	230	126	90
fig|536231.75.peg.2205	0	0	0	0	0	0
fig|536231.75.peg.2206	471	354	421	4259	973	956
fig|536231.75.peg.2207	6142	6071	6259	17971.487	2890	4368
fig|536231.75.peg.2208	1893	1683	1824	6286	943	1510
fig|536231.75.peg.2209	2178	1614	2081	2001	594	742
fig|536231.75.peg.2210	1269	984	1250	1455	413	485
fig|536231.75.peg.2211	3846	2822	3558	3757	1737	2214
fig|536231.75.peg.2212	9520	7320	7887	7009	5548	5293
fig|536231.75.peg.2213	60	65	33	138	0	22
fig|536231.75.peg.2214	421	298	422	1280	346	410
fig|536231.75.peg.2215	2157	1556	1781	5994	2366	1641
fig|536231.75.peg.2216	10969	8087	9066	9612	7425	6998
fig|536231.75.peg.2217	1636	1085	1235	1027	622	621
fig|536231.75.peg.2218	363	330	354	647	328	232
fig|536231.75.peg.2219	626	383	550	1190	418	381
fig|536231.75.peg.2220	262	175	254	270	87	183
fig|536231.75.peg.2221	450	256	368	334	242	256
fig|536231.75.peg.2222	4629	3144	3739	6166	2067	1725
fig|536231.75.peg.2223	3261.125	2929.993	2998.874	2923.456	1343.965	1183
fig|536231.75.peg.2224	412.875	376.007	355.614	610.544	343.035	143
fig|536231.75.peg.2225	1766	1164	1459.511	8070	1239	1412
fig|536231.75.peg.2226	5358	4035	3983	9508	2395	1642
fig|536231.75.peg.2227	56	38	75	133	67	119
fig|536231.75.peg.2228	98	97	79	237	196	50
fig|536231.75.peg.2229	187	188	147	214	150	262
fig|536231.75.peg.2230	3	8	2	0	0	0
fig|536231.75.peg.2231	1	2	0	5	0	0
fig|536231.75.peg.2232	806	606	453	1764	722	614
fig|536231.75.peg.2233	15	17	26	290	126	89
fig|536231.75.peg.2234	173	135	135	71	67	76
fig|536231.75.peg.2235	47	33	27	84	22	0
fig|536231.75.peg.2236	5576	3937	4265	3843	1918	1458
fig|536231.75.peg.2237	5953	3227	2719	10567	2092	1203
fig|536231.75.peg.2238	9847	8086	6453	12088	2880	4365
fig|536231.75.peg.2239	298	282	307	1330	477	367
fig|536231.75.peg.2240	244	160	221	568	289	217
fig|536231.75.peg.2241	603	353	485	2596	966	752
fig|536231.75.peg.2242	323	182	393.847	776	454	355
fig|536231.75.peg.2243	2509	1936	2555.153	4667	4470	3185
fig|536231.75.peg.2244	85	58	103.742	113	136	137
fig|536231.75.peg.2245	29	38	48.258	74	50	56
fig|536231.75.peg.2246	958.335	751.001	922	1889	1516	1400
fig|536231.75.peg.2247	217.665	160.999	126	367	183	200
fig|536231.75.peg.2248	3073	2696	2414	939	1228	1309
fig|536231.75.peg.2249	1379	952	1029	2341	740	950
fig|536231.75.peg.2250	222	181	142	325	249	165
fig|536231.75.peg.2251	428.189	240	479	4289.165	290	957
fig|536231.75.peg.2252	1105.998	616.001	784.954	19968.046	632.565	899.078
fig|536231.75.peg.2253	287.488	194.711	291.938	7653.492	601.653	589.546
fig|536231.75.peg.2254	2973.325	2343.288	2703.108	17170.635	3754.782	4632.376
fig|536231.75.peg.2255	8715.746	6369.506	7176.319	23351.671	7352.424	7182.179
fig|536231.75.peg.2256	2464.254	1819.494	1943.681	5660.63	1376.576	1544.821
fig|536231.75.peg.2257	128	72	111	10	43	34
fig|536231.75.peg.2258	273	207	237	230	172	80
fig|536231.75.peg.2259	1052	900	1090	726	744	843
fig|536231.75.peg.2260	590	543	591	302	238	206
fig|536231.75.peg.2261	490	354	421	468	301	330
fig|536231.75.peg.2262	367	184	339	134	136	81
fig|536231.75.peg.2263	514	240	356.005	1312	587	458
fig|536231.75.peg.2264	2210	1774	2250	3133	1819	1431
fig|536231.75.peg.2265	560	461	652	1001	486	523
fig|536231.75.peg.2266	495	349	409	507	153	306
fig|536231.75.peg.2267	450	346	477	570	289	370
fig|536231.75.peg.2268	437	412	478	987	359	689
fig|536231.75.peg.2269	123	137	141	485	217	132
fig|536231.75.peg.2270	1098	771	879	5253	1892	1266
fig|536231.75.peg.2271	2059	1523	1721	5524	3395	2180
fig|536231.75.peg.2272	1826	1283	1527	3497	1873	1258
fig|536231.75.peg.2273	847	639	745	451	293	287
fig|536231.75.peg.2274	28	27	33	32	20	33
fig|536231.75.peg.2275	66	22	66	33	112	28
fig|536231.75.peg.2276	22	13	23	46	53	53
fig|536231.75.peg.2277	0	0	0	0	0	0
fig|536231.75.peg.2278	64	35	65	61	149	53
fig|536231.75.peg.2279	22	11	9	67	59	14
fig|536231.75.peg.2280	986	899	956	3441	1897	2681
fig|536231.75.peg.2281	503	376.35	540	321	706.138	865.017
fig|536231.75.peg.2282	74	73.65	55	70	72.862	74.983
fig|536231.75.peg.2283	103	41	113	219	104	81
fig|536231.75.peg.2284	30	9	27	534	32	59
fig|536231.75.peg.2285	0	0	0	12	0	0
fig|536231.75.peg.2286	33.689	15	15.925	231.266	92.806	69
fig|536231.75.peg.2287	307.311	181	241.075	664.734	331.194	417
fig|536231.75.peg.2288	2888	2417	3099	6312	2774	2625
fig|536231.75.peg.2289	3435	2825	3492	10217	3143	3279
fig|536231.75.peg.2290	113	55	113	871	69	196
fig|536231.75.peg.2291	207	149	183	1562	260	356
fig|536231.75.peg.2292	305.878	244.643	316.249	328.482	90.57	233.139
fig|536231.75.peg.2293	822.122	705.357	1003.751	2447.518	823.43	1106.861
fig|536231.75.peg.2294	71.728	31.52	58.319	103	11	26
fig|536231.75.peg.2295	157.617	136.25	190.681	251.95	33	36
fig|536231.75.peg.2296	1288.266	1214.23	1274.632	3592.05	1978	1854
fig|536231.75.peg.2297	1029.048	669.429	1086.914	3228.764	1107.919	1529
fig|536231.75.peg.2298	5367.34	3597.571	4628.454	11301.236	4784.081	5220
fig|536231.75.peg.2299	5322	4665	4327	5836	5614	4858
fig|536231.75.peg.2300	255	211	429	1200	360	330
fig|536231.75.peg.2301	456	301	375	750	450	145
fig|536231.75.peg.2302	932	761	1059	1962	941	925
fig|536231.75.peg.2303	1757	1343	1690	1879	1110	1092
fig|536231.75.peg.2304	422	352	484	2085	460	321
fig|536231.75.peg.2305	361.851	249.888	315.831	1909.212	603.366	220.923
fig|536231.75.peg.2306	269.149	104.112	195.169	646.788	157.634	146.077
fig|536231.75.peg.2307	1296.417	769.232	1064.737	2335.206	1281.173	1428.524
fig|536231.75.peg.2308	656.583	473.768	738.263	976.794	753.753	799.476
fig|536231.75.peg.2309	243	206	249	982	280.074	188
fig|536231.75.peg.2310	2316	1463	2409	4529	1194	1135
fig|536231.75.peg.2311	2449	1704	2565	15128	2667	3819
fig|536231.75.peg.2312	589	559	670	3373	473	562
fig|536231.75.peg.2313	1244	836	1277	7895	1200	1452
fig|536231.75.peg.2314	1767.003	1470	1691.954	4930.003	913	1627
fig|536231.75.peg.2315	45.406	22	32.791	298.997	0	24
fig|536231.75.peg.2316	10828.843	7554.245	9097.232	65429.565	26907.621	18801.025
fig|536231.75.peg.2317	1439.318	831.755	1289.848	3164.347	2912.379	2024.975
fig|536231.75.peg.2318	4284.43	1740	3633.175	7494.087	5894	2913
fig|536231.75.peg.2319	12553.628	10834	11733	14612	18711	15642
fig|536231.75.peg.2320	475	357	640	957	195	312
fig|536231.75.peg.2321	835.208	743.631	976.838	4433.897	1234.701	1083
fig|536231.75.peg.2322	1722.792	1454.369	2096.162	7398.103	1933.299	2745
fig|536231.75.peg.2323	1054	667	932	11308	2396	2073
fig|536231.75.peg.2324	2056	1824	2401	3605	1377	1465
fig|536231.75.peg.2325	2105	1505.425	2357	6221	2286	1999
fig|536231.75.peg.2326	93	74.575	98.715	146.317	59	107
fig|536231.75.peg.2327	208	95	192.285	194.683	58	86
fig|536231.75.peg.2328	96	60	78	160	25	65
fig|536231.75.peg.2329	0	0	0	0	0	0
fig|536231.75.peg.2330	1045	767	629	6164	878	1114
fig|536231.75.peg.2331	1212	795	917	7947	1433	1453
fig|536231.75.peg.2332	15	14	16	83	34	52
fig|536231.75.peg.2333	102	82	76	455	223	181
fig|536231.75.peg.2334	2	5	4	8	0	0
fig|536231.75.peg.2335	144	75	104	143	122	43
fig|536231.75.peg.2336	1065	878	798	931	546	336
fig|536231.75.peg.2337	102	85	63	49	12	28
fig|536231.75.peg.2338	394	299	324	1393	415	208
fig|536231.75.peg.2339	2170	1252	1625	3438	1307	1146
fig|536231.75.peg.2340	912	558	858	1768	476	553
fig|536231.75.peg.2341	539	448	546	614	154	201
fig|536231.75.peg.2342	0	0	0	0	0	0
fig|536231.75.peg.2343	0	1	1	0	0	0
fig|536231.75.peg.2344	3	0	0	0	0	0
fig|536231.75.peg.2345	0	0	0	9	0	0
fig|536231.75.peg.2346	224	257	368	2327	192	106
fig|536231.75.peg.2347	330	246	342	2500	257	161
fig|536231.75.peg.2348	1881.005	1504.06	2718.042	11	249.449	253
fig|536231.75.peg.2349	1947.975	2303.94	3702.717	27	489.551	564
fig|536231.75.peg.2350	16127.462	14035	28307.045	688	10075	7250
fig|536231.75.peg.2351	102.139	76	234.986	13	67.099	64
fig|536231.75.peg.2352	10748.622	9032.187	19457.649	394	4136.947	3192
fig|536231.75.peg.2353	1937.797	2113.512	3998.562	25	652.954	451.357
fig|536231.75.peg.2354	12498	12646.301	23141	907	4552	3135.643
fig|536231.75.peg.2355	5778.761	6640.153	9889.094	233.431	2125.421	1902.887
fig|536231.75.peg.2356	3335.563	3158.339	4946.727	163.569	1997.579	1282.113
fig|536231.75.peg.2357	5106.677	3356.508	7666.13	124	831	878
fig|536231.75.peg.2358	6079.436	4730.903	9829.548	69	790.005	560
fig|536231.75.peg.2359	8633.606	7428.668	12342.228	113.075	1263.293	754.815
fig|536231.75.peg.2360	7183.53	10819.552	10152.159	189.457	2565.438	1544.185
fig|536231.75.peg.2361	43659.425	54144.823	72074.11	554.468	9134.265	8234
fig|536231.75.peg.2362	13448	10792	19784	311	3325	1803
fig|536231.75.peg.2363	32	15	38	7	14	11
fig|536231.75.peg.2364	2569.223	2598	4525.465	123	949	1093
fig|536231.75.peg.2365	126.777	89	210.535	7	75	20
fig|536231.75.peg.2366	0	0	14	0	0	0
fig|536231.75.peg.2367	1808.396	1566	3275.001	84	734	673
fig|536231.75.peg.2368	134.604	94	160.999	0	61	5
fig|536231.75.peg.2369	5595	6113	9876	210	2758	2368
fig|536231.75.peg.2370	0	0	0	0	0	0
fig|536231.75.peg.2371	235	123	313	5	107	101
fig|536231.75.peg.2372	94	118	182	3	9	9
fig|536231.75.peg.2373	2290	1662	2721	93	771	575
fig|536231.75.peg.2374	120	108	221	11	22	30
fig|536231.75.peg.2375	70	45	103	0	14	45
fig|536231.75.peg.2376	31.559	10	35	2	15	0
fig|536231.75.peg.2377	2155.441	2048	3642	344	2577	2161
fig|536231.75.peg.2378	111	137	183	69	277	324
fig|536231.75.peg.2379	451.706	298	718	148	287	89
fig|536231.75.peg.2380	12.294	20	27	0	0	0
fig|536231.75.peg.2381	130.579	142.68	249.391	7	54.221	26.193
fig|536231.75.peg.2382	1543.113	1497.354	2408.608	123	1087.779	1486.807
fig|536231.75.peg.2383	221.308	234.966	457	16	159	239
fig|536231.75.peg.2384	79	42	82	15	30	0
fig|536231.75.peg.2385	3	0	9	0	0	0
fig|536231.75.peg.2386	93.192	69	122	14	14	7
fig|536231.75.peg.2387	567.528	546.423	933.734	48	162	383
fig|536231.75.peg.2388	110.281	113.577	202.266	32	41	29
fig|536231.75.peg.2389	0	0	0	0	19	0
fig|536231.75.peg.2390	289.334	249	499	52	114	80
fig|536231.75.peg.2391	88.666	55	119	29	75	10
fig|536231.75.peg.2392	3496	2747	5734	664	3066	2327
fig|536231.75.peg.2393	342	274	573	123	257	305
fig|536231.75.peg.2394	519	567	900	121	314	223
fig|536231.75.peg.2395	1740	1547	2735	484	1212	1345
fig|536231.75.peg.2396	923.726	702	1362	194	613	476
fig|536231.75.peg.2397	20.274	22	33	0	16	0
fig|536231.75.peg.2398	537	386	814	144	426	330
fig|536231.75.peg.2399	10.489	7	18.222	0	0	0
fig|536231.75.peg.2400	213.523	95	248.367	90	62.305	22
fig|536231.75.peg.2401	173.988	154	263.411	94	109.695	46
fig|536231.75.peg.2402	34	29	37	6	10	0
fig|536231.75.peg.2403	122.075	88.086	139	4	23	7
fig|536231.75.peg.2404	323.925	230.914	522	55	61	72
fig|536231.75.peg.2405	29	26	27	13	18	27
fig|536231.75.peg.2406	787	290	371	12415	543	242
fig|536231.75.peg.2407	98	44	99	24	57	76
fig|536231.75.peg.2408	7810	3721	3180	67944	4896	5150
fig|536231.75.peg.2409	820	431	896	126	297	468
fig|536231.75.peg.2410	206.608	186	195.552	192	170.149	172.571
fig|536231.75.peg.2411	240.685	148	256.186	1032.121	349.748	290.429
fig|536231.75.peg.2412	418.707	287	454.262	1468.879	445.102	395
fig|536231.75.peg.2413	218	140	242	964	205	337
fig|536231.75.peg.2414	322	242	354	784	585	566
fig|536231.75.peg.2415	11	6	4	17	21	6
fig|536231.75.peg.2416	1836	1434	1157	2140	980	680
fig|536231.75.peg.2417	0	0	0	0	0	0
fig|536231.75.peg.2418	1	3	0	9	38.75	0
fig|536231.75.peg.2419	8	10	3	106	155.25	221
fig|536231.75.peg.2420	0	0	0	0	0	0
fig|536231.75.peg.2421	7	8	4	11	6	0
fig|536231.75.peg.2422	4	0	0	10	6	0
fig|536231.75.peg.2423	11	1	17	148	0	7
fig|536231.75.peg.2424	50	30	49	395	44	93
fig|536231.75.peg.2425	27	5	22	282	52	36
fig|536231.75.peg.2426	0	0	0	0	0	16
fig|536231.75.peg.2427	9	9	21	84.465	0	0
fig|536231.75.peg.2428	5	3	4	65.763	1	16
fig|536231.75.peg.2429	14	10	5	105.772	70	36
fig|536231.75.peg.2430	0	0	0	0	0	0
fig|536231.75.peg.2431	0	0	0	0	0	0
fig|536231.75.peg.2432	1	0	1	0	0	0
fig|536231.75.peg.2433	6	0	6	6	3	0
fig|536231.75.peg.2434	0	4	4	12	11	0
fig|536231.75.peg.2437	1	1	0	0	0	9
fig|536231.75.peg.2438	27.16	34	28.317	14	0	10
fig|536231.75.peg.2439	16.84	9	7.683	24	15	15
fig|536231.75.peg.2440	0	1	0	0	0	11
fig|536231.75.peg.2441	11	7	8	27	11	48
fig|536231.75.peg.2442	287	266	303	1129	287	321
fig|536231.75.peg.2443	329	216	258	745	200	402
fig|536231.75.peg.2444	203	187	230	441	279	214
fig|536231.75.peg.2445	1849	1524	1405	2636	911	1201
fig|536231.75.peg.2446	612	409	401	306	427	227
fig|536231.75.peg.2447	11384	8574	11510	27103	12783	10631
fig|536231.75.peg.2448	21	7	6	97	18	11
fig|536231.75.peg.2449	289	270	312	429	363	295
fig|536231.75.peg.2450	187	123	170	200	141	96
fig|536231.75.peg.2451	9251	7668	7679	6066	6846	5211
fig|536231.75.peg.2452	137	90	86	137	159	68
fig|536231.75.peg.2453	47	51	53	71	54	27
fig|536231.75.peg.2454	66	50	56	38	100	23
fig|536231.75.peg.2455	2218	1648	1777	2923	2558	2248
fig|536231.75.peg.2456	168	152	102	274	71	183
fig|536231.75.peg.2457	2215.001	1841	1950	14374	1273	2230
fig|536231.75.peg.2458	5	1	0	12	0	0
fig|536231.75.peg.2459	135.999	80	112	3129	135	82
fig|536231.75.peg.2460	931	621	697	3838	411	628
fig|536231.75.peg.2461	191	139	135	271	117	92
fig|536231.75.peg.2462	7	14	9	11	27	0
fig|536231.75.peg.2463	0	1	3	14	0	0
fig|536231.75.peg.2464	0	0	0	0	0	0
fig|536231.75.peg.2465	5.018	17.119	19.116	101.309	53.254	20.025
fig|536231.75.peg.2466	30	28	28	23	56	15
fig|536231.75.peg.2467	21	24	13	55	111	82
fig|536231.75.peg.2468	39	14	22	52	41	11
fig|536231.75.peg.2469	12	5	5	57	0	0
fig|536231.75.peg.2470	18	6	29	50	33	0
fig|536231.75.peg.2471	0	0	0	0	0	0
fig|536231.75.peg.2472	241	253	172	194	81	90
fig|536231.75.peg.2473	1	1	1	0	0	0
fig|536231.75.peg.2474	0	0	0	1	0	0
fig|536231.75.peg.2475	95	76	101	347	184	278
fig|536231.75.peg.2476	151	137	122	251	174	175
fig|536231.75.peg.2477	3	1	8	4	13	0
fig|536231.75.peg.2478	17	16	19	41	0	47
fig|536231.75.peg.2479	10	8	4	15	12	0
fig|536231.75.peg.2480	0	0	0	0	0	0
fig|536231.75.peg.2481	58	32	27	69	82	61
fig|536231.75.peg.2482	30	37	18	33	53	48
fig|536231.75.peg.2483	16	18	17	15	71	16
fig|536231.75.peg.2484	491	406	512	838	375	294
fig|536231.75.peg.2485	422	365	441	728	422	262
fig|536231.75.peg.2486	373	467	403	311	264	79
fig|536231.75.peg.2487	98	49	47	202	102	67
fig|536231.75.peg.2488	32	16	34	57	0	11
fig|536231.75.peg.2489	2	0	1	0	0	0
fig|536231.75.peg.2490	69	69	57	15	0	30
fig|536231.75.peg.2491	3307	2071	2132	643	714	803
fig|536231.75.peg.2492	373	344.999	338.774	640.376	238	175
fig|536231.75.peg.2493	114.153	99.001	102.226	118.624	120	51
fig|536231.75.peg.2494	126.847	71	96	134	71	91
fig|536231.75.peg.2495	303	287	322	225	133	83
fig|536231.75.peg.2496	0	21.089	0	295.989	0	22.637
fig|536231.75.peg.2497	79	58	77	96	87	34
fig|536231.75.peg.2498	50	67	86	52	56	25
fig|536231.75.peg.2499	6	1	4	0	12	0
fig|536231.75.peg.2500	52	31	54.818	120	31	21.173
fig|536231.75.peg.2501	52	24	36.182	19	1	18.827
fig|536231.75.peg.2502	579	467	544	686	637	674
fig|536231.75.peg.2503	36	25	36	235	27	13
fig|536231.75.peg.2504	357	305	234	782	286	173
fig|536231.75.peg.2505	0	1	0	10	0	0
fig|536231.75.peg.2506	50	35	30	46	28	0
fig|536231.75.peg.2507	18	30	10	11	0	1
fig|536231.75.peg.2508	78	43	104	110	73	139
fig|536231.75.peg.2509	156	133	145	228	171	100
fig|536231.75.peg.2510	442	409	450	387	285	295
fig|536231.75.peg.2511	146	103	119	52	112	124
fig|536231.75.peg.2512	295	211	228	648	362	180
fig|536231.75.peg.2513	222	175	212	191	178	82
fig|536231.75.peg.2514	346	297	347	243	258	252
fig|536231.75.peg.2515	512	305	292	297	300	228
fig|536231.75.peg.2516	151	114	162	1684	413	549
fig|536231.75.peg.2517	32	23	28	569	31	66
fig|536231.75.peg.2518	3439	2572	2361	4466	2270	2271
fig|536231.75.peg.2519	25	4	9	36	0	25
fig|536231.75.peg.2520	17.493	7	15.634	7	13	0
fig|536231.75.peg.2521	24.507	1	10.366	11	28	0
fig|536231.75.peg.2522	32	18	35	23	25	27
fig|536231.75.peg.2523	27	25	17	23	22	0
fig|536231.75.peg.2524	268	187	306	104	197	200
fig|536231.75.peg.2525	3	5	0	0	0	12
fig|536231.75.peg.2526	57	50	74	57	25	33
fig|536231.75.peg.2527	220	183	274	277	61	109
fig|536231.75.peg.2528	119	93	148	450	76	57
fig|536231.75.peg.2529	91	95	129	172	108	124
fig|536231.75.peg.2530	318.033	259.236	413.519	3099.022	617.606	412.413
fig|536231.75.peg.2531	865.613	892.593	642.215	1338.44	680.094	630.54
fig|536231.75.peg.2532	277.354	196.171	223.266	246.539	129.3	164.048
fig|536231.75.peg.2533	35	31	18	20	33	19
fig|536231.75.peg.2534	506	600	727	110	218	107
fig|536231.75.peg.2535	5	4	2	0	0	0
fig|536231.75.peg.2536	145.025	125	146	134	167	122
fig|536231.75.peg.2537	10.975	6	4	0	13	0
fig|536231.75.peg.2538	574	448	420	418	195	405
fig|536231.75.peg.2539	408	296	389	356	317	435
fig|536231.75.peg.2540	40	18	23	32	1	26
fig|536231.75.peg.2541	0	0	0	1	0	0
fig|536231.75.peg.2542	638	514	625	647	480	241
fig|536231.75.peg.2543	149	136	262	201	141	78
fig|536231.75.peg.2544	228	199	233	144	277	182
fig|536231.75.peg.2545	3	0	6	0	0	0
fig|536231.75.peg.2546	8	2	6	0	53	10
fig|536231.75.peg.2547	25	16	11	26	22	29
fig|536231.75.peg.2548	6	6	0	4	41	0
fig|536231.75.peg.2551	2	8	3	7	13	0
fig|536231.75.peg.2552	2	2	6	73	0	6
fig|536231.75.peg.2553	0	4	1	0	0	0
fig|536231.75.peg.2554	0	2	3	22	128	161
fig|536231.75.peg.2555	0	0	0	0	0	0
fig|536231.75.peg.2556	1	0	0	31.464	135.777	107
fig|536231.75.peg.2557	1	0	3	97.536	288.223	201
fig|536231.75.peg.2558	0	0	1	0	0	8
fig|536231.75.peg.2559	3	0	0	48	198.902	67
fig|536231.75.peg.2560	3	0	4	420	950.098	605
fig|536231.75.peg.2561	7	0	0	2	62	0
fig|536231.75.peg.2562	3	3	6	91	285	215
fig|536231.75.peg.2563	0	3	0	43	137	92
fig|536231.75.peg.2564	6	10	4	134	441	419
fig|536231.75.peg.2565	1	0	4	0	6	24
fig|536231.75.peg.2566	4	0	3	16	67	223
fig|536231.75.peg.2567	4	17	11	117	403	381
fig|536231.75.peg.2568	16	9	5	104	646	649
fig|536231.75.peg.2569	6	0	2	96	283	485
fig|536231.75.peg.2570	0	0	0	8	0	0
fig|536231.75.peg.2571	1	4	8	65	120	180
fig|536231.75.peg.2572	53	25	31	6	51	21
fig|536231.75.peg.2573	31	24	10	78	49	109
fig|536231.75.peg.2574	0	2	1	0	0	19
fig|536231.75.peg.2575	27	10	13	62	11	0
fig|536231.75.peg.2576	0	0	0	0	0	0
fig|536231.75.peg.2577	66	56	71	1167	51	126
fig|536231.75.peg.2578	22	12	6	738.993	1529.235	1396.897
fig|536231.75.peg.2579	7	5	8	206.007	672.765	559.103
fig|536231.75.peg.2580	1	0	0	15	84	60
fig|536231.75.peg.2581	2527	2080	1994	3494	1982	1711
fig|536231.75.peg.2582	15	3	3	152	12	29
fig|536231.75.peg.2583	1	0	0	9	0	0
fig|536231.75.peg.2584	3	0	3	19	2	0
fig|536231.75.peg.2585	0	0	0	0	0	0
fig|536231.75.peg.2586	0	1	0	0	0	0
fig|536231.75.peg.2587	0	0	0	0	0	0
fig|536231.75.peg.2588	2	0	1	3	0	0
fig|536231.75.peg.2589	3.995	1.998	7.947	276.839	15.5	18
fig|536231.75.peg.2590	0	0	0	0	0	1
fig|536231.75.peg.2591	81	55	47	2193.971	76	75
fig|536231.75.peg.2592	9443	6527	7796	432773	44383	74060
fig|536231.75.peg.2593	4	1	4	57	0	70
fig|536231.75.peg.2594	6475	5358	7448	18441	3793	7126
fig|536231.75.peg.2595	8158	5039	8039	64567	11424	12392
fig|536231.75.peg.2596	5708.858	4915.076	6446.142	30995.296	5161.71	7167.526
fig|536231.75.peg.2597	4116.142	2859.924	4522.858	6041.704	2268.29	3793.474
fig|536231.75.peg.2598	32	15	34	64	0	0
fig|536231.75.peg.2599	2261	1676	2253	15056	1137	1355
fig|536231.75.peg.2600	72	91	118	3251	117	286
fig|536231.75.peg.2601	49	46	68	864	137	241
fig|536231.75.peg.2602	0	2	0	21	0	6
fig|536231.75.peg.2603	0	0	0	0	0	0
fig|536231.75.peg.2604	0	2.908	1	0	41.061	0
fig|536231.75.peg.2605	0	1	0	8.349	0	0
fig|536231.75.peg.2606	17	9	4	84	26	45
fig|536231.75.peg.2607	2	3	12	16	0	0
fig|536231.75.peg.2608	1	0	2	5	24	10
fig|536231.75.peg.2609	5	1	6	14	0	0
fig|536231.75.peg.2610	21	20	13	36	66	0
fig|536231.75.peg.2611	3	8	3	6	0	0
fig|536231.75.peg.2612	0	0	0	0	0	0
fig|536231.75.peg.2613	4.998	0	2	63.865	29	0
fig|536231.75.peg.2614	42.002	10	14	138.135	18	28
fig|536231.75.peg.2615	30	18	18	65	26	45
fig|536231.75.peg.2616	161	160	167	248	53	83
fig|536231.75.peg.2617	106	80	78	930	205	119
fig|536231.75.peg.2618	17	16	9	24	15	0
fig|536231.75.peg.2619	36	34	48	158	44	48
fig|536231.75.peg.2620	9	5	8	52	11	37
fig|536231.75.peg.2621	0	0	0	0	0	0
fig|536231.75.peg.2622	0	5	0	36.862	12	0
fig|536231.75.peg.2623	3	0	0	9.138	0	1
fig|536231.75.peg.2624	1	4	4	13	0	0
fig|536231.75.peg.2625	80	48	71.048	56	32.023	29
fig|536231.75.peg.2626	0	0	0	0	0	0
fig|536231.75.peg.2627	0	9.667	14.23	0	46	2
fig|536231.75.peg.2628	0	2	2	7	0	0
fig|536231.75.peg.2629	1	0	0	0	9	0
fig|536231.75.peg.2630	0	0	0	0	9	0
fig|536231.75.peg.2631	0	0	0	0	0	0
fig|536231.75.peg.2632	21	10	22	33	153	24
fig|536231.75.peg.2633	8	4	4	10	0	0
fig|536231.75.peg.2634	0	0	0	0	19	0
fig|536231.75.peg.2635	0	0	0	0	0	0
fig|536231.75.peg.2636	0	0	0	1	0	0
fig|536231.75.peg.2637	1	7	0	0	9	0
fig|536231.75.peg.2638	2	1	0	7	26	0
fig|536231.75.peg.2641	2	0	0	3	0	0
