geneID	bt_t12_A	bt_t12_B	bt_t12_C	btri_t12_btA	btri_t12_btB	btri_t12_btC
BT_2297	393	399	495	196	187	256
BT_2298	274	207	295	392.788	481	404
BT_2299	16	5	13	28.115	17	19.18
BT_2300	73	44	33	141.096	158	94.82
BT_2301	57	42	39	125	143	106
BT_2302	0	0	0	3	5	1
BT_2303	2	0	0	28	5	7
BT_2304	33	23	19	81	52	38
BT_2305	48	21	49	81	98	100
BT_2306	9	6	4	10	10	2
BT_2307	122	110	153	237	293	192
BT_2308	177	114	158	496.367	435.304	475.877
BT_2309	56	92	67	202.633	174.696	163.123
BT_2310	117	74	105	365	519	455
BT_2311	218	140	272	1192	1424.681	1091
BT_2312	0	2	1	6	1	12
BT_2313	21	8	21	40	42	58
BT_2314	12	3	0	8	12	3
BT_2315	7	9	7	20	27	11
BT_2316	509	328	426	711	544	554
BT_2317	270	277	279	344.732	292	274
BT_2318	261	214	202	335.876	391.674	314.209
BT_2319	820	814	892	1466.392	1611.326	1400.791
BT_2320	48	9	16	36	35	24
BT_2321	80	51	80	195.751	163.101	168.792
BT_2322	212	185	162	442.249	400.899	414.208
BT_2323	234	157	165	604	548	420
BT_2324	291	206	248	517	506	460
BT_2325	0	9	7	11	7.868	9
BT_2326	86	69	136	282	288.132	224
BT_2327	36	26	16	143	114	78
BT_2328	54	33	23	23	22	25
BT_2329	197.11	139	156	163	195	230.952
BT_2330	2330.89	2011.686	1178	1593.89	1618.669	1605.764
BT_2331	348	349.314	183	111.11	69.331	114.284
BT_2332	13	0	8	23	29	18
BT_2333	524.875	333	536	965.272	1063.907	906.825
BT_2334	110.125	41	64	210.728	303.093	201.175
BT_2335	72	48	68	66	43	43
BT_2336	1	1	0	0	1	0
BT_2337	3	0	0	1	0	0
BT_2338	184	139	117	138	165	138
BT_2339	84	54	76	37	36	39
BT_2340	24	15	4	18	12	17
BT_2341	352.841	221.792	210	413.52	346.556	443.383
BT_2342	138.159	126.208	129	218.48	185.444	198.617
BT_2343	26	27	33	11	3	19
BT_2344	0	0	0	0	0	0
BT_2345	42	59	31	50	89	64
BT_2346	17	18	27	26	17	26
BT_2347	11	2	3	0	3	2
BT_2348	0	0	0	6	0	2.744
BT_2349	2221	1774	1878	2640	2213	2128.256
BT_2350	25	13	14	13	15.761	5.048
BT_2351	3	7	9	7.009	7.239	16.952
BT_2352	13129	9664	9750	11317.425	10007	9970
BT_2353	940	983	619	706.472	777	1000
BT_2354	9677.822	9229.723	7217.252	5280.938	5584.871	7427.181
BT_2355	4366.178	4346.277	3084.748	1787.727	2184.82	2439.819
BT_2356	377	280	264	139	76	136
BT_2357	67	31	43	54	31	43
BT_2358	8	3	11	95	148	116
BT_2359	13	8	7	36	50	33
BT_2360	58	98	55	69	111	116
BT_2361	67	45	17	167.011	102	204
BT_2362	53	21	26	70	43	62
BT_2363	2	4	2	9	12	9
BT_2364	2561	1934	2197	7009.069	5028	4684
BT_2365	444	400	484	603.931	333	341
BT_2366	131	131	75	64	99	113
BT_2367	332	203	330	330	250	289
BT_2368	115	152	76	194	182	175
BT_2369	5618	4624	4179	5118.429	4647	3643
BT_2370	514	457	316	592	420	559
BT_2371	269	298	195	264	377	334
BT_2372	318	202	300	301	250	259
BT_2373	354	403	524	413.525	486.472	474.093
BT_2374	2723	1892	2323	2316.475	2288.528	2343.907
BT_2375	0	0	0	0	0	0
BT_2376	22	14	24	7	4	12
BT_2377	453	371	476	629	669	636
BT_2378	137	100	106	192	210	196
BT_2379	143	113	85	161	196	182
BT_2380	186	196	144	233	195	211
BT_2381	157	103	124	240	273	319
BT_2382	833	756	642	1492	1460.318	1897.002
BT_2383	201	127	110	156	120	133
BT_2384	575	428	429	802	720	654
BT_2385	3343	1675	3630	8085.855	10981.813	8516.509
BT_2386	637	489	537	1096	792	718
BT_2387	24	23	40	23	15	11
BT_2388	3709	2514	2376	8425	5803	6043
BT_2389	10165.819	8310	11661	18827.731	18573	17021.118
BT_2390	1257	940	1107	1658	1610	1643.024
BT_2391	2527	1977	2311	3531	3541	3685
BT_2392	2	3	3	0	5	3
BT_2393	50	80	66	69	78	79
BT_2394	27	7	5	9	10	10
BT_2395	96	71	58	21	21	23
BT_2396	875	541.366	883	1701.754	1059.839	1285
BT_2397	300	319.634	310	254.246	309.166	296.48
BT_2400	1303.143	987	1313	489.002	546.151	669.861
BT_2401	3464.354	2956	4123.378	4407.658	5742.4	4974.139
BT_2402	5358.503	4393	6403.636	3371.043	3876.681	4587.369
BT_2403	14629	14664	14858	10072.266	13448.191	13399.804
BT_2404	793	719.741	622	622.566	578	647
BT_2405	1142.998	1126.259	1066	571.434	680	850.818
BT_2406	1722	1564.554	1814.833	1907.596	1937.292	1959.286
BT_2407	1387	1094.446	1288.167	1615.275	1690.708	1703.938
BT_2408	69	54	109	55.129	24	46
BT_2409	327	273	203	867	745	1218
BT_2410	260	124	294	326.283	344.718	332.755
BT_2411	1106.187	840.323	1202.408	726.343	771.803	924.104
BT_2412	15413.045	11216.688	18884.982	34525.003	51235.076	40807.224
BT_2413	22022.768	16183.989	21258.61	57327.857	50967.094	49485.638
BT_2414	187407.883	93617	121920	60774.721	38966	37650.837
BT_2415	10234.798	8203	10338.892	12302.898	11869.995	11309.424
BT_2416	7630.202	7544	7896	5539.289	6642.783	6682.881
BT_2417	15071	12999	15469	20453.998	21178.741	23308.004
BT_2418	83	102	85	865.828	866.08	894.208
BT_2419	3856	3481	4038	4196.563	4897.095	4533
BT_2420	1489.892	1420	1698	1856.946	1938.75	1873.648
BT_2421	219.108	124	140	414.16	461.495	378.912
BT_2422	37	30	10	287.843	250.754	191.454
BT_2423	47	51	66	125	100.452	76.919
BT_2424	333	335	366	1437.013	1008.548	1092.084
BT_2425	277	263	277	541.987	534	606.997
BT_2426	429.396	511	364.397	106	222.495	141.245
BT_2429	37	39	57	53	40	43
BT_2430	3785	3741	3475	5456.242	5530	8114
BT_2431	3379	2924	3703	3393.155	3118	2603
BT_2432	483	393	400	531.01	461	516
BT_2433	7075	5551	7645	14377.99	12590.756	10681.057
BT_2434	10858	8214	12177	13755.575	13107.008	14122.503
BT_2435	276	163	236	522.572	318.992	464.309
BT_2436	70	53	137	89	127	86
BT_2437	76167.993	77760.634	74040.335	56236.814	57571.461	61861.218
BT_2438	1254924.582	956340.855	1024502.153	1189069.648	910217.179	844134.178
BT_2439	15657.13	13182.144	15509	49221.898	45594.147	35829.205
BT_2440	1968.515	1636.574	1900	1378.487	1327.176	1297.892
BT_2441	1194.355	1261.282	1159	698.891	685.677	855.241
BT_2442	33	42	33	87	56	83
BT_2443	21	17	34	47	51	54
BT_2444	53	22	29	85	79	78
BT_2445	1	1	2	2	12	6
BT_2446	693	507	487	627	657	589
BT_2447	26	32	25	18	18	27
BT_2448	36	42	23	213	238	220
BT_2449	21	24	26	38	16	31
BT_2450	3	4	15	9	7	9
BT_2451	16	19	2	11	4	10
BT_2452	5	0	0	8	9	3
BT_2453	0	0	0	0	1	0
BT_2454	4	2	4	3	1	1
BT_2455	31.001	24	36	44.104	31.294	43.198
BT_2456	109.999	90	137	170.896	110.706	149.802
BT_2457	69	28	61	51	42	53
BT_2458	653	506	824	1561.726	1913	1679
BT_2459	286	237	337	591.277	478	476
BT_2460	184	158	141	174.656	136	179.388
BT_2461	425	358	464	349.344	388	427.612
BT_2462	111	64	95	109	121	129.303
BT_2463	63	65	34	29	21	27.697
BT_2464	20	0	0	19	10	10
BT_2465	171	150	166	209	237	203
BT_2466	538	359	608	366	227	282
BT_2467	0	2	3	6	7	4
BT_2468	5	8	0	16	12	9
BT_2469	0	0	0	0	0	0
BT_2470	0	3	3	0	0	0
BT_2471	4	0	3	0	2	9
BT_2472	42	23	34	41	22	41
BT_2473	341	318	253	1008.571	844.998	795.994
BT_2474	536	496.001	860	1133.816	1227.097	1097.436
BT_2475	2053	1507.999	2220	2960.477	2530.154	2045.572
BT_2476	268.822	162.356	355	197.46	207.654	252.045
BT_2477	323.178	291.005	376	282.792	325.406	435.311
BT_2478	846	811.639	1051	2102.722	2075.94	1801.908
BT_2479	854.428	947	1190.013	909.788	1379.664	1185.622
BT_2480	452.006	508	449	411.647	550.336	587.114
BT_2481	79.567	37	73	55.844	61	49
BT_2482	278	195	191	229	176	184
BT_2483	66	36	52	8	12	7
BT_2484	1375	1199	1429	1398	2092	1471
BT_2485	24	12	27	35	23	19
BT_2486	605	482	471	877	839	825
BT_2487	0	3	0	0	0	4
BT_2488	2327	1750	2626	2280	2121	2242
BT_2489	31384	23194	25311	21843.858	21744.993	25322.543
BT_2490	2	7	1	17	23	11
BT_2491	179.203	151	146	291.092	496.044	545.521
BT_2492	1071.797	803	1160	541.908	584.265	801.479
BT_2493	8211	9042	10454	5820.054	8353	8342
BT_2494	6126.326	5201.563	4194	10738.832	10892.05	12624.392
BT_2495	3385.722	3377.886	3107.354	4628.407	5603.429	6571.437
BT_2496	5209.952	4150.551	4301.646	14020.894	12449.175	14328.586
BT_2497	1797.722	1842	1514	2846.461	3089.491	3687.425
BT_2498	1898.278	1683	1396	7802.881	6427.748	5223.343
BT_2499	4579	4260	4797	3448	3302	4271.007
BT_2500	5012	3856	3857	13784.885	10709	12125.182
BT_2501	448	410	287	315	275	330
BT_2502	3229	2761.019	3034	7032.03	8193.885	6951.919
BT_2503	633	674.981	668	418.047	659.315	633.9
BT_2504	411	295	401	429.241	448.473	414.203
BT_2505	1419	1464	1201	1704.68	2187.327	2236.979
BT_2506	44	53	37	140	112	121.89
BT_2507	49	45	15	34	45	44.11
BT_2508	11	12	17	17	35	25
BT_2509	13	6	8	21	11	4
BT_2510	69022.963	65667.136	86657	148504.923	139900.383	156048.008
BT_2511	295	251	227.964	137.336	152.31	146.3
BT_2512	4865	4471	4034.036	2827.743	3278.69	3048.298
BT_2513	5647	4370	4841	5785	5095.912	3963
BT_2514	0	0	0	1	0	0
BT_2515	14	51	28	75	105	49
BT_2516	143	75	111	78	65	71
BT_2517	14360.325	11936	15286.946	30288.837	33591.049	28368.112
BT_2518	1916.002	1646	1977.054	1910.365	1621.182	1937.808
BT_2519	733	505	668	1384.67	1083.682	1137.566
BT_2520	2281.249	2020.325	3042	1407.665	1617.786	1479.867
BT_2521	21208.751	18269.675	19347	13536.331	13675.597	14563.646
BT_2522	10252	8815	9011	9994	10600	9748
BT_2523	1536	1193	1384	2205	1971	2048.631
BT_2524	352	336	386	402	374	443.369
BT_2525	110	100	148	156	104	164
BT_2526	4212.001	3349	3206	5615.453	5197	4851.27
BT_2527	13161	9688	16918	14831	16084.959	16398.207
BT_2528	5205	4264.752	4992	2839	2126	2381.211
BT_2529	5	8	20	5	8	6
BT_2530	203	118	99	299	185	245
BT_2531	60	46	32	72	78	48
BT_2532	50	41	26	93	88	78.003
BT_2533	0	6	1	6	2	4.997
BT_2534	346	284	298	591	471	485
BT_2535	39	65	56	38	8	27
BT_2536	6	8	6	6	4	4
BT_2537	533	438	605	573	633	474.063
BT_2538	136	112	137	276	202	250
BT_2539	22898	15115	21394	55672.558	34448	35256.732
BT_2540	1506	1412	943	969	872	990
BT_2541	19237.356	16200.993	21873.105	24438.799	23324.649	22359.084
BT_2542	2400.006	1641.998	2032.558	3465.86	3338.052	2915.255
BT_2543	5207.638	3029.142	4693.337	4198.371	3253.543	3616.053
BT_2544	2251.696	2110.308	2082.758	1187.441	1295.852	1544.717
BT_2545	5442.304	3702.692	6724	6807.73	6959.046	7035.13
BT_2546	23	28	33	51.19	56.102	47.153
BT_2547	1092	940.004	1193	938.679	1004.466	774.593
BT_2548	4639	3873.996	3610	6986.279	7617.863	6377.407
BT_2549	1276.134	1113.613	1244.087	1098.029	1287	988
BT_2550	27495.866	17150.387	21848.913	30393.145	24392	22297
BT_2551	835.328	625	867	774.607	726	908.287
BT_2552	998.672	567	973	883.393	679	727.713
BT_2553	3923	3531	3972	3199.143	3362.435	3370.187
BT_2554	305	271	255	714.889	779.677	805.99
BT_2555	113	60	23	44	13	32
BT_2558	2038.92	2213.54	1435.733	1927.698	1496.604	2415.096
BT_2559	298	184	204	576.701	469	397.861
BT_2560	144	90	141	143.299	161	145.139
BT_2561	1020	685	850	1969	1942	1543.035
BT_2562	1205	736	1073	844	850	852
BT_2563	55949.88	49661.736	57164.985	56466.546	54354.311	54551.066
BT_2564	2748	2456	2597	2671	2570	3003
BT_2565	5116	3826	4107	5717.136	5073.8	5183.634
BT_2566	2198	1205	1051	1423.562	848.2	1109.366
BT_2567	3379.19	2552.038	4892	4117.818	3821.249	3771.834
BT_2568	3463.81	2736.962	4330	5257.182	5112.751	5414.166
BT_2569	7365	5686	5620	3943.984	3391	5497
BT_2570	80965.276	91301.324	99702.53	69818.275	83639.055	92012.719
BT_2571	126096.657	112159.397	138713.77	123097.091	131619.262	131805.804
BT_2572	2362	2142	2430	2302	2849	2425
BT_2573	51198.702	75410.027	70089	72097.986	92314.037	85359
BT_2574	890	681	495	912	1171	1068
BT_2575	31	32	31	49.688	35	35
BT_2576	92	58	68	112.312	98	107
BT_2577	3545	3870	2772	3394.827	3287.412	3900.507
BT_2578	1437	1687	797	1084.346	1129.588	1488.898
BT_2579	493	597	317	471	572	711
BT_2580	0	0	0	2	2	1
BT_2581	0	0	4	0	0	1
BT_2582	0	0	3	2	0	0
BT_2583	8	9	4	13.714	13	5
BT_2584	0	2	0	2.286	1	0
BT_2585	0	0	0	0	0	0
BT_2586	0	0	0	1	1	1
BT_2587	0	0	0	1	0	3
BT_2588	4	14	19	22	40	20
BT_2589	3	1	6	11	9	13
BT_2590	28	28	41	73	71	100
BT_2591	89	50	56	115	92	79
BT_2592	0	9	17	10	7	4
BT_2593	20	10	14	26	10	24
BT_2594	14	13	0	22	31	7
BT_2595	5	6	8	29	37	24
BT_2596	15	1	4	34	28	23
BT_2597	11	8	3	5.99	1	4
BT_2598	3	6	1	8.01	12	6
BT_2599	141	75	159	361	497	308.741
BT_2600	14	15	16	62	41	26.259
BT_2601	2	0	7	19	21	7
BT_2602	446	334	502	183	244	324
BT_2603	353	238	387	863	750	607
BT_2604	6	1	7	10	0	12
BT_2605	3	0	4	3	2	0
BT_2606	478	442	401	1076	892	839
BT_2607	144	88	215	552	497	510
BT_2608	15	2	2	7	7	13
BT_2609	13	20	19	54	26	25
BT_2610	2	0	9	0	0	0
BT_2611	0	0	2	0	0	0
BT_2612	4	0	0	0	0	0
BT_2613	3	7	0	2	0	10
BT_2614	12	10	9	20	14	20
BT_2615	103	107	139	278	205	185
BT_2616	0	0	0	0	0	0
BT_2617	51	35	40	75	83	127
BT_2618	129	84	205	419	504	422
BT_2619	174	142	167	466	514	464
BT_2620	59	24	34	146	166	177
BT_2621	156.97	192.994	182	160.548	183.247	177.795
BT_2622	222.03	224.006	193	464.452	559.753	514.205
BT_2623	174	198	156	458.704	542	527.823
BT_2624	98	108	121	91.067	80.999	121.688
BT_2625	149	121	113	218.229	193.001	237.489
BT_2626	113	136	114	180	154	179
BT_2627	477	345	432	743	518	460
BT_2628	222	216	265	366	393	418
BT_2629	255	215	216	484	394	542
BT_2630	990	717	824	1083	704	788.005
BT_2631	896	580	957	840.023	511	554.995
BT_2632	29	31	28	25	16	43
BT_2633	2	0	0	1	0	0
BT_2634	6	26	19	17	15.007	12
BT_2635	2	6	2	1	4.993	3
BT_2636	5	4	1	1	0	0
BT_2637	0	0	0	0	0	1
BT_2638	0	0	0	0	0	0
BT_2639	20	30	24	10	20	14
BT_2640	0	0	0	0	0	0
BT_2641	0	0	0	0	0	0
BT_2642	45	25	25	52	61	50
BT_2643	2	0	3	4	5	10
BT_2644	24	15	20	77	46	45
BT_2645	0	7	0	0	0	6
BT_2646	0	0	10	0	0	0
BT_2647	54	26	47	89.183	78	79
BT_2648	46	35	43	85.817	61.79	84
BT_2649	25	22	2	17	6	7
BT_2650	1078	952	1142	4023	3837	2983
BT_2651	0	0	0	6	7	2
BT_2652	0	0	0	0	0	3
BT_2653	5	6	5	3	9	4
BT_2654	4453	3751	2921	2425	1583	2716
BT_2655	31	31	33	78.45	75	86
BT_2656	18	0	21	16.55	49.656	20.134
BT_2657	33	47	43	71.073	56.344	82.866
BT_2658	45	53	35	49.927	58	58
BT_2659	45	45	12	34	33	26
BT_2660	13	26	18	19	19	29
BT_2661	4	3	0	2	3	2
BT_2662	1405	1279	1091	1527	1278	1333
BT_2663	2737.949	2682	3585	1238	1335.207	1458.682
BT_2664	3217.051	2640	3366	3228.037	3305.284	2785.665
BT_2665	1324.799	1292.004	1366.587	598.543	626.508	719.291
BT_2666	778.201	828.996	773.413	448.422	441.044	473.801
BT_2667	939.864	800.828	979	725.619	656.41	778.857
BT_2668	1232.136	1328.172	1557	849.38	921.553	984.689
BT_2669	7671	5331	7246	2295	1309.438	1429
BT_2671	46	81	36	88	156	91
BT_2675	316	158	259	609	524	507
BT_2676	183.003	149.847	168	356.97	418	285.682
BT_2676a	50.997	38.153	39	94.03	94	85.32
BT_2677	4	0	0	0	0	0
BT_2678	75445.104	50248	59323.327	537833.36	533754.444	303238.616
BT_2679	9292	6819	8949	12670.983	12804.155	13708.396
BT_2680	333	259	246	683	498	594
BT_2681	2025.31	2106.805	2243	2402.679	2740.887	2581.536
BT_2682	6965.69	5105.2	5886	12965.477	10691.682	10651.536
BT_2683	5676	5201.996	5183	26340.108	27729.863	22896.77
BT_2684	0	0	0	0	0	0
BT_2685	7349.595	5073.543	6825.425	12560.565	9326.44	8843.246
BT_2686	15072.868	12761.461	16838.101	18760.755	22781.428	18727.696
BT_2687	6476.543	4734.997	5713.474	6723.467	5138.517	5031.562
BT_2688	8391.848	6817.802	7466	6297.65	5333.528	5489.732
BT_2689	709.152	727.988	513	900.35	1117.472	1177.943
BT_2690	132	117	119	49.438	54	46.002
BT_2691	20	25	34	22.822	42	16.998
BT_2692	220	169	244	243.739	221	204
BT_2693	102	81	89	79	60	92
BT_2694	929	685	788	950.017	999.507	950.015
BT_2695	3749	2975	3813	5161.017	5411.672	5622.985
BT_2696	0	0	0	0	0	0
BT_2697	2265	1711	2125	1844	1333	1479
BT_2698	828.976	693.991	916	458.102	412.357	530.202
BT_2699	30336.024	17212.009	30683	45052.189	35466.643	38077.898
BT_2700	4055.56	3802.417	4674.314	5275.102	6316.398	6995.591
BT_2701	10190.231	9961.836	16928.673	6437.083	7271.979	9110.127
BT_2702	4961.209	4956.379	5543.013	2714.923	2555.17	3840.181
BT_2703	2143.767	2225.037	2619.162	1993.939	2104.38	2378.455
BT_2704	1787.233	1808.33	2001.838	1777.591	2098.096	2093.699
BT_2705	202	213	253	175.372	191.719	340.143
BT_2706	3013.205	3036.955	4260.678	1631.294	2095.815	2620.702
BT_2707	10267.486	8947.497	14082.552	6038.066	5473.564	7743.757
BT_2708	8258.039	7836.263	8256.77	9885.393	9874.291	11262.275
BT_2709	575.27	525.951	752	523.151	613.81	918.282
BT_2710	3482.048	3380.335	4708	2853.829	3142.495	4397.3
BT_2711	1566.645	1835.808	2342.261	717.308	924.142	1344.981
BT_2712	4257.535	4911.861	5612.217	2232.23	2974.095	4298.071
BT_2713	2823.18	2398.147	4096.521	1949.781	1766.486	2163.793
BT_2714	10479.75	7000.917	11862.786	15206.708	12078.233	18738.639
BT_2715	3975.404	3304.713	3140.214	1223.497	919.158	1801.446
BT_2716	1520.511	1947.338	1766.076	634.259	733.314	1217.142
BT_2717	1821.247	1895.816	2999.98	632.505	706.321	993.961
BT_2718	1308.65	956.399	1079.944	636.552	327.562	541.724
BT_2719	642.357	542.952	538.214	353.451	298.159	356.81
BT_2720	7191.674	5856.887	8410.786	3526.454	3292.452	4329.252
BT_2721	3141	2389.161	2755	1611.697	1237.666	2309.422
BT_2722	2031	1734	2044	1195.4	1262.723	1653.578
BT_2723	2331.727	1601.975	1842.296	1311.919	738.478	1225.668
BT_2724	26869.369	20927.045	32947.7	19768.71	20895.885	23098.762
BT_2725	1188.904	996.986	1334.004	946.972	736.407	974.757
BT_2726	2352.743	2340.32	3099.219	1302.139	1372.135	2266.278
BT_2727	3452.246	3514.643	4243.949	2663.947	3064.09	4511.071
BT_2728	5840.56	4440.92	6566.762	3298.788	3029.808	3362.918
BT_2729	27393.749	26393.576	34261.78	22888.062	30195.348	34249.608
BT_2730	1903.484	1869.006	1854	828.146	769.159	1386.437
BT_2731	2509.516	2120.549	2282	1198.416	1190.561	1874.272
BT_2732	137	114	164.004	28	49.041	66
BT_2733	59126.666	50264.624	82575.522	62998.698	79064.218	77821.036
BT_2734	41434.939	35568.612	62312.069	37646.678	45239.056	50823.228
BT_2735	11697.806	9443.163	12540.366	16878.965	15735.789	17273.062
BT_2736	11291.964	12200.132	17917.016	5339.604	7724.558	9677.276
BT_2737	17279.822	18299.899	22823.542	10816.316	15136.248	17776.975
BT_2738	13103.239	13181.701	14999.097	6302.429	6526.154	10540.489
BT_2739	19238.238	18877	24889	8206.232	10344.369	13001.963
BT_2740	145169.665	117341	166389	100203.555	99640.318	108444.021
BT_2741	422.231	441.507	340	1008.887	1064.426	1294.348
BT_2742	42068.921	36905.384	51477.278	37459.696	46350.103	48273.09
BT_2742a	2375.634	2005.109	1951.722	1823.785	1251.714	1786.162
BT_2743	2150	2036	1969	1379	1368	1599
BT_2744	221	209	187	328	247	294
BT_2745	172	143	71	35	33	68
BT_2746	17	20	14	35	36	51
BT_2747	1397.51	1332.97	1548	1636.308	2277.404	2349.033
BT_2748	16473.49	13383.127	14562	23090.061	23170.605	20688.68
BT_2749	4851	4358	4922	5311.281	4800	5427
BT_2750	1711	1234	2093	1824.453	1743	1733.836
BT_2751	2995	2103	3339	3997.972	3595.335	3645.813
BT_2752	7969	6288	7715	14533.628	16834.665	12667.351
BT_2753	38656	25534.172	52660	58073.628	82540.568	79702.404
BT_2754	1241	934	1176	2649	3021	2510
BT_2755	19289	17103	20816	21278.736	22488.106	25356
BT_2756	110223.889	78823.156	107716	197899.255	171766.35	142560.172
BT_2757	9121.701	8894.685	10995	9041.871	8768.273	9407.009
BT_2758	4703.93	4696.159	5458	4072.944	4745.225	5957.738
BT_2759	14690.281	11152.011	15389	7423.638	8136.496	6507.073
BT_2760	2474.719	2266.989	3036	3282.478	3175.499	3448.744
BT_2761	1854.934	1332	1901	1192.985	1316.021	1495.218
BT_2762	51008.066	45736	57927	33634.46	42808.809	38387.413
BT_2764	3	1	0	7	3	0
BT_2765	29	11	15	12	15	24
BT_2766	2	0	0	6	7	1
BT_2767	14	18	15	14.191	16	23
BT_2768	58	68	57	98.809	123.792	74
BT_2769	95	98	61	107	140.208	103
BT_2770	12	5	19	19	20	15
BT_2771	121	81	78	164	145	168
BT_2772	105	90	75	83	74	109
BT_2773	3	10	23	3	6	10
BT_2774	35	25	26	34	36	40
BT_2775	1850	1480	1465	3048.305	2014	2568
BT_2776	680	557.47	598	1081.092	948.802	1001.565
BT_2777	1162	1027.53	1065	2543.908	2501.198	2385.435
BT_2778	24	8	20	9	6	9
BT_2779	7	0	2	1	4	4
BT_2780	11	4	13	15	7	8
BT_2781	2745	2377	2884	3360.008	3484.004	3882
BT_2782	1757	1247	1340	3953.523	5022.013	4259.179
BT_2783	1161	951	652	1788.478	2003.987	2169.821
BT_2784	548	434	513	490.914	316.918	510.123
BT_2785	458	419	360	550.086	429.082	484.877
BT_2786	7919	4802	5341	6935.622	4291	7434
BT_2787	9290	9923	9349	6728	10800.639	9574.012
BT_2788	153.018	186	157	262.283	264	297.303
BT_2789	321.982	238	176	494.717	521	396.697
BT_2790	56390	59612	64543	31552.573	36475.14	41990
BT_2791	375	475	283	174	176	216
BT_2792	301	272	262	338	384	335
BT_2793	199	129	231	436	423.867	362
BT_2794	34	44	33	62	67	77.206
BT_2795	79	87	60	131	101	100.794
BT_2796	4959	4558.317	5937	4788.072	6232.297	6744.408
BT_2797	14763.333	12924.683	15017	33361.529	39608.746	30921.839
BT_2798	28147.876	22760.263	25122	29727.7	29069.002	25396.501
BT_2799	2665.933	2341.737	2202	3809.123	4411.431	4404.892
BT_2800	516.914	502.722	387.425	475.563	463.829	587.397
BT_2801	1330.086	1221.278	1115.575	2879.531	2984.171	3033.603
BT_2802	301	301	225	180	89	125
BT_2803	81	51	53	79	74	67.525
BT_2804	21	36	10	69	56	54.475
BT_2805	43	26	24	28.06	37	58.002
BT_2806	36	37	21	62.94	58	71
BT_2807	48	43	8	33	13	22.991
BT_2808	16	34	48	20	20	16.009
BT_2809	80	56	109	133	111	84
BT_2810	989.09	811	1068	2115.001	2106	2359.242
BT_2811	8384.91	7818	13064	12126.534	11126.032	11458.758
BT_2812	49857.343	43068	50680.201	24340.883	21139.803	21964.92
BT_2813	42	27	23	50	62	56
BT_2814	12	5	0	19	21	2
BT_2815	1921.01	1712	1882	3843.213	4056	3132
BT_2816	14704.183	12289.383	15330	11002.762	11482.302	13185.644
BT_2817	4736.817	4664.617	4463	3665.233	3295.957	4276.437
BT_2818	100	60	135	1605	1006	1205.912
BT_2819	16	6	30	159	124	142.275
BT_2820	104	43	69	533	460	463.813
BT_2821	47	27	60	137	115	133
BT_2822	34	19	21	133.972	101	109.62
BT_2823	100	72	54	508.028	445	409.38
BT_2824	18	16	28	85	38	50
BT_2825	3	6	6	21	12	7
BT_2826	3576	2752	3719	3496	3313	2940
BT_2827	21018	18328	17864	22334.438	21198	22817
BT_2828	826	596	453	376	317	389
BT_2829	6478.028	5681	6723	12675.234	13498.379	11818.796
BT_2830	17159.653	11217	19057.327	10011.801	7226.751	9017
BT_2831	3509.667	3347.076	3174	1071.244	1235.506	1502.866
BT_2832	3724.073	3788.924	3369	1865.456	1919.612	2210.256
BT_2833	1322.769	1120	890	679.06	499.368	1024.371
BT_2834	8725.491	6947	8244	5509.234	5983.662	6405.508
BT_2835	33563	30769.002	35409	28001.165	29360	30600.536
BT_2836	11300.563	9191	9830	14311.251	13984.329	14191.125
BT_2837	4343.437	3242.042	5056	7499.467	9118.767	9156.199
BT_2838	4956.15	4352.902	5964.183	4101.285	4686.781	4471.899
BT_2839	2412.85	1950.098	3011.817	2196.715	2190.219	2155.101
BT_2840	13898.307	9596.864	13913.176	21518.324	20051.127	21398.335
BT_2841	45887.774	36785.755	53175.942	58856.861	71330.749	63479.545
BT_2842	6827.919	5821.385	8434.882	6553.469	7238.876	7348.344
BT_2843	1621	1386	1874	1131	1126	1322
BT_2844	58450.902	60803	65029	18868.373	24585.676	26756.005
BT_2845	2169.538	1957	1246.326	1284.781	746.655	1407.735
BT_2846	5254.462	4041	4085.674	8924.289	8386.345	8083.265
BT_2847	171	122	106	173	100	142
BT_2848	29	14	11	45	51	46
BT_2849	19	8	23	30	27	25
BT_2850	1848	1830	1388	1120	883	1455
BT_2851	140	120	130	147	129	133
BT_2852	282	229	284	464.974	525	429
BT_2853	22	2	12	28.583	10	22
BT_2854	901	602	693	907.443	1090	862
BT_2855	117	83	137	314	292	325
BT_2856	8	2	14	8	4	7
BT_2857	13	6	6	17	30	26
BT_2858	64	38	55	175	207	153
BT_2859	30	38	30	54	68	60
BT_2860	773	583	808	1078.009	1290	1158
BT_2861	75	57	79	130	115	159
BT_2862	93	94	80	144	174.662	176
BT_2863	14	8	17	29	18.338	32
BT_2864	5	1	3	18	11	18
BT_2865	13	23	26	47.825	37	35
BT_2866	57	80	63	184.15	201	172.801
BT_2867	5	15	21	15.025	19	18.199
BT_2868	5	4	0	11	13	17.222
BT_2869	18	2	17	4	12	18.778
BT_2870	10	11	3	19.41	14	27
BT_2871	51	43.733	60	51.316	74.328	58.54
BT_2872	70	71.267	126	102.667	113.672	111.46
BT_2873	21	6	33	34.607	30	39
BT_2874	3	5	11	16	22	28
BT_2875	19	11	4	19	3	7
BT_2876	29	41	46	96.842	60	49
BT_2877	2	18	2	9.158	13	16
BT_2878	25	7	12	25.269	16	20
